Depth,TVD,DX,DY,RT,RXO,SH,POR,SW,PERM,ACN,DENN,CNLN,GRN
4638.375,4627.527,132.902,-12.579,572.448,245.79,0.604,4.466,18.033,0.036,50.388,2.764,6.494,12.461
4638.5,4627.643,132.926,-12.538,661.219,290.202,0.856,3.812,20.357,0.017,49.422,2.775,6.039,13.476
4638.625,4627.758,132.951,-12.496,725.282,325.455,1.059,3.288,23.334,0.009,48.393,2.784,5.91,14.286
4638.75,4627.874,132.975,-12.455,870.309,406.367,1.298,2.687,27.261,0.005,47.569,2.808,5.862,15.236
4638.875,4627.989,133,-12.414,942.319,443.214,1.239,2.901,23.652,0.006,48.472,2.821,5.92,15.002
4639,4628.104,133.024,-12.372,1116.451,511.779,0.932,2.917,21.36,0.006,48.5,2.835,6.066,13.781
4639.125,4628.22,133.048,-12.331,1434.048,628.544,0.75,3.027,17.713,0.007,48.5,2.83,6.086,13.049
4639.25,4628.335,133.073,-12.289,1632.152,713.477,0.755,3.355,14.458,0.01,49.447,2.823,6.028,13.069
4639.375,4628.45,133.097,-12.247,1891.069,868.012,0.862,2.965,15.583,0.006,48.027,2.809,5.851,13.501
4639.5,4628.565,133.122,-12.206,1747.455,887.593,1.023,2.867,17.004,0.006,47.739,2.802,5.797,14.142
4639.625,4628.681,133.146,-12.164,1556.192,840.722,1.135,2.703,19.554,0.005,47.253,2.801,5.886,14.588
4639.75,4628.796,133.171,-12.123,1166.614,708.865,1.363,2.777,22.19,0.005,47.253,2.798,6.278,15.491
4639.875,4628.912,133.195,-12.081,936.973,613.689,1.568,3.039,22.356,0.007,47.498,2.789,6.793,16.299
4640,4629.027,133.22,-12.039,879.34,589,1.668,3.262,21.164,0.009,47.752,2.781,7.084,16.694
4640.125,4629.142,133.244,-11.997,830.687,576.194,1.829,3.836,17.775,0.017,48.216,2.755,7.787,17.321
4640.25,4629.257,133.268,-11.955,811.498,583.857,1.772,4.483,14.767,0.036,48.569,2.724,8.396,17.097
4640.375,4629.373,133.293,-11.914,793.454,582.18,1.619,4.817,13.645,0.054,48.841,2.71,8.473,16.502
4640.5,4629.488,133.317,-11.872,725.519,552.544,1.178,5.072,13.433,0.072,48.841,2.689,8.015,14.759
4640.625,4629.603,133.342,-11.83,681.409,526.738,0.967,5.24,13.345,0.088,49.366,2.684,7.581,13.92
4640.75,4629.718,133.366,-11.788,604.21,473.762,0.676,5.23,14.31,0.086,49.808,2.678,6.692,12.753
4640.875,4629.833,133.391,-11.746,578.324,447.435,0.55,5.188,14.815,0.082,50.201,2.675,6.072,12.241
4641,4629.948,133.415,-11.704,593.121,451.207,0.531,5.1,14.929,0.074,50.206,2.677,5.879,12.167
4641.125,4630.063,133.439,-11.662,692.004,500.708,0.613,4.796,14.813,0.052,50.206,2.694,5.629,12.498
4641.25,4630.179,133.464,-11.62,905.219,617.324,0.79,4.124,15.452,0.024,49.696,2.729,5.369,13.209
4641.375,4630.294,133.488,-11.577,1052.573,700.943,0.899,3.545,17.219,0.012,48.812,2.749,5.18,13.649
4641.5,4630.409,133.513,-11.535,1365.639,888.687,1.133,2.641,21.663,0.004,47.741,2.782,4.725,14.581
4641.625,4630.524,133.537,-11.493,1587.308,1036.447,1.243,2.085,26.919,0.002,46.92,2.797,4.418,15.017
4641.75,4630.639,133.562,-11.451,1640.619,1077.982,1.194,1.847,30.838,0.002,46.343,2.799,4.325,14.824
4641.875,4630.754,133.586,-11.409,1644.907,1095.996,0.85,1.893,29.834,0.002,46.343,2.8,4.13,13.45
4642,4630.869,133.611,-11.366,1606.419,1077.962,0.87,1.792,32.43,0.002,46.222,2.802,4.026,13.533
4642.125,4630.984,133.635,-11.324,1474.247,1004.313,1.234,1.222,55.4,0.001,45.375,2.809,3.862,14.984
4642.25,4631.099,133.659,-11.281,1330.276,916.714,1.824,0.626,99.99,0,44.805,2.809,3.812,17.3
4642.375,4631.214,133.684,-11.239,1279.545,882.795,2.115,0.395,99.99,0,44.687,2.803,3.82,18.43
4642.5,4631.329,133.708,-11.197,1236.354,844.292,2.531,0.517,99.99,0,44.954,2.777,3.848,20.03
4642.625,4631.444,133.733,-11.154,1264.673,835.582,2.553,0.603,99.99,0,44.954,2.744,3.954,20.116
4642.75,4631.559,133.757,-11.111,1310.248,842.774,2.388,1.451,47.555,0.001,45.685,2.728,4.078,19.483
4642.875,4631.674,133.782,-11.069,1461.183,881.905,1.836,2.6,21.282,0.004,46.684,2.697,4.432,17.35
4643,4631.789,133.806,-11.026,1611.936,924.353,1.231,3.398,14.323,0.01,47.149,2.674,4.756,14.97
4643.125,4631.904,133.831,-10.984,1645.454,928.505,0.977,3.628,13.024,0.013,47.106,2.666,4.88,13.96
4643.25,4632.019,133.855,-10.941,1591.391,884.843,0.627,3.917,12.039,0.019,47.106,2.663,5.072,12.555
4643.375,4632.134,133.879,-10.898,1422.268,794.885,0.499,3.895,12.911,0.018,46.995,2.672,5.162,12.038
4643.5,4632.249,133.904,-10.855,1326.623,748.239,0.527,3.683,14.411,0.014,46.689,2.681,5.158,12.149
4643.625,4632.363,133.928,-10.813,1160.732,672.755,0.69,3.315,17.761,0.009,46.64,2.706,5.116,12.81
4643.75,4632.479,133.953,-10.77,1096.244,644.707,0.777,3.092,20.033,0.007,46.535,2.72,5.106,13.159
4643.875,4632.593,133.977,-10.727,1003.406,602.019,0.895,2.811,23.765,0.005,46.535,2.745,5.141,13.63
4644,4632.708,134.002,-10.684,958.227,575.913,0.967,2.72,25.424,0.005,46.535,2.758,5.325,13.918
4644.125,4632.823,134.026,-10.641,948.794,568.19,0.983,2.945,23.112,0.006,47.059,2.76,5.488,13.984
4644.25,4632.938,134.05,-10.598,920.561,546.463,0.869,3.4,19.572,0.01,47.833,2.757,5.808,13.528
4644.375,4633.052,134.075,-10.555,832.097,487.078,0.571,3.973,16.983,0.02,48.717,2.743,5.913,12.327
4644.5,4633.167,134.099,-10.512,766.64,443.185,0.446,4.407,15.578,0.033,49.569,2.73,5.918,11.82
4644.625,4633.282,134.124,-10.469,632.808,353.21,0.359,4.834,15.412,0.055,49.569,2.698,6.07,11.469
4644.75,4633.397,134.148,-10.426,535.279,290.12,0.425,5.534,14.248,0.123,50.55,2.671,6.465,11.736
4644.875,4633.512,134.173,-10.383,506.133,272.122,0.479,5.803,13.837,0.168,50.999,2.664,6.682,11.954
4645,4633.626,134.197,-10.339,494.094,262.34,0.58,5.896,13.745,0.187,50.962,2.664,7.044,12.366
4645.125,4633.741,134.222,-10.296,512.337,270.04,0.598,5.703,14.052,0.15,50.419,2.671,7.167,12.439
4645.25,4633.855,134.246,-10.253,583.365,303.106,0.511,5.351,14.171,0.1,49.655,2.688,7.211,12.085
4645.375,4633.97,134.27,-10.21,659.561,339.984,0.38,5.173,13.817,0.081,49.655,2.701,6.963,11.554
4645.5,4634.085,134.295,-10.166,684.3,352.687,0.374,4.832,14.762,0.055,48.81,2.703,6.777,11.531
4645.625,4634.2,134.319,-10.123,696.601,361.729,0.483,4.482,16.087,0.036,48.162,2.698,6.376,11.971
4645.75,4634.314,134.344,-10.08,683.565,359.222,0.558,4.217,17.567,0.027,47.509,2.687,6.032,12.274
4645.875,4634.429,134.368,-10.036,681.925,359.727,0.553,4.031,18.632,0.022,46.959,2.684,5.942,12.254
4646,4634.543,134.393,-9.993,691.15,365.082,0.553,4.096,18.118,0.023,46.959,2.683,6.091,12.256
4646.125,4634.658,134.417,-9.949,668.644,354.163,0.665,4.16,18.097,0.025,46.838,2.688,6.698,12.708
4646.25,4634.773,134.441,-9.906,629.124,335.193,0.752,4.415,17.359,0.034,47.329,2.69,7.094,13.056
4646.375,4634.887,134.466,-9.862,504.108,275.324,0.893,5.101,16.344,0.074,48.631,2.69,7.918,13.622
4646.5,4635.002,134.49,-9.818,369.786,209.693,0.941,5.938,16.011,0.197,50.264,2.689,8.752,13.815
4646.625,4635.117,134.515,-9.775,315.328,182.09,0.909,6.657,15.132,0.453,52.075,2.69,9.159,13.688
4646.75,4635.231,134.539,-9.731,242.465,143.172,0.725,6.973,16.521,0.653,52.075,2.689,9.754,12.948
4646.875,4635.346,134.564,-9.687,223.051,132.175,0.604,7.685,15.291,1.495,54.006,2.683,9.858,12.462
4647,4635.46,134.588,-9.643,210.95,125.155,0.495,8.326,14.245,3.143,55.325,2.657,9.736,12.019
4647.125,4635.575,134.612,-9.6,223.525,133.037,0.378,8.737,12.971,5.064,55.634,2.62,9.463,11.544
4647.25,4635.689,134.637,-9.556,235.235,140.226,0.363,8.58,12.9,4.221,54.779,2.605,9.262,11.485
4647.375,4635.804,134.661,-9.512,267.142,158.322,0.349,7.976,13.188,2.093,53.531,2.601,8.516,11.426
4647.5,4635.918,134.686,-9.468,312.988,182.281,0.395,7.223,13.696,0.874,53.531,2.63,7.448,11.613
4647.625,4636.032,134.71,-9.424,340.257,196.292,0.472,6.394,15.265,0.334,52.144,2.651,6.987,11.929
4647.75,4636.147,134.734,-9.38,396.239,224.56,0.627,5.39,17.431,0.104,50.915,2.69,6.517,12.556
4647.875,4636.261,134.759,-9.336,449.267,249.857,0.597,4.734,19.171,0.049,49.335,2.713,6.62,12.432
4648,4636.375,134.783,-9.292,473.581,260.947,0.514,4.507,19.812,0.037,48.469,2.718,6.76,12.097
4648.125,4636.49,134.808,-9.248,506.557,274.875,0.344,4.68,18.188,0.046,48.469,2.716,6.955,11.407
4648.25,4636.604,134.832,-9.204,502.271,268.368,0.284,4.722,18.069,0.048,47.974,2.702,6.99,11.164
4648.375,4636.719,134.857,-9.16,488.592,258.162,0.312,4.913,17.447,0.06,48.243,2.691,7.013,11.276
4648.5,4636.833,134.881,-9.115,460.637,236.105,0.487,5.144,17.007,0.078,48.335,2.669,7.175,11.986
4648.625,4636.947,134.905,-9.071,454.005,228.777,0.602,5.316,16.44,0.096,48.658,2.661,7.299,12.452
4648.75,4637.062,134.93,-9.027,460.657,225.499,0.734,5.446,15.813,0.111,49.002,2.661,7.524,12.985
4648.875,4637.176,134.954,-8.982,481.682,233.77,0.686,5.214,16.304,0.085,49.002,2.688,7.573,12.791
4649,4637.291,134.979,-8.938,489.5,239.347,0.669,5.124,16.518,0.076,49.44,2.708,7.496,12.724
4649.125,4637.405,135.003,-8.894,484.945,246.472,0.759,4.675,18.663,0.045,49.77,2.747,7.192,13.084
4649.25,4637.519,135.027,-8.849,451.482,243.213,0.867,4.3,21.606,0.029,49.539,2.763,6.919,13.52
4649.375,4637.633,135.052,-8.805,428.421,237.853,0.839,4.206,22.882,0.026,49.157,2.76,6.874,13.407
4649.5,4637.748,135.076,-8.76,378.566,221.145,0.646,4.532,22.295,0.038,49.157,2.74,7.003,12.63
4649.625,4637.861,135.101,-8.716,327.027,196.977,0.522,4.873,22.061,0.057,48.836,2.715,7.338,12.13
4649.75,4637.976,135.125,-8.671,301.184,182.708,0.519,5.125,21.66,0.077,49.021,2.703,7.519,12.117
4649.875,4638.09,135.149,-8.627,253.559,153.858,0.532,5.608,21.266,0.134,49.614,2.682,7.75,12.171
4650,4638.204,135.174,-8.582,234.707,141.741,0.539,5.939,20.639,0.197,50.41,2.673,7.756,12.2
4650.125,4638.318,135.198,-8.537,214.369,127.838,0.6,5.993,21.46,0.21,50.608,2.662,7.514,12.444
4650.25,4638.433,135.223,-8.493,227.338,133.191,0.711,5.633,22.472,0.138,50.608,2.67,6.915,12.893
4650.375,4638.546,135.247,-8.448,250.231,144.697,0.758,5.297,23.036,0.093,50.446,2.681,6.51,13.08
4650.5,4638.661,135.271,-8.403,326.131,183.061,0.829,4.58,23.912,0.041,49.987,2.707,5.764,13.367
4650.625,4638.775,135.296,-8.359,407.051,223.056,0.934,4.114,24.217,0.024,49.453,2.724,5.516,13.786
4650.75,4638.889,135.32,-8.314,432.769,235.079,1.003,3.944,24.695,0.019,48.937,2.726,5.611,14.063
4650.875,4639.003,135.345,-8.269,442.482,237.689,1.057,4.133,22.983,0.024,48.937,2.718,5.964,14.28
4651,4639.117,135.369,-8.224,413.88,221.018,0.875,4.314,22.588,0.03,48.606,2.705,6.197,13.55
4651.125,4639.231,135.394,-8.179,394.031,209.39,0.715,4.424,22.487,0.034,48.436,2.698,6.264,12.909
4651.25,4639.346,135.418,-8.135,351.006,182.234,0.442,4.816,21.529,0.053,48.733,2.687,6.436,11.806
4651.375,4639.459,135.443,-8.09,304.05,151.824,0.424,5.102,21.671,0.075,49.042,2.68,6.723,11.731
4651.5,4639.574,135.467,-8.045,279.747,137.141,0.479,5.26,21.838,0.09,49.422,2.68,6.897,11.955
4651.625,4639.688,135.491,-8,235.013,112.957,0.589,5.231,24.245,0.087,49.422,2.693,7.284,12.402
4651.75,4639.802,135.516,-7.955,217.919,104.852,0.625,5.278,25,0.091,49.724,2.704,7.5,12.548
4651.875,4639.916,135.54,-7.91,199.001,97.726,0.654,5.349,25.855,0.099,50.223,2.73,8.015,12.661
4652,4640.03,135.565,-7.866,195.368,99.179,0.64,5.727,23.948,0.154,51.165,2.746,8.681,12.608
4652.125,4640.144,135.589,-7.821,195.923,101.306,0.629,6.057,22.263,0.226,51.83,2.747,9.044,12.564
4652.25,4640.258,135.614,-7.776,196.648,105.469,0.584,6.446,20.524,0.355,51.83,2.737,9.727,12.382
4652.375,4640.372,135.638,-7.731,193.647,107.234,0.444,6.907,18.959,0.605,52.119,2.725,10.226,11.814
4652.5,4640.486,135.663,-7.686,191.067,107.218,0.338,7.06,18.574,0.723,52.285,2.723,10.336,11.383
4652.625,4640.6,135.688,-7.641,186.64,106.852,0.197,7.047,18.866,0.712,52.653,2.731,10.123,10.807
4652.75,4640.714,135.712,-7.596,183.781,106.5,0.212,6.771,20.021,0.517,53.079,2.742,9.45,10.87
4652.875,4640.828,135.737,-7.551,181.971,105.803,0.218,6.713,20.354,0.483,53.453,2.744,9.105,10.894
4653,4640.942,135.761,-7.506,177.059,103.304,0.12,6.665,20.856,0.457,53.453,2.737,8.724,10.491
4653.125,4641.056,135.786,-7.461,174.659,102.094,0.052,6.743,20.708,0.501,53.412,2.731,8.731,10.214
4653.25,4641.17,135.81,-7.416,172.226,101.115,0.111,6.893,20.293,0.596,53.11,2.716,8.957,10.457
4653.375,4641.284,135.835,-7.371,176.517,103.255,0.475,6.82,20.29,0.547,52.639,2.699,8.97,11.939
4653.5,4641.398,135.86,-7.326,182.651,106.015,0.652,6.604,20.741,0.426,52.079,2.691,8.784,12.656
4653.625,4641.512,135.884,-7.281,203.402,115.168,0.76,6.355,20.509,0.319,51.565,2.675,8.218,13.091
4653.75,4641.626,135.909,-7.236,229.667,126.385,0.627,6.312,19.329,0.304,51.565,2.669,7.821,12.553
4653.875,4641.74,135.933,-7.19,241.416,131.038,0.577,6.029,19.932,0.218,50.74,2.672,7.749,12.354
4654,4641.854,135.958,-7.145,257.5,136.086,0.63,5.754,20.402,0.159,50.406,2.686,7.728,12.567
4654.125,4641.968,135.983,-7.1,266.071,136.463,0.818,5.414,21.651,0.107,50.227,2.703,7.633,13.322
4654.25,4642.082,136.007,-7.055,270.904,136.394,0.906,5.236,22.364,0.087,50.16,2.71,7.498,13.674
4654.375,4642.196,136.032,-7.01,292.973,140.515,0.973,4.931,23.108,0.061,50.16,2.721,7.054,13.943
4654.5,4642.31,136.056,-6.965,356.491,161.149,0.919,4.511,23.196,0.038,49.84,2.736,6.556,13.728
4654.625,4642.423,136.081,-6.919,416.575,183.946,0.881,4.087,24.114,0.023,48.983,2.746,6.367,13.576
4654.75,4642.538,136.106,-6.874,610.295,266.527,0.855,3.628,22.667,0.013,48.384,2.766,6.161,13.472
4654.875,4642.651,136.13,-6.829,737.245,325.958,0.892,3.41,22.076,0.01,47.928,2.772,6.168,13.618
4655,4642.765,136.155,-6.784,997.742,459.474,1.1,3.546,17.736,0.012,47.861,2.766,6.691,14.448
4655.125,4642.879,136.18,-6.739,1206.126,576.642,1.397,4.041,13.508,0.022,47.861,2.741,7.845,15.626
4655.25,4642.993,136.204,-6.693,1286.639,624.689,1.499,4.288,12.08,0.029,48.011,2.727,8.178,16.029
4655.375,4643.107,136.229,-6.648,1408.026,711.919,1.525,4.397,11.124,0.033,48.51,2.707,7.435,16.13
4655.5,4643.221,136.254,-6.603,1466.105,802.699,1.444,4.188,11.574,0.026,49.065,2.701,6.004,15.813
4655.625,4643.334,136.279,-6.557,1461.053,845.122,1.425,4.353,11.039,0.031,49.789,2.7,5.742,15.737
4655.75,4643.448,136.303,-6.512,1359.591,886.605,1.373,4.514,10.971,0.038,49.789,2.699,6.106,15.531
4655.875,4643.562,136.328,-6.467,1131.563,822.852,1.207,4.947,10.817,0.062,50.304,2.695,6.554,14.875
4656,4643.676,136.353,-6.421,989.031,753.78,1.085,5.175,11.013,0.081,50.651,2.694,6.721,14.391
4656.125,4643.79,136.378,-6.376,728.26,598.306,0.871,5.536,11.991,0.123,50.847,2.694,7.296,13.536
4656.25,4643.904,136.402,-6.331,636.165,535.983,0.812,5.659,12.573,0.142,50.766,2.696,7.674,13.3
4656.375,4644.018,136.427,-6.285,535.385,462.73,0.771,5.72,13.658,0.153,50.578,2.704,8.146,13.134
4656.5,4644.131,136.452,-6.24,512.008,443.184,0.785,5.583,14.443,0.13,50.578,2.713,8.042,13.19
4656.625,4644.245,136.477,-6.194,524.447,450.753,0.805,5.398,14.876,0.105,50.302,2.717,7.906,13.269
4656.75,4644.359,136.501,-6.149,601.779,506.34,0.782,5.091,14.84,0.074,49.814,2.726,7.716,13.18
4656.875,4644.473,136.526,-6.103,734.863,607.332,0.692,4.81,14.267,0.053,49.127,2.73,7.549,12.816
4657,4644.586,136.551,-6.058,813.342,666.438,0.68,4.646,14.093,0.044,48.76,2.729,7.38,12.769
4657.125,4644.7,136.576,-6.012,987.344,789.275,0.835,4.456,13.334,0.035,48.76,2.719,6.796,13.39
4657.25,4644.814,136.6,-5.967,1179.352,906.922,1.129,4.077,13.521,0.023,48.375,2.705,6.092,14.565
4657.375,4644.928,136.625,-5.921,1278.525,958.879,1.217,3.889,13.729,0.018,48.065,2.699,5.82,14.915
4657.5,4645.042,136.65,-5.876,1485.902,1049.44,1.187,3.592,13.967,0.013,47.35,2.693,5.536,14.797
4657.625,4645.155,136.675,-5.83,1701.846,1135.244,1.157,3.242,14.755,0.009,46.564,2.694,5.445,14.678
4657.75,4645.269,136.7,-5.785,1785.984,1171.434,1.232,2.767,17.574,0.005,45.786,2.696,5.4,14.976
4657.875,4645.382,136.725,-5.739,1799.691,1183.258,1.522,2.475,20.167,0.004,45.786,2.703,5.277,16.118
4658,4645.496,136.749,-5.694,1705.367,1141.743,1.669,2.043,26.531,0.002,45.407,2.708,5.206,16.695
4658.125,4645.61,136.774,-5.648,1375.799,974.481,1.843,1.926,32.245,0.002,45.545,2.719,5.048,17.377
4658.25,4645.724,136.799,-5.602,1040.189,777.662,2.004,2.024,35.398,0.002,45.98,2.731,4.926,18.003
4658.375,4645.837,136.824,-5.557,919.221,697.847,2.142,2.16,34.904,0.002,46.432,2.738,4.912,18.535
4658.5,4645.951,136.849,-5.511,788.885,601.041,2.458,1.99,42.204,0.002,46.618,2.758,4.957,19.75
4658.625,4646.064,136.874,-5.465,791.592,590.755,2.459,1.891,44.954,0.002,46.618,2.774,5.007,19.754
4658.75,4646.178,136.899,-5.42,835.907,614.12,2.224,1.841,45.12,0.002,46.341,2.776,5.036,18.854
4658.875,4646.292,136.924,-5.374,981.339,695.299,1.507,2.255,31.869,0.003,46.161,2.757,5.166,16.062
4659,4646.406,136.948,-5.328,1135.266,774.038,1.032,2.536,25.291,0.004,45.556,2.724,5.334,14.179
4659.125,4646.519,136.973,-5.283,1188.891,795.541,0.954,2.418,26.19,0.003,45.079,2.709,5.362,13.867
4659.25,4646.633,136.998,-5.237,1226.462,794.043,0.871,2.554,24.007,0.004,45.079,2.697,5.239,13.537
4659.375,4646.747,137.023,-5.191,1210.498,765.971,0.696,2.141,30.278,0.002,44.539,2.706,4.992,12.832
4659.5,4646.86,137.048,-5.145,1213.552,761.182,0.647,1.297,57.258,0.001,44.035,2.718,4.881,12.634
4659.625,4646.974,137.073,-5.099,1309.678,801.354,0.809,0.327,99.99,0,43.898,2.753,4.748,13.287
4659.75,4647.087,137.098,-5.054,1426.495,854.273,0.99,0.07,99.99,0,43.871,2.773,4.728,14.011
4659.875,4647.201,137.123,-5.008,1796.483,1021.783,1.245,0.048,99.99,0,44.003,2.806,4.749,15.026
4660,4647.314,137.148,-4.962,2092.989,1157.291,1.102,0.135,99.99,0,44.003,2.815,4.725,14.456
4660.125,4647.428,137.173,-4.916,2079.227,1147.906,0.955,1.021,57.434,0.001,44.484,2.81,4.655,13.873
4660.25,4647.542,137.198,-4.87,1675.966,937.557,0.804,1.571,37.429,0.001,45.055,2.793,4.456,13.266
4660.375,4647.655,137.223,-4.824,1106.011,627.652,0.892,2.041,33.837,0.002,46.029,2.779,4.363,13.619
4660.5,4647.769,137.248,-4.779,896.04,507.192,0.928,2.398,30.997,0.003,46.931,2.775,4.398,13.762
4660.625,4647.882,137.273,-4.733,685.022,376.575,0.865,2.578,32.843,0.004,46.931,2.769,4.672,13.51
4660.75,4647.996,137.298,-4.687,670.765,351.005,0.771,3.221,25.023,0.008,47.916,2.762,5.276,13.135
4660.875,4648.109,137.323,-4.641,724.738,368.402,0.815,3.477,21.74,0.011,48.148,2.757,5.679,13.309
4661,4648.223,137.348,-4.595,953.693,459.051,1.119,3.717,17.131,0.015,48.093,2.747,6.459,14.525
4661.125,4648.336,137.373,-4.549,1133.339,530.791,1.313,3.578,16.329,0.013,47.539,2.741,6.735,15.296
4661.25,4648.45,137.398,-4.503,1640.611,723.344,1.564,3.286,14.803,0.009,46.756,2.729,6.984,16.283
4661.375,4648.563,137.423,-4.457,2274.174,940.982,1.506,3.437,11.649,0.011,46.756,2.712,6.919,16.056
4661.5,4648.677,137.448,-4.411,2568.808,1032.646,1.393,3.165,12.084,0.008,46.083,2.704,6.773,15.61
4661.625,4648.791,137.473,-4.365,2936.836,1134.496,1.1,3.07,11.657,0.007,45.738,2.696,6.195,14.451
4661.75,4648.904,137.498,-4.319,2809.865,1082.942,0.782,3.173,11.457,0.008,46.154,2.702,5.325,13.178
4661.875,4649.018,137.523,-4.273,2539.026,991.908,0.622,3.316,11.465,0.009,46.831,2.708,4.907,12.532
4662,4649.131,137.548,-4.227,1751.554,719.48,0.362,3.097,15.387,0.007,46.831,2.724,4.414,11.481
4662.125,4649.244,137.573,-4.181,1027.535,453.144,0.342,3.14,20.367,0.008,47.267,2.736,4.474,11.401
4662.25,4649.358,137.598,-4.135,788.949,361.923,0.445,3.129,23.718,0.008,47.238,2.738,4.623,11.816
4662.375,4649.471,137.623,-4.088,530.451,261.966,0.732,3.018,31.001,0.007,46.865,2.736,4.914,12.978
4662.5,4649.584,137.648,-4.042,421.87,221.172,0.912,3.045,34.828,0.007,46.717,2.727,5.124,13.7
4662.625,4649.698,137.674,-3.996,396.019,212.716,0.935,3.171,34.268,0.008,46.818,2.721,5.243,13.791
4662.75,4649.812,137.699,-3.95,375.808,210.685,0.946,3.348,32.921,0.01,46.818,2.713,5.549,13.834
4662.875,4649.925,137.724,-3.904,372.407,212.954,0.971,3.689,29.252,0.014,47.659,2.714,5.706,13.937
4663,4650.038,137.749,-3.858,369.624,218.085,1.077,4.044,26.125,0.022,48.945,2.726,5.944,14.359
4663.125,4650.152,137.774,-3.812,382.181,227.001,1.15,4.31,23.647,0.03,50.232,2.745,6.147,14.647
4663.25,4650.265,137.799,-3.765,400.677,235.255,1.135,4.544,21.531,0.039,51.108,2.755,6.321,14.59
4663.375,4650.378,137.824,-3.719,477.382,265.106,1.054,4.602,19.209,0.042,51.108,2.773,6.894,14.265
4663.5,4650.492,137.85,-3.673,624.228,322.198,1.119,4.698,16.106,0.047,51.327,2.788,7.433,14.525
4663.625,4650.605,137.875,-3.627,712.781,358.045,1.254,4.493,15.829,0.037,50.914,2.794,7.492,15.063
4663.75,4650.719,137.9,-3.58,850.995,413.543,1.54,3.685,18.457,0.014,49.398,2.804,7.1,16.191
4663.875,4650.832,137.925,-3.534,898.014,420.961,1.442,2.92,24.09,0.006,47.686,2.807,6.555,15.806
4664,4650.945,137.95,-3.488,909.87,413.849,1.204,2.638,27.212,0.004,46.716,2.805,6.454,14.863
4664.125,4651.059,137.975,-3.441,978.602,410.425,0.646,3.104,21.238,0.007,46.716,2.792,6.693,12.632
4664.25,4651.172,138.001,-3.395,1050.227,420.928,0.478,3.315,18.782,0.009,46.619,2.784,6.903,11.95
4664.375,4651.285,138.026,-3.349,1394.132,492.972,0.434,3.544,14.725,0.012,46.698,2.773,7.087,11.771
4664.5,4651.398,138.051,-3.302,2442.734,737.999,0.596,3.393,11.375,0.01,46.623,2.769,6.903,12.429
4664.625,4651.512,138.076,-3.256,3331.283,950.954,0.715,3.377,9.623,0.01,46.876,2.769,6.796,12.907
4664.75,4651.625,138.101,-3.21,5525.31,1470.611,1.051,3.349,7.332,0.01,47.245,2.763,6.67,14.255
4664.875,4651.738,138.127,-3.163,7565.039,1909.142,1.425,3.274,6.33,0.009,47.245,2.745,6.526,15.737
4665,4651.852,138.152,-3.117,8369.438,2057.113,1.512,3.347,5.817,0.01,47.303,2.731,6.439,16.08
4665.125,4651.965,138.177,-3.07,9387.186,2229.515,1.41,3.444,5.262,0.011,46.809,2.697,6.343,15.679
4665.25,4652.078,138.202,-3.024,9159.267,2229.182,1.17,3.393,5.437,0.01,46.026,2.672,6.281,14.73
4665.375,4652.191,138.228,-2.977,8473.135,2143.119,1.094,3.04,6.531,0.007,45.379,2.667,6.183,14.426
4665.5,4652.305,138.253,-2.931,6390.302,1817.918,1.025,2.959,7.914,0.006,45.379,2.673,5.818,14.151
4665.625,4652.418,138.278,-2.885,4328.573,1408.756,0.96,2.685,11.136,0.005,45.333,2.695,5.376,13.891
4665.75,4652.531,138.304,-2.838,3524.36,1216.247,0.97,2.589,13.079,0.004,45.461,2.709,5.192,13.931
4665.875,4652.645,138.329,-2.791,2365.596,894.04,1.133,2.366,18.337,0.003,45.804,2.739,5.005,14.581
4666,4652.758,138.354,-2.745,1959.796,766.789,1.209,2.447,19.506,0.003,46.334,2.754,5.016,14.884
4666.125,4652.871,138.379,-2.698,1404.116,577.16,1.131,2.642,21.318,0.004,47.25,2.781,5.171,14.574
4666.25,4652.984,138.405,-2.652,1084.451,459.48,0.849,2.581,25.374,0.004,47.25,2.803,5.291,13.448
4666.375,4653.097,138.43,-2.605,981.821,420.901,0.767,2.727,25,0.005,47.878,2.811,5.29,13.117
4666.5,4653.21,138.455,-2.559,875.261,380.177,0.808,2.662,27.499,0.004,47.933,2.815,5.206,13.283
4666.625,4653.324,138.481,-2.512,900.809,390.07,0.94,2.649,27.219,0.004,47.599,2.8,5.171,13.812
4666.75,4653.437,138.506,-2.465,967.011,415.795,0.999,2.708,25.441,0.005,47.404,2.787,5.223,14.048
4666.875,4653.55,138.531,-2.419,1219.854,512.531,1.176,3.165,18.324,0.008,47.404,2.744,5.58,14.752
4667,4653.663,138.557,-2.372,1619.646,662.835,1.412,3.11,15.99,0.007,46.933,2.723,5.749,15.687
4667.125,4653.776,138.582,-2.325,1843.662,746.914,1.468,3.03,15.379,0.007,46.614,2.713,5.78,15.906
4667.25,4653.89,138.607,-2.279,2238.078,896.237,1.364,2.917,14.482,0.006,46.006,2.695,5.77,15.496
4667.375,4654.003,138.633,-2.232,2379.544,950.164,1.267,2.924,13.951,0.006,45.788,2.686,5.761,15.113
4667.5,4654.116,138.658,-2.185,2571.39,1018.487,1.165,3.072,12.549,0.007,45.745,2.677,5.837,14.709
4667.625,4654.229,138.684,-2.139,2780.594,1079.056,1.184,3.108,11.834,0.007,45.745,2.679,6.067,14.782
