Well name,"MD
(m)","Incl
(°)","Azim Grid
(°)","TVD
(m)"
SY116,5106.125,1.773,169.747,5104.821
SY116,5106.25,1.771,169.823,5104.946
SY116,5106.375,1.768,169.999,5105.071
SY116,5106.5,1.767,170.089,5105.196
SY116,5106.625,1.764,170.254,5105.321
SY116,5106.75,1.761,170.361,5105.446
SY116,5106.875,1.76,170.381,5105.571
SY116,5107,1.757,170.34,5105.695
SY116,5107.125,1.755,170.228,5105.82
SY116,5107.25,1.753,170.173,5105.945
SY116,5107.375,1.751,170.124,5106.07
SY116,5107.5,1.748,170.202,5106.195
SY116,5107.625,1.747,170.297,5106.32
SY116,5107.75,1.745,170.585,5106.445
SY116,5107.875,1.743,170.952,5106.57
SY116,5108,1.741,171.139,5106.695
SY116,5108.125,1.739,171.472,5106.82
SY116,5108.25,1.738,171.605,5106.945
SY116,5108.375,1.736,171.796,5107.07
SY116,5108.5,1.734,171.909,5107.195
SY116,5108.625,1.733,171.954,5107.32
SY116,5108.75,1.732,172.064,5107.445
SY116,5108.875,1.73,172.225,5107.57
SY116,5109,1.729,172.316,5107.695
SY116,5109.125,1.727,172.49,5107.819
SY116,5109.25,1.726,172.69,5107.944
SY116,5109.375,1.725,172.844,5108.069
SY116,5109.5,1.723,173.366,5108.194
SY116,5109.625,1.722,174.249,5108.319
SY116,5109.75,1.721,174.817,5108.444
SY116,5109.875,1.72,176.104,5108.569
SY116,5110,1.719,176.758,5108.694
SY116,5110.125,1.718,177.934,5108.819
SY116,5110.25,1.717,178.836,5108.944
SY116,5110.375,1.716,179.19,5109.069
SY116,5110.5,1.715,179.77,5109.194
SY116,5110.625,1.714,180.277,5109.319
SY116,5110.75,1.714,180.541,5109.444
SY116,5110.875,1.713,181.135,5109.569
SY116,5111,1.712,181.786,5109.694
SY116,5111.125,1.711,182.105,5109.819
SY116,5111.25,1.711,182.682,5109.943
SY116,5111.375,1.71,182.936,5110.068
SY116,5111.5,1.71,183.395,5110.193
SY116,5111.625,1.709,183.848,5110.318
SY116,5111.75,1.709,184.094,5110.443
SY116,5111.875,1.708,184.635,5110.568
SY116,5112,1.708,185.194,5110.693
SY116,5112.125,1.708,185.453,5110.818
SY116,5112.25,1.707,185.892,5110.943
SY116,5112.375,1.707,186.224,5111.068
SY116,5112.5,1.707,186.362,5111.193
SY116,5112.625,1.707,186.606,5111.318
SY116,5112.75,1.707,186.823,5111.443
SY116,5112.875,1.706,186.919,5111.568
SY116,5113,1.706,187.066,5111.693
SY116,5113.125,1.706,187.109,5111.818
SY116,5113.25,1.707,187.129,5111.943
SY116,5113.375,1.707,187.09,5112.068
SY116,5113.5,1.707,187.06,5112.192
SY116,5113.625,1.707,186.988,5112.317
SY116,5113.75,1.707,186.892,5112.442
SY116,5113.875,1.707,186.828,5112.567
SY116,5114,1.708,186.649,5112.692
SY116,5114.125,1.708,186.379,5112.817
SY116,5114.25,1.709,186.212,5112.942
SY116,5114.375,1.709,185.837,5113.067
SY116,5114.5,1.709,185.642,5113.192
SY116,5114.625,1.71,185.252,5113.317
SY116,5114.75,1.711,184.856,5113.442
SY116,5114.875,1.711,184.65,5113.567
SY116,5115,1.712,184.218,5113.692
SY116,5115.125,1.712,183.807,5113.817
SY116,5115.25,1.713,183.643,5113.942
SY116,5115.375,1.714,183.461,5114.067
SY116,5115.5,1.714,183.46,5114.192
SY116,5115.625,1.715,183.494,5114.316
SY116,5115.75,1.716,183.562,5114.441
SY116,5115.875,1.717,183.608,5114.566
SY116,5116,1.717,183.632,5114.691
SY116,5116.125,1.718,183.717,5114.816
SY116,5116.25,1.718,183.787,5114.941
SY116,5116.375,1.719,183.963,5115.066
SY116,5116.5,1.72,184.113,5115.191
SY116,5116.625,1.721,184.151,5115.316
SY116,5116.75,1.722,184.149,5115.441
SY116,5116.875,1.723,184.095,5115.566
SY116,5117,1.723,184.062,5115.691
SY116,5117.125,1.724,183.979,5115.816
SY116,5117.25,1.725,183.839,5115.941
SY116,5117.375,1.725,183.737,5116.066
SY116,5117.5,1.726,183.475,5116.191
SY116,5117.625,1.727,183.326,5116.316
SY116,5117.75,1.728,183.041,5116.441
SY116,5117.875,1.728,182.826,5116.565
SY116,5118,1.729,182.754,5116.69
SY116,5118.125,1.73,182.676,5116.815
SY116,5118.25,1.73,182.683,5116.94
SY116,5118.375,1.731,182.723,5117.065
SY116,5118.5,1.731,182.893,5117.19
SY116,5118.625,1.732,183.156,5117.315
SY116,5118.75,1.732,183.281,5117.44
SY116,5118.875,1.733,183.398,5117.565
SY116,5119,1.733,183.219,5117.69
SY116,5119.125,1.734,183.008,5117.815
SY116,5119.25,1.734,182.417,5117.94
SY116,5119.375,1.734,182.085,5118.065
SY116,5119.5,1.735,181.44,5118.19
SY116,5119.625,1.735,180.827,5118.315
SY116,5119.75,1.735,180.511,5118.44
SY116,5119.875,1.735,179.834,5118.565
SY116,5120,1.735,179.122,5118.689
SY116,5120.125,1.735,178.778,5118.814
SY116,5120.25,1.735,178.165,5118.939
SY116,5120.375,1.735,177.674,5119.064
SY116,5120.5,1.735,177.462,5119.189
SY116,5120.625,1.735,177.068,5119.314
SY116,5120.75,1.735,176.889,5119.439
SY116,5120.875,1.735,176.617,5119.564
SY116,5121,1.735,176.524,5119.689
SY116,5121.125,1.735,176.547,5119.814
SY116,5121.25,1.734,176.692,5119.939
SY116,5121.375,1.734,176.891,5120.064
SY116,5121.5,1.734,176.978,5120.189
SY116,5121.625,1.733,177.081,5120.314
SY116,5121.75,1.733,177.085,5120.439
SY116,5121.875,1.732,177.064,5120.564
SY116,5122,1.732,177.009,5120.689
SY116,5122.125,1.731,176.958,5120.813
SY116,5122.25,1.731,176.938,5120.938
SY116,5122.375,1.73,176.926,5121.063
SY116,5122.5,1.73,176.94,5121.188
SY116,5122.625,1.729,177.008,5121.313
SY116,5122.75,1.729,177.134,5121.438
SY116,5122.875,1.728,177.219,5121.563
SY116,5123,1.728,177.422,5121.688
SY116,5123.125,1.727,177.614,5121.813
SY116,5123.25,1.727,177.686,5121.938
SY116,5123.375,1.726,177.775,5122.063
SY116,5123.5,1.725,177.804,5122.188
SY116,5123.625,1.725,177.801,5122.313
SY116,5123.75,1.724,177.77,5122.438
SY116,5123.875,1.724,177.753,5122.563
SY116,5124,1.723,177.763,5122.688
SY116,5124.125,1.723,177.831,5122.813
SY116,5124.25,1.723,177.884,5122.938
SY116,5124.375,1.722,178.016,5123.063
SY116,5124.5,1.722,178.167,5123.188
SY116,5124.625,1.722,178.241,5123.313
SY116,5124.75,1.722,178.376,5123.438
SY116,5124.875,1.721,178.504,5123.563
SY116,5125,1.721,178.569,5123.688
SY116,5125.125,1.721,178.682,5123.813
SY116,5125.25,1.721,178.732,5123.938
SY116,5125.375,1.721,178.726,5124.062
SY116,5125.5,1.721,178.687,5124.187
SY116,5125.625,1.721,178.677,5124.312
SY116,5125.75,1.722,178.727,5124.437
SY116,5125.875,1.722,178.902,5124.562
SY116,5126,1.722,179.037,5124.687
SY116,5126.125,1.723,179.397,5124.812
SY116,5126.25,1.723,179.857,5124.937
SY116,5126.375,1.724,180.109,5125.062
SY116,5126.5,1.724,180.624,5125.187
SY116,5126.625,1.725,181.139,5125.312
SY116,5126.75,1.726,181.398,5125.437
SY116,5126.875,1.727,181.935,5125.562
SY116,5127,1.728,182.526,5125.687
SY116,5127.125,1.728,182.851,5125.812
SY116,5127.25,1.729,183.532,5125.937
SY116,5127.375,1.73,183.865,5126.062
SY116,5127.5,1.731,184.467,5126.186
SY116,5127.625,1.733,184.986,5126.311
SY116,5127.75,1.734,185.224,5126.436
SY116,5127.875,1.735,185.654,5126.561
SY116,5128,1.737,185.987,5126.686
SY116,5128.125,1.738,186.106,5126.811
SY116,5128.25,1.74,186.248,5126.936
SY116,5128.375,1.742,186.308,5127.061
SY116,5128.5,1.743,186.338,5127.186
SY116,5128.625,1.745,186.458,5127.311
SY116,5128.75,1.746,186.546,5127.436
SY116,5128.875,1.748,186.719,5127.561
SY116,5129,1.75,186.778,5127.686
SY116,5129.125,1.751,186.739,5127.811
SY116,5129.25,1.754,186.522,5127.936
SY116,5129.375,1.756,186.189,5128.061
SY116,5129.5,1.757,186.021,5128.186
SY116,5129.625,1.76,185.777,5128.31
SY116,5129.75,1.762,185.727,5128.435
SY116,5129.875,1.764,185.774,5128.56
SY116,5130,1.766,185.97,5128.685
SY116,5130.125,1.769,186.269,5128.81
SY116,5130.25,1.77,186.453,5128.935
SY116,5130.375,1.773,186.871,5129.06
SY116,5130.5,1.775,187.098,5129.185
SY116,5130.625,1.777,187.567,5129.31
SY116,5130.75,1.78,188.03,5129.435
SY116,5130.875,1.782,188.251,5129.56
SY116,5131,1.784,188.674,5129.685
SY116,5131.125,1.787,189.109,5129.81
SY116,5131.25,1.789,189.346,5129.935
SY116,5131.375,1.792,189.853,5130.06
SY116,5131.5,1.795,190.371,5130.185
SY116,5131.625,1.796,190.625,5130.309
SY116,5131.75,1.799,191.144,5130.434
SY116,5131.875,1.801,191.429,5130.559
SY116,5132,1.803,192.09,5130.684
SY116,5132.125,1.806,192.881,5130.809
SY116,5132.25,1.808,193.307,5130.934
SY116,5132.375,1.811,194.152,5131.059
SY116,5132.5,1.814,194.92,5131.184
SY116,5132.625,1.815,195.263,5131.309
SY116,5132.75,1.818,195.875,5131.434
SY116,5132.875,1.821,196.421,5131.559
SY116,5133,1.822,196.675,5131.684
SY116,5133.125,1.825,197.146,5131.809
SY116,5133.25,1.828,197.579,5131.934
SY116,5133.375,1.829,197.795,5132.059
SY116,5133.5,1.832,198.256,5132.184
SY116,5133.625,1.833,198.505,5132.308
SY116,5133.75,1.836,199.027,5132.433
SY116,5133.875,1.839,199.523,5132.558
SY116,5134,1.84,199.734,5132.683
SY116,5134.125,1.843,200.042,5132.808
SY116,5134.25,1.845,200.193,5132.933
SY116,5134.375,1.846,200.221,5133.058
SY116,5134.5,1.849,200.202,5133.183
SY116,5134.625,1.851,200.086,5133.308
SY116,5134.75,1.853,199.988,5133.433
SY116,5134.875,1.855,199.695,5133.558
SY116,5135,1.857,199.265,5133.683
SY116,5135.125,1.859,199.003,5133.808
SY116,5135.25,1.861,198.421,5133.933
SY116,5135.375,1.862,198.125,5134.058
SY116,5135.5,1.864,197.58,5134.182
SY116,5135.625,1.867,197.152,5134.307
SY116,5135.75,1.868,196.99,5134.432
SY116,5135.875,1.87,196.754,5134.557
SY116,5136,1.872,196.554,5134.682
SY116,5136.125,1.873,196.429,5134.807
SY116,5136.25,1.875,196.078,5134.932
SY116,5136.375,1.877,195.613,5135.057
SY116,5136.5,1.878,195.362,5135.182
SY116,5136.625,1.88,194.89,5135.307
SY116,5136.75,1.881,194.693,5135.432
SY116,5136.875,1.883,194.406,5135.557
SY116,5137,1.885,194.244,5135.682
SY116,5137.125,1.886,194.198,5135.807
SY116,5137.25,1.888,194.181,5135.931
SY116,5137.375,1.89,194.283,5136.056
SY116,5137.5,1.891,194.372,5136.181
SY116,5137.625,1.892,194.581,5136.306
SY116,5137.75,1.894,194.738,5136.431
SY116,5137.875,1.895,194.759,5136.556
SY116,5138,1.897,194.646,5136.681
SY116,5138.125,1.898,194.352,5136.806
SY116,5138.25,1.899,194.169,5136.931
SY116,5138.375,1.9,193.791,5137.056
SY116,5138.5,1.901,193.604,5137.181
SY116,5138.625,1.902,193.23,5137.306
SY116,5138.75,1.904,192.828,5137.431
SY116,5138.875,1.904,192.61,5137.556
SY116,5139,1.906,192.16,5137.68
SY116,5139.125,1.907,191.739,5137.805
SY116,5139.25,1.907,191.559,5137.93
SY116,5139.375,1.908,191.286,5138.055
SY116,5139.5,1.91,191.142,5138.18
SY116,5139.625,1.91,191.112,5138.305
SY116,5139.75,1.911,191.108,5138.43
SY116,5139.875,1.911,191.126,5138.555
SY116,5140,1.912,191.181,5138.68
SY116,5140.125,1.913,191.245,5138.805
SY116,5140.25,1.913,191.271,5138.93
SY116,5140.375,1.914,191.308,5139.055
SY116,5140.5,1.915,191.328,5139.18
SY116,5140.625,1.915,191.329,5139.305
SY116,5140.75,1.915,191.293,5139.429
SY116,5140.875,1.916,191.187,5139.554
SY116,5141,1.916,191.115,5139.679
SY116,5141.125,1.916,190.977,5139.804
SY116,5141.25,1.917,190.907,5139.929
SY116,5141.375,1.917,190.914,5140.054
SY116,5141.5,1.917,191.025,5140.179
SY116,5141.625,1.917,191.116,5140.304
SY116,5141.75,1.917,191.303,5140.429
SY116,5141.875,1.917,191.39,5140.554
SY116,5142,1.917,191.381,5140.679
SY116,5142.125,1.917,191.306,5140.804
SY116,5142.25,1.917,191.283,5140.929
SY116,5142.375,1.917,191.337,5141.054
SY116,5142.5,1.917,191.62,5141.178
SY116,5142.625,1.917,192.108,5141.303
SY116,5142.75,1.916,192.386,5141.428
SY116,5142.875,1.916,192.897,5141.553
SY116,5143,1.916,193.097,5141.678
SY116,5143.125,1.916,193.368,5141.803
SY116,5143.25,1.916,193.513,5141.928
SY116,5143.375,1.915,193.558,5142.053
SY116,5143.5,1.915,193.622,5142.178
SY116,5143.625,1.915,193.665,5142.303
SY116,5143.75,1.914,193.682,5142.428
SY116,5143.875,1.914,193.728,5142.553
SY116,5144,1.914,193.827,5142.678
SY116,5144.125,1.913,193.902,5142.803
SY116,5144.25,1.913,194.063,5142.927
SY116,5144.375,1.913,194.16,5143.052
SY116,5144.5,1.912,194.169,5143.177
SY116,5144.625,1.912,194.162,5143.302
SY116,5144.75,1.912,194.192,5143.427
SY116,5144.875,1.912,194.418,5143.552
SY116,5145,1.911,194.856,5143.677
SY116,5145.125,1.911,195.105,5143.802
SY116,5145.25,1.911,195.525,5143.927
SY116,5145.375,1.911,195.698,5144.052
SY116,5145.5,1.91,195.671,5144.177
SY116,5145.625,1.91,195.438,5144.302
SY116,5145.75,1.91,195.094,5144.427
SY116,5145.875,1.91,194.915,5144.552
SY116,5146,1.91,194.543,5144.676
SY116,5146.125,1.91,194.079,5144.801
SY116,5146.25,1.91,193.79,5144.926
SY116,5146.375,1.91,193.092,5145.051
SY116,5146.5,1.91,192.7,5145.176
SY116,5146.625,1.91,191.928,5145.301
SY116,5146.75,1.911,191.354,5145.426
SY116,5146.875,1.911,191.192,5145.551
SY116,5147,1.911,191.125,5145.676
SY116,5147.125,1.912,191.306,5145.801
SY116,5147.25,1.912,191.453,5145.926
SY116,5147.375,1.913,191.822,5146.051
SY116,5147.5,1.913,192.227,5146.176
SY116,5147.625,1.914,192.41,5146.301
SY116,5147.75,1.914,192.663,5146.425
SY116,5147.875,1.915,192.709,5146.55
SY116,5148,1.916,192.616,5146.675
SY116,5148.125,1.917,192.347,5146.8
SY116,5148.25,1.918,192.197,5146.925
SY116,5148.375,1.919,191.961,5147.05
SY116,5148.5,1.92,191.839,5147.175
SY116,5148.625,1.921,191.807,5147.3
SY116,5148.75,1.923,191.759,5147.425
SY116,5148.875,1.924,191.719,5147.55
SY116,5149,1.925,191.706,5147.675
SY116,5149.125,1.927,191.719,5147.8
SY116,5149.25,1.929,191.792,5147.925
SY116,5149.375,1.93,191.847,5148.05
SY116,5149.5,1.932,191.965,5148.174
SY116,5149.625,1.933,192.011,5148.299
SY116,5149.75,1.936,192.023,5148.424
SY116,5149.875,1.938,191.855,5148.549
SY116,5150,1.939,191.69,5148.674
SY116,5150.125,1.942,191.235,5148.799
SY116,5150.25,1.944,190.741,5148.924
SY116,5150.375,1.946,190.536,5149.049
SY116,5150.5,1.949,190.3,5149.174
SY116,5150.625,1.952,190.305,5149.299
SY116,5150.75,1.953,190.369,5149.424
SY116,5150.875,1.956,190.537,5149.549
SY116,5151,1.958,190.614,5149.674
SY116,5151.125,1.961,190.731,5149.799
SY116,5151.25,1.964,190.812,5149.923
SY116,5151.375,1.966,190.846,5150.048
SY116,5151.5,1.969,190.905,5150.173
SY116,5151.625,1.973,190.939,5150.298
SY116,5151.75,1.975,190.94,5150.423
SY116,5151.875,1.978,190.9,5150.548
SY116,5152,1.982,190.792,5150.673
SY116,5152.125,1.984,190.717,5150.798
SY116,5152.25,1.988,190.554,5150.923
SY116,5152.375,1.992,190.422,5151.048
SY116,5152.5,1.994,190.384,5151.173
SY116,5152.625,1.998,190.38,5151.298
SY116,5152.75,2,190.416,5151.423
SY116,5152.875,2.004,190.564,5151.547
SY116,5153,2.008,190.807,5151.672
SY116,5153.125,2.011,190.96,5151.797
SY116,5153.25,2.015,191.308,5151.922
SY116,5153.375,2.019,191.633,5152.047
SY116,5153.5,2.021,191.749,5152.172
SY116,5153.625,2.026,191.816,5152.297
SY116,5153.75,2.03,191.651,5152.422
SY116,5153.875,2.033,191.51,5152.547
SY116,5154,2.037,191.209,5152.672
SY116,5154.125,2.04,191.084,5152.797
SY116,5154.25,2.044,190.931,5152.922
SY116,5154.375,2.049,190.912,5153.046
SY116,5154.5,2.051,190.946,5153.171
SY116,5154.625,2.056,191.072,5153.296
SY116,5154.75,2.061,191.232,5153.421
SY116,5154.875,2.063,191.306,5153.546
SY116,5155,2.068,191.4,5153.671
SY116,5155.125,2.073,191.37,5153.796
SY116,5155.25,2.075,191.302,5153.921
SY116,5155.375,2.08,191.093,5154.046
SY116,5155.5,2.085,190.877,5154.171
SY116,5155.625,2.087,190.798,5154.296
SY116,5155.75,2.092,190.739,5154.421
SY116,5155.875,2.095,190.761,5154.545
SY116,5156,2.1,190.879,5154.67
SY116,5156.125,2.105,191.01,5154.795
SY116,5156.25,2.107,191.047,5154.92
SY116,5156.375,2.112,191.029,5155.045
SY116,5156.5,2.117,190.928,5155.17
SY116,5156.625,2.119,190.873,5155.295
SY116,5156.75,2.124,190.8,5155.42
SY116,5156.875,2.129,190.787,5155.545
SY116,5157,2.132,190.784,5155.67
SY116,5157.125,2.137,190.731,5155.795
SY116,5157.25,2.142,190.586,5155.92
SY116,5157.375,2.144,190.492,5156.044
SY116,5157.5,2.149,190.319,5156.169
SY116,5157.625,2.151,190.265,5156.294
SY116,5157.75,2.156,190.278,5156.419
SY116,5157.875,2.161,190.491,5156.544
SY116,5158,2.164,190.664,5156.669
SY116,5158.125,2.168,191.077,5156.794
SY116,5158.25,2.173,191.433,5156.919
SY116,5158.375,2.176,191.543,5157.044
SY116,5158.5,2.18,191.593,5157.169
SY116,5158.625,2.185,191.487,5157.294
SY116,5158.75,2.187,191.429,5157.418
SY116,5158.875,2.192,191.424,5157.543
SY116,5159,2.195,191.507,5157.668
SY116,5159.125,2.199,191.829,5157.793
SY116,5159.25,2.204,192.218,5157.918
SY116,5159.375,2.206,192.373,5158.043
SY116,5159.5,2.211,192.528,5158.168
SY116,5159.625,2.215,192.481,5158.293
SY116,5159.75,2.218,192.405,5158.418
SY116,5159.875,2.222,192.218,5158.543
SY116,5160,2.227,192.059,5158.667
SY116,5160.125,2.229,192.005,5158.792
SY116,5160.25,2.233,191.943,5158.917
SY116,5160.375,2.238,191.943,5159.042
SY116,5160.5,2.24,191.971,5159.167
SY116,5160.625,2.248,192.084,5159.292
SY116,5160.75,2.246,192.166,5159.417
SY116,5160.875,2.251,192.372,5159.542
SY116,5161,2.255,192.625,5159.667
SY116,5161.125,2.257,192.767,5159.792
SY116,5161.25,2.261,193.068,5159.917
SY116,5161.375,2.265,193.365,5160.042
SY116,5161.5,2.267,193.502,5160.167
SY116,5161.625,2.272,193.743,5160.292
SY116,5161.75,2.276,193.943,5160.417
SY116,5161.875,2.278,194.034,5160.542
SY116,5162,2.282,194.211,5160.666
SY116,5162.125,2.284,194.299,5160.791
SY116,5162.25,2.288,194.456,5160.916
SY116,5162.375,2.292,194.544,5161.041
SY116,5162.5,2.294,194.549,5161.166
SY116,5162.625,2.298,194.481,5161.291
SY116,5162.75,2.302,194.341,5161.416
SY116,5162.875,2.304,194.259,5161.541
SY116,5163,2.308,194.106,5161.666
SY116,5163.125,2.312,193.996,5161.79
SY116,5163.25,2.314,193.959,5161.915
SY116,5163.375,2.318,193.91,5162.04
SY116,5163.5,2.322,193.904,5162.165
SY116,5163.625,2.323,193.929,5162.29
SY116,5163.75,2.327,194.053,5162.415
SY116,5163.875,2.329,194.149,5162.54
SY116,5164,2.333,194.385,5162.665
SY116,5164.125,2.337,194.614,5162.79
SY116,5164.25,2.339,194.695,5162.915
SY116,5164.375,2.343,194.742,5163.039
SY116,5164.5,2.347,194.647,5163.164
SY116,5164.625,2.349,194.577,5163.289
SY116,5164.75,2.353,194.483,5163.414
SY116,5164.875,2.356,194.53,5163.539
SY116,5165,2.358,194.613,5163.664
SY116,5165.125,2.362,194.857,5163.789
SY116,5165.25,2.364,194.99,5163.914
SY116,5165.375,2.368,195.202,5164.039
SY116,5165.5,2.372,195.31,5164.163
SY116,5165.625,2.374,195.333,5164.288
SY116,5165.75,2.378,195.351,5164.413
SY116,5165.875,2.381,195.347,5164.538
SY116,5166,2.383,195.334,5164.663
SY116,5166.125,2.387,195.272,5164.788
SY116,5166.25,2.391,195.157,5164.913
SY116,5166.375,2.393,195.081,5165.038
SY116,5166.5,2.397,194.908,5165.163
SY116,5166.625,2.401,194.749,5165.287
SY116,5166.75,2.403,194.696,5165.412
SY116,5166.875,2.407,194.692,5165.537
SY116,5167,2.408,194.753,5165.662
SY116,5167.125,2.412,194.998,5165.787
SY116,5167.25,2.416,195.33,5165.912
SY116,5167.375,2.418,195.491,5166.037
SY116,5167.5,2.422,195.739,5166.162
SY116,5167.625,2.426,195.869,5166.287
SY116,5167.75,2.427,195.899,5166.411
SY116,5167.875,2.431,195.931,5166.536
SY116,5168,2.435,195.976,5166.661
SY116,5168.125,2.437,196.015,5166.786
SY116,5168.25,2.441,196.131,5166.911
SY116,5168.375,2.442,196.204,5167.036
SY116,5168.5,2.446,196.366,5167.161
SY116,5168.625,2.45,196.517,5167.286
SY116,5168.75,2.452,196.575,5167.41
SY116,5168.875,2.455,196.628,5167.535
SY116,5169,2.459,196.579,5167.66
SY116,5169.125,2.46,196.526,5167.785
SY116,5169.25,2.464,196.407,5167.91
SY116,5169.375,2.467,196.326,5168.035
SY116,5169.5,2.469,196.31,5168.16
SY116,5169.625,2.472,196.324,5168.285
SY116,5169.75,2.476,196.374,5168.41
SY116,5169.875,2.477,196.394,5168.534
SY116,5170,2.481,196.381,5168.659
SY116,5170.125,2.482,196.338,5168.784
SY116,5170.25,2.485,196.164,5168.909
SY116,5170.375,2.488,195.897,5169.034
SY116,5170.5,2.49,195.75,5169.159
SY116,5170.625,2.493,195.483,5169.284
SY116,5170.75,2.496,195.303,5169.409
SY116,5170.875,2.497,195.256,5169.533
SY116,5171,2.5,195.248,5169.658
SY116,5171.125,2.503,195.333,5169.783
SY116,5171.25,2.504,195.399,5169.908
SY116,5171.375,2.506,195.565,5170.033
SY116,5171.5,2.509,195.771,5170.158
SY116,5171.625,2.51,195.885,5170.283
SY116,5171.75,2.512,196.126,5170.408
SY116,5171.875,2.514,196.256,5170.532
SY116,5172,2.516,196.549,5170.657
SY116,5172.125,2.518,196.912,5170.782
SY116,5172.25,2.519,197.123,5170.907
SY116,5172.375,2.521,197.604,5171.032
SY116,5172.5,2.523,198.154,5171.157
SY116,5172.625,2.524,198.446,5171.282
SY116,5172.75,2.525,199.036,5171.407
SY116,5172.875,2.527,199.582,5171.531
SY116,5173,2.528,199.82,5171.656
SY116,5173.125,2.529,200.204,5171.781
SY116,5173.25,2.53,200.355,5171.906
SY116,5173.375,2.531,200.607,5172.031
SY116,5173.5,2.532,200.836,5172.156
SY116,5173.625,2.533,200.95,5172.281
SY116,5173.75,2.534,201.159,5172.406
SY116,5173.875,2.535,201.299,5172.53
SY116,5174,2.535,201.322,5172.655
SY116,5174.125,2.536,201.252,5172.78
SY116,5174.25,2.537,201.064,5172.905
SY116,5174.375,2.537,200.952,5173.03
SY116,5174.5,2.538,200.747,5173.155
SY116,5174.625,2.539,200.618,5173.28
SY116,5174.75,2.539,200.588,5173.405
SY116,5174.875,2.539,200.581,5173.529
SY116,5175,2.539,200.591,5173.654
SY116,5175.125,2.54,200.616,5173.779
SY116,5175.25,2.54,200.628,5173.904
SY116,5175.375,2.54,200.62,5174.029
SY116,5175.5,2.54,200.545,5174.154
SY116,5175.625,2.54,200.352,5174.279
SY116,5175.75,2.54,200.206,5174.404
SY116,5175.875,2.54,199.838,5174.528
SY116,5176,2.539,199.425,5174.653
SY116,5176.125,2.539,199.227,5174.778
SY116,5176.25,2.539,198.88,5174.903
SY116,5176.375,2.539,198.736,5175.028
SY116,5176.5,2.538,198.512,5175.153
SY116,5176.625,2.538,198.396,5175.278
SY116,5176.75,2.538,198.391,5175.403
SY116,5176.875,2.537,198.495,5175.527
SY116,5177,2.536,198.719,5175.652
SY116,5177.125,2.536,198.853,5175.777
SY116,5177.25,2.535,199.104,5175.902
SY116,5177.375,2.534,199.265,5176.027
SY116,5177.5,2.534,199.3,5176.152
SY116,5177.625,2.533,199.289,5176.277
SY116,5177.75,2.532,199.195,5176.402
SY116,5177.875,2.532,199.125,5176.526
SY116,5178,2.53,198.948,5176.651
SY116,5178.125,2.53,198.844,5176.776
SY116,5178.25,2.529,198.61,5176.901
SY116,5178.375,2.528,198.356,5177.026
SY116,5178.5,2.527,198.233,5177.151
SY116,5178.625,2.526,198.014,5177.276
SY116,5178.75,2.525,197.827,5177.401
SY116,5178.875,2.524,197.737,5177.525
SY116,5179,2.523,197.557,5177.65
SY116,5179.125,2.521,197.387,5177.775
SY116,5179.25,2.521,197.306,5177.9
SY116,5179.375,2.519,197.154,5178.025
SY116,5179.5,2.519,197.079,5178.15
SY116,5179.625,2.517,196.927,5178.275
SY116,5179.75,2.516,196.775,5178.4
SY116,5179.875,2.515,196.709,5178.524
SY116,5180,2.514,196.629,5178.649
SY116,5180.125,2.512,196.656,5178.774
SY116,5180.25,2.512,196.711,5178.899
SY116,5180.375,2.51,196.881,5179.024
SY116,5180.5,2.509,197.086,5179.149
SY116,5180.625,2.508,197.186,5179.274
SY116,5180.75,2.506,197.339,5179.399
SY116,5180.875,2.505,197.394,5179.524
SY116,5181,2.504,197.384,5179.648
SY116,5181.125,2.503,197.332,5179.773
SY116,5181.25,2.502,197.315,5179.898
SY116,5181.375,2.501,197.357,5180.023
SY116,5181.5,2.499,197.537,5180.148
SY116,5181.625,2.498,197.673,5180.273
SY116,5181.75,2.497,197.989,5180.398
SY116,5181.875,2.496,198.295,5180.523
SY116,5182,2.495,198.431,5180.647
SY116,5182.125,2.493,198.673,5180.772
SY116,5182.25,2.492,198.897,5180.897
SY116,5182.375,2.491,199.005,5181.022
SY116,5182.5,2.49,199.195,5181.147
SY116,5182.625,2.489,199.31,5181.272
SY116,5182.75,2.488,199.324,5181.397
SY116,5182.875,2.487,199.261,5181.522
SY116,5183,2.486,199.203,5181.646
SY116,5183.125,2.485,199.101,5181.771
SY116,5183.25,2.483,199.109,5181.896
SY116,5183.375,2.483,199.167,5182.021
SY116,5183.5,2.481,199.37,5182.146
SY116,5183.625,2.48,199.629,5182.271
SY116,5183.75,2.479,199.768,5182.396
SY116,5183.875,2.478,200.084,5182.521
SY116,5184,2.477,200.47,5182.646
SY116,5184.125,2.476,200.686,5182.771
SY116,5184.25,2.475,201.126,5182.896
SY116,5184.375,2.475,201.332,5183.021
SY116,5184.5,2.474,201.69,5183.146
SY116,5184.625,2.473,201.995,5183.27
SY116,5184.75,2.472,202.147,5183.395
SY116,5184.875,2.471,202.495,5183.52
SY116,5185,2.47,202.923,5183.645
SY116,5185.125,2.469,203.165,5183.77
SY116,5185.25,2.469,203.683,5183.895
SY116,5185.375,2.468,204.224,5184.02
SY116,5185.5,2.467,204.494,5184.145
SY116,5185.625,2.466,205.008,5184.269
SY116,5185.75,2.465,205.47,5184.394
SY116,5185.875,2.465,205.69,5184.519
SY116,5186,2.464,206.152,5184.644
SY116,5186.125,2.468,206.417,5184.769
