采出方式,生产日期,生产时间_(H),套压(MPa)_关井,套压(MPa)_平均,油压(MPa)_关井,油压(MPa)_平均,井口温度,日产气量_(m^3),日产水量_(t),日产油量_(t),日放空气量_(m^3),月产气量_(m^3),月产水量_(t),月产油量_(t),月放空气量_(m^3),年产气量_(10^4m^3),年产水量_(10^4t),年产油量_(10^4t),年放空气量_(10^4m^3),累产气量_(10^8m^3),累产水量_(10^4t),累产油量_(10^4t),累放空气量_(10^8m^3),输压_(MPa),气举注气量_(m^3),备注
自喷,2014/7/27,24,,31.2,,60.1,84.7,549908,7,,,16361084,148.4,,,7836.1258,0.07132,0,1.5,1.35056747,0.1165,0,0.00015,7.3,,
自喷,2014/7/28,24,,32.2,5,60,86,647332,7.5,,,17008416,155.9,,,7900.859,0.07207,0,1.5,1.35704079,0.11725,0,0.00015,7.1,,
自喷,2014/7/29,24,,33.3,,59.9,88,744212,7.3,,,17752628,163.2,,,7975.2802,0.0728,0,1.5,1.36448291,0.11798,0,0.00015,7.3,,
自喷,2014/7/30,24,,33,,60.2,86.6,557689,4,,,18310317,167.2,,,8031.0491,0.0732,0,1.5,1.3700598,0.11838,0,0.00015,7.3,,
自喷,2014/7/31,24,,32.8,,60,87.3,615492,6.5,,,18925809,173.7,,,8092.5983,0.07385,0,1.5,1.37621472,0.11903,0,0.00015,7.3,,
自喷,2014/8/1,24,,34.2,,59,90.4,741978,5.3,,,741978,5.3,,,8166.7961,0.07438,0,1.5,1.3836345,0.11956,0,0.00015,7.2,,
自喷,2014/8/2,24,,34.98,,59.28,91,699821,6.7,,,1441799,12,,,8236.7782,0.07505,0,1.5,1.39063271,0.12023,0,0.00015,7.5,,
自喷,2014/8/3,11.33,34.2,34.1,61.8,60.1,60.5,254103,2,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,7.2,,
自喷,2014/8/4,0,26,26,61.8,61.8,37.4,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/5,0,25,25,61.7,61.7,33.8,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/6,0,25,25,61.7,61.7,34,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/7,0,25,25,61.7,61.7,36,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/8,0,25,25,61.7,61.7,32,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/9,0,26,26,61.7,61.7,28.9,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/10,0,26,26,61.7,61.7,,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/11,0,26,26,61,61,24.2,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/12,0,26.4,26.4,61.2,61.2,23.9,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/13,0,26.89,26.89,61.18,61.18,24,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/14,0,26.51,26.51,61.06,61.06,28.9,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/15,0,26.95,26.95,61,61,30.9,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/16,0,26.98,26.98,60.94,60.94,27.4,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/17,0,27.39,27.39,60.89,60.89,23.8,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/18,0,27.55,27.55,60.85,60.85,24.5,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/19,0,27.9,27.9,60.86,60.86,25.7,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/20,0,28.28,28.28,60.91,60.91,26.4,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/21,0,28.62,28.62,60.94,60.94,30,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/22,0,28.91,28.91,60.87,60.87,27.6,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/23,0,29.19,29.19,60.88,60.88,19.1,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/24,0,29.44,29.44,60.92,60.92,24.5,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/25,0,29.68,29.68,60.88,60.88,25.4,,,,,1695902,14,,,8262.1885,0.07525,0,1.5,1.39317374,0.12043,0,0.00015,,,
自喷,2014/8/26,23.33,36.85,41.01,61.07,59.6,60.6,546974,4.5,,,2242876,18.5,,,8316.8859,0.0757,0,1.5,1.39864348,0.12088,0,0.00015,7.79,,
自喷,2014/8/27,24,,45.65,,58.65,73.5,747734,6,,,2990610,24.5,,,8391.6593,0.0763,0,1.5,1.40612082,0.12148,0,0.00015,8.13,,
自喷,2014/8/28,24,,47.61,,58.51,79.8,763636,6,,,3754246,30.5,,,8468.0229,0.0769,0,1.5,1.41375718,0.12208,0,0.00015,8.26,,
自喷,2014/8/29,24,,43.4,,59.55,73.6,527111,4,,,4281357,34.5,,,8520.734,0.0773,0,1.5,1.41902829,0.12248,0,0.00015,8.33,,
自喷,2014/8/30,24,,43.52,,59.95,69.4,432412,3.5,,,4713769,38,,,8563.9752,0.07765,0,1.5,1.42335241,0.12283,0,0.00015,7.71,,
自喷,2014/8/31,24,,45.73,,59.33,74.5,696989,4.5,,,5410758,42.5,,,8633.6741,0.0781,0,1.5,1.4303223,0.12328,0,0.00015,7.88,,8月3日因配合本井及磨溪009-X2井放空管线碰口关井；8月11日10：00安装井口高精度压力计连续监测油套压，监测磨溪009-X2井投产后对磨溪9井的影响；关井至8月26日，后开井试验磨溪9井（磨溪009-X2）至集气西站D219管线日输气量100、160、180、200万方时输压上涨情况。磨溪9井分别按60、80、40万方组织生产，生产正常。
自喷,2014/9/1,24,,47.63,,58.48,78.7,736758,6,,,736758,6,,,8707.3499,0.0787,0,1.5,1.43768988,0.12388,0,0.00015,8.25,,
自喷,2014/9/2,24,,49.12,,58.11,82.8,790734,6,,,1527492,12,,,8786.4233,0.0793,0,1.5,1.44559722,0.12448,0,0.00015,8.21,,
自喷,2014/9/3,24,,49.39,,58.02,90.3,788494,8,,,2315986,20,,,8865.2727,0.0801,0,1.5,1.45348216,0.12528,0,0.00015,8.06,,
自喷,2014/9/4,24,,49.56,,57.94,83.1,785925,5.5,,,3101911,25.5,,,8943.8652,0.08065,0,1.5,1.46134141,0.12583,0,0.00015,8.27,,
自喷,2014/9/5,24,,49.71,,57.86,92.3,784616,6,,,3886527,31.5,,,9022.3268,0.08125,0,1.5,1.46918757,0.12643,0,0.00015,8.14,,
自喷,2014/9/6,24,,49.82,,57.79,84.8,783323,7,,,4669850,38.5,,,9100.6591,0.08195,0,1.5,1.4770208,0.12713,0,0.00015,8.14,,
自喷,2014/9/7,24,,48.73,,58.45,81.2,649610,5,,,5319460,43.5,,,9165.6201,0.08245,0,1.5,1.4835169,0.12763,0,0.00015,8.06,,
自喷,2014/9/8,24,,48.4,,58.45,80.3,642492,5.5,,,5961952,49,,,9229.8693,0.083,0,1.5,1.48994182,0.12818,0,0.00015,8.06,,
自喷,2014/9/9,24,,49.16,,57.97,81,713972,6.6,,,6675924,55.6,,,9301.2665,0.08366,0,1.5,1.49708154,0.12884,0,0.00015,8.24,,
自喷,2014/9/10,24,,49.37,,57.96,83.2,706540,5,,,7382464,60.6,,,9371.9205,0.08416,0,1.5,1.50414694,0.12934,0,0.00015,8.24,,
自喷,2014/9/11,5,43.05,47.06,59.98,59.21,40.6,109707,1,,,7492171,61.6,,,9382.8912,0.08426,0,1.5,1.50524401,0.12944,0,0.00015,8.25,,11日因井口一级节流阀堵塞关井整改。
自喷,2014/9/12,0,36.6,36.6,59.9,59.9,25.9,,,,,7492171,61.6,,,9382.8912,0.08426,0,1.5,1.50524401,0.12944,0,0.00015,,,
自喷,2014/9/13,0,33.67,33.67,59.78,59.78,23.3,,,,,7492171,61.6,,,9382.8912,0.08426,0,1.5,1.50524401,0.12944,0,0.00015,,,
自喷,2014/9/14,0,33.05,33.05,59.79,59.79,21.9,,,,,7492171,61.6,,,9382.8912,0.08426,0,1.5,1.50524401,0.12944,0,0.00015,,,
自喷,2014/9/15,0,31.44,31.44,59.79,59.79,19.3,,,,,7492171,61.6,,,9382.8912,0.08426,0,1.5,1.50524401,0.12944,0,0.00015,,,
自喷,2014/9/16,0,29.98,29.98,59.81,59.81,20.1,,,,0,7492171,61.6,,0,9382.8912,0.08426,0,1.5,1.50524401,0.12944,0,0.00015,,,
自喷,2014/9/17,0,29.25,29.25,59.79,59.79,19.9,,,,,7492171,61.6,,0,9382.8912,0.08426,0,1.5,1.50524401,0.12944,0,0.00015,,,
自喷,2014/9/18,0,28.83,28.83,59.78,59.78,17.9,,,,,7492171,61.6,,0,9382.8912,0.08426,0,1.5,1.50524401,0.12944,0,0.00015,,,
自喷,2014/9/19,0,28.05,28.05,59.77,59.77,18.8,,,,,7492171,61.6,,0,9382.8912,0.08426,0,1.5,1.50524401,0.12944,0,0.00015,,,
自喷,2014/9/20,10.83,31.6,32.13,59.76,59.36,33.2,145875,1,,,7638046,62.6,,0,9397.4787,0.08436,0,1.5,1.50670276,0.12954,0,0.00015,7.65,,
自喷,2014/9/21,22.25,28.77,34.87,59.76,59.29,49.1,344374,1.5,,,7982420,64.1,,0,9431.9161,0.08451,0,1.5,1.5101465,0.12969,0,0.00015,7.56,,
自喷,2014/9/22,24,,38,,59.2,61.2,426917,3.5,,,8409337,67.6,,0,9474.6078,0.08486,0,1.5,1.51441567,0.13004,0,0.00015,7.74,,
自喷,2014/9/23,24,,40.19,,59.1,66.9,466701,4,,,8876038,71.6,,0,9521.2779,0.08526,0,1.5,1.51908268,0.13044,0,0.00015,7.67,,
自喷,2014/9/24,24,,41.05,,58.98,67.9,474317,5.2,,,9350355,76.8,,0,9568.7096,0.08578,0,1.5,1.52382585,0.13096,0,0.00015,7.7,,
自喷,2014/9/25,24,,40.31,,58.95,69.7,471268,3.5,,,9821623,80.3,,0,9615.8364,0.08613,0,1.5,1.52853853,0.13131,0,0.00015,7.91,,
自喷,2014/9/26,24,,40.67,,59.02,68.8,432833,3,,,10254456,83.3,,0,9659.1197,0.08643,0,1.5,1.53286686,0.13161,0,0.00015,7.9,,
自喷,2014/9/27,24,,41.21,,58.93,68.4,437615,4,,,10692071,87.3,,0,9702.8812,0.08683,0,1.5,1.53724301,0.13201,0,0.00015,7.82,,
自喷,2014/9/28,24,,41.62,,58.84,69.4,447277,3,,,11139348,90.3,,0,9747.6089,0.08713,0,1.5,1.54171578,0.13231,0,0.00015,7.92,,
自喷,2014/9/29,24,,41.96,,58.84,69.6,437639,3.5,,,11576987,93.8,,0,9791.3728,0.08748,0,1.5,1.54609217,0.13266,0,0.00015,7.87,,
自喷,2014/9/30,20,40.13,41.31,59.63,58.69,65.1,388097,3,,,11965084,96.8,,0,9830.1825,0.08778,0,1.5,1.54997314,0.13296,0,0.00015,7.77,,
自喷,2014/10/1,24,,42.2,,58.73,71,444025,3.5,,,444025,3.5,,,9874.585,0.08813,0,1.5,1.55441339,0.13331,0,0.00015,7.78,,
自喷,2014/10/2,24,,42.2,,58.7,73.4,433551,3.5,,,877576,7,,,9917.9401,0.08848,0,1.5,1.5587489,0.13366,0,0.00015,7.76,,
自喷,2014/10/3,24,,42.57,,58.63,74,442321,3.5,,,1319897,10.5,,,9962.1722,0.08883,0,1.5,1.56317211,0.13401,0,0.00015,7.77,,
自喷,2014/10/4,24,,41.68,,58.77,73.6,374249,2.2,,,1694146,12.7,,,9999.5971,0.08905,0,1.5,1.5669146,0.13423,0,0.00015,7.68,,
自喷,2014/10/5,24,,41.47,,58.73,74.7,377078,3,,,2071224,15.7,,,10037.3049,0.08935,0,1.5,1.57068538,0.13453,0,0.00015,7.67,,
自喷,2014/10/6,24,,42.12,,58.6,72,420288,3.8,,,2491512,19.5,,,10079.3337,0.08973,0,1.5,1.57488826,0.13491,0,0.00015,7.71,,
自喷,2014/10/7,24,,42.84,,58.51,71.3,439602,3,,,2931114,22.5,,,10123.2939,0.09003,0,1.5,1.57928428,0.13521,0,0.00015,7.78,,
自喷,2014/10/8,24,,43.01,,58.48,74.6,437367,3.4,,,3368481,25.9,,,10167.0306,0.09037,0,1.5,1.58365795,0.13555,0,0.00015,7.85,,
自喷,2014/10/9,24,,43.2,,58.44,76.6,439488,3.1,,,3807969,29,,,10210.9794,0.09068,0,1.5,1.58805283,0.13586,0,0.00015,7.79,,
自喷,2014/10/10,24,,43.48,,58.39,80.3,443166,3.5,,,4251135,32.5,,,10255.296,0.09103,0,1.5,1.59248449,0.13621,0,0.00015,7.8,,
自喷,2014/10/11,24,,43.63,,58.36,75.6,438977,5.3,,,4690112,37.8,,,10299.1937,0.09156,0,1.5,1.59687426,0.13674,0,0.00015,7.77,,
自喷,2014/10/12,24,,43.5,,58.36,70,433748,3,,,5123860,40.8,,,10342.5685,0.09186,0,1.5,1.60121174,0.13704,0,0.00015,7.78,,
自喷,2014/10/13,24,,43.93,,58.25,69.7,442162,3.7,,,5566022,44.5,,,10386.7847,0.09223,0,1.5,1.60563336,0.13741,0,0.00015,8.28,,
自喷,2014/10/14,24,,44.23,,58.21,71.3,446888,3,,,6012910,47.5,,,10431.4735,0.09253,0,1.5,1.61010224,0.13771,0,0.00015,7.77,,
自喷,2014/10/15,24,,44.37,,58.18,71.5,447152,4,,,6460062,51.5,,,10476.1887,0.09293,0,1.5,1.61457376,0.13811,0,0.00015,7.71,,
自喷,2014/10/16,24,,44.56,,58.08,71.9,460738,3.5,,,6920800,55,,,10522.2625,0.09328,0,1.5,1.61918114,0.13846,0,0.00015,7.77,,
自喷,2014/10/17,24,,44.67,,58.1,72.4,444223,3.5,,,7365023,58.5,,,10566.6848,0.09363,0,1.5,1.62362337,0.13881,0,0.00015,7.8,,
自喷,2014/10/18,24,,44.25,,58.13,71.2,420625,3.5,,,7785648,62,,,10608.7473,0.09398,0,1.5,1.62782962,0.13916,0,0.00015,7.81,,
自喷,2014/10/19,24,,44.36,,58.1,71.3,421820,3.5,,,8207468,65.5,,,10650.9293,0.09433,0,1.5,1.63204782,0.13951,0,0.00015,7.83,,
自喷,2014/10/20,24,,44.5,,58.06,71.3,422764,3,,,8630232,68.5,,,10693.2057,0.09463,0,1.5,1.63627546,0.13981,0,0.00015,7.92,,
自喷,2014/10/21,24,,44.83,,57.98,71.9,437585,4.8,,,9067817,73.3,,,10736.9642,0.09511,0,1.5,1.64065131,0.14029,0,0.00015,7.96,,
自喷,2014/10/22,24,,44.73,,58.02,71.3,419309,2.2,,,9487126,75.5,,,10778.8951,0.09533,0,1.5,1.6448444,0.14051,0,0.00015,7.96,,
自喷,2014/10/23,24,,44.6,,58,70.4,411894,3.5,,,9899020,79,,,10820.0845,0.09568,0,1.5,1.64896334,0.14086,0,0.00015,7.92,,
自喷,2014/10/24,24,,45.42,,57.82,72,460185,3.5,,,10359205,82.5,,,10866.103,0.09603,0,1.5,1.65356519,0.14121,0,0.00015,7.96,,
自喷,2014/10/25,24,,46.11,,57.72,74,477855,4,,,10837060,86.5,,,10913.8885,0.09643,0,1.5,1.65834374,0.14161,0,0.00015,7.95,,
自喷,2014/10/26,24,,46.43,,57.66,75,487481,4,,,11324541,90.5,,,10962.6366,0.09683,0,1.5,1.66321855,0.14201,0,0.00015,7.94,,
自喷,2014/10/27,24,,46.69,,57.61,75,493759,3.8,,,11818300,94.3,,,11012.0125,0.09721,0,1.5,1.66815614,0.14239,0,0.00015,7.95,,
自喷,2014/10/28,24,,46.33,,57.68,73,457491,3.8,,,12275791,98.1,,,11057.7616,0.09759,0,1.5,1.67273105,0.14277,0,0.00015,7.84,,
自喷,2014/10/29,24,,46.13,,57.68,73,448290,3.3,,,12724081,101.4,,,11102.5906,0.09792,0,1.5,1.67721395,0.1431,0,0.00015,7.84,,
自喷,2014/10/30,24,,46.33,,57.68,73,453754,3.7,,,13177835,105.1,,,11147.966,0.09829,0,1.5,1.68175149,0.14347,0,0.00015,7.85,,
自喷,2014/10/31,24,,46.53,,57.58,73,458611,3.8,,,13636446,108.9,,,11193.8271,0.09867,0,1.5,1.6863376,0.14385,0,0.00015,7.84,,
自喷,2014/11/1,24,,46.67,,57.53,73,461453,3.5,,,461453,3.5,,,11239.9724,0.09902,0,1.5,1.69095213,0.1442,0,0.00015,7.86,,
自喷,2014/11/2,24,,46.91,,57.47,73,470791,4,,,932244,7.5,,,11287.0515,0.09942,0,1.5,1.69566004,0.1446,0,0.00015,7.91,,
自喷,2014/11/3,24,,47.15,,57.43,74,475563,4,,,1407807,11.5,,,11334.6078,0.09982,0,1.5,1.70041567,0.145,0,0.00015,7.92,,
自喷,2014/11/4,24,,47.32,,57.37,74,480955,4.2,,,1888762,15.7,,,11382.7033,0.10024,0,1.5,1.70522522,0.14542,0,0.00015,8.08,,
自喷,2014/11/5,24,,47.49,,57.32,75,486262,4,,,2375024,19.7,,,11431.3295,0.10064,0,1.5,1.71008784,0.14582,0,0.00015,7.95,,
自喷,2014/11/6,24,,47.22,,57.39,74,462469,3.9,,,2837493,23.6,,,11477.5764,0.10103,0,1.5,1.71471253,0.14621,0,0.00015,8.23,,13:10因针阀堵塞情况好转，为避免井下腐蚀产物堵塞采气树，控产至50万方以下，日产气调至46万方、针阀开度从14/100调至11/100.
自喷,2014/11/7,24,,47.13,,57.38,74,463299,4,,,3300792,27.6,,,11523.9063,0.10143,0,1.5,1.71934552,0.14661,0,0.00015,7.64,,
自喷,2014/11/8,24,,47.29,,57.35,73,466400,3.4,,,3767192,31,,,11570.5463,0.10177,0,1.5,1.72400952,0.14695,0,0.00015,7.85,,
自喷,2014/11/9,24,,47.47,,57.27,74,471917,4,,,4239109,35,,,11617.738,0.10217,0,1.5,1.72872869,0.14735,0,0.00015,7.9,,
自喷,2014/11/10,24,,47.61,,57.25,74,475128,4,,,4714237,39,,,11665.2508,0.10257,0,1.5,1.73347997,0.14775,0,0.00015,7.92,,
自喷,2014/11/11,24,,47.53,,57.26,74,461047,4,,,5175284,43,,,11711.3555,0.10297,0,1.5,1.73809044,0.14815,0,0.00015,7.91,,
自喷,2014/11/12,24,,46.52,,57.38,71,416746,3.2,,,5592030,46.2,,,11753.0301,0.10329,0,1.5,1.7422579,0.14847,0,0.00015,7.94,,
自喷,2014/11/13,24,,46.78,,57.31,71,432479,3.3,,,6024509,49.5,,,11796.278,0.10362,0,1.5,1.74658269,0.1488,0,0.00015,7.88,,
自喷,2014/11/14,24,,46.88,,57.28,71,433851,4.2,,,6458360,53.7,,,11839.6631,0.10404,0,1.5,1.7509212,0.14922,0,0.00015,7.98,,
自喷,2014/11/15,24,,47.01,,57.24,71,437047,3,,,6895407,56.7,,,11883.3678,0.10434,0,1.5,1.75529167,0.14952,0,0.00015,7.97,,
自喷,2014/11/16,24,,47.18,,57.19,72,443945,3.3,,,7339352,60,,,11927.7623,0.10467,0,1.5,1.75973112,0.14985,0,0.00015,8.04,,
自喷,2014/11/17,24,,47.33,,57.15,71,447285,4.5,,,7786637,64.5,,,11972.4908,0.10512,0,1.5,1.76420397,0.1503,0,0.00015,8.17,,
自喷,2014/11/18,24,,47.46,,57.11,72,450912,3.5,,,8237549,68,,,12017.582,0.10547,0,1.5,1.76871309,0.15065,0,0.00015,8.02,,
自喷,2014/11/19,24,,47.6,,57.08,73,453241,3.5,,,8690790,71.5,,,12062.9061,0.10582,0,1.5,1.7732455,0.151,0,0.00015,7.94,,
自喷,2014/11/20,24,,47.75,,57.04,73,459407,3.5,,,9150197,75,,,12108.8468,0.10617,0,1.5,1.77783957,0.15135,0,0.00015,8.03,,
自喷,2014/11/21,24,,47.91,,56.98,74,466164,3.5,,,9616361,78.5,,,12155.4632,0.10652,0,1.5,1.78250121,0.1517,0,0.00015,8.08,,
自喷,2014/11/22,24,,48.1,,56.92,74,475597,3.5,,,10091958,82,,,12203.0229,0.10687,0,1.5,1.78725718,0.15205,0,0.00015,8.04,,
自喷,2014/11/23,24,,48.17,,56.88,75,479681,4,,,10571639,86,,,12250.991,0.10727,0,1.5,1.79205399,0.15245,0,0.00015,7.93,,
自喷,2014/11/24,24,,48.23,,56.85,75,480920,4,,,11052559,90,,,12299.083,0.10767,0,1.5,1.79686319,0.15285,0,0.00015,7.93,,
自喷,2014/11/25,24,,48.26,,56.81,74,481786,4,,,11534345,94,,,12347.2616,0.10807,0,1.5,1.80168105,0.15325,0,0.00015,8.1,,
自喷,2014/11/26,24,,48.21,,56.77,74,486396,3.5,,,12020741,97.5,,,12395.9012,0.10842,0,1.5,1.80654501,0.1536,0,0.00015,7.98,,
自喷,2014/11/27,24,,48.26,,56.75,75,486950,4,,,12507691,101.5,,,12444.5962,0.10882,0,1.5,1.81141451,0.154,0,0.00015,7.91,,
自喷,2014/11/28,24,,47.55,,56.86,74.2,461171,4,,,12968862,105.5,,,12490.7133,0.10922,0,1.5,1.81602622,0.1544,0,0.00015,7.76,,15:30因针阀刺漏和堵塞情况好转，为避免井下腐蚀产物堵塞采气树，控产至50万方以下，日产气调至45万方、针阀开度从11/100调至1/100.
自喷,2014/11/29,24,,47.65,,56.87,73.5,447377,4,,,13416239,109.5,,,12535.451,0.10962,0,1.5,1.82049999,0.1548,0,0.00015,8.02,,
自喷,2014/11/30,24,,47.69,,56.86,73.4,447825,2.6,,,13864064,112.1,,,12580.2335,0.10988,0,1.5,1.82497824,0.15506,0,0.00015,8.11,,
自喷,2014/12/1,24,,47.74,,56.84,73.1,449325,3.9,,,449325,3.9,,,12625.166,0.11027,0,1.5,1.82947149,0.15545,0,0.00015,8.16,,
自喷,2014/12/2,24,,47.81,,56.81,72.9,449786,3.9,,,899111,7.8,,,12670.1446,0.11066,0,1.5,1.83396935,0.15584,0,0.00015,8.18,,
自喷,2014/12/3,24,,47.87,,56.8,73.2,451859,3.2,,,1350970,11,,,12715.3305,0.11098,0,1.5,1.83848794,0.15616,0,0.00015,8.17,,
自喷,2014/12/4,24,,47.95,,56.77,73.5,454881,4,,,1805851,15,,,12760.8186,0.11138,0,1.5,1.84303675,0.15656,0,0.00015,8.02,,
自喷,2014/12/5,24,,48.01,,56.75,73.4,457699,3.3,,,2263550,18.3,,,12806.5885,0.11171,0,1.5,1.84761374,0.15689,0,0.00015,8.09,,
自喷,2014/12/6,24,,48.07,,56.73,73.5,458125,3.4,,,2721675,21.7,,,12852.401,0.11205,0,1.5,1.85219499,0.15723,0,0.00015,7.88,,
自喷,2014/12/7,24,,48.13,,56.7,73.5,454086,4.3,,,3175761,26,,,12897.8096,0.11248,0,1.5,1.85673585,0.15766,0,0.00015,7.95,,
自喷,2014/12/8,24,,48.21,,56.68,73.8,467916,4,,,3643677,30,,,12944.6012,0.11288,0,1.5,1.86141501,0.15806,0,0.00015,7.99,,
自喷,2014/12/9,24,,48.26,,56.65,73.9,466758,3.1,,,4110435,33.1,,,12991.277,0.11319,0,1.5,1.86608259,0.15837,0,0.00015,7.99,,
自喷,2014/12/10,24,,48.3,,56.63,73.7,467645,4,,,4578080,37.1,,,13038.0415,0.11359,0,1.5,1.87075904,0.15877,0,0.00015,7.99,,
自喷,2014/12/11,24,,48.32,,56.61,73.7,468196,4,,,5046276,41.1,,,13084.8611,0.11399,0,1.5,1.875441,0.15917,0,0.00015,7.99,,
自喷,2014/12/12,24,,48.35,,56.58,73.7,469718,3.5,,,5515994,44.6,,,13131.8329,0.11434,0,1.5,1.88013818,0.15952,0,0.00015,7.93,,
自喷,2014/12/13,24,,48.38,,56.56,73.7,472565,3,,,5988559,47.6,,,13179.0894,0.11464,0,1.5,1.88486383,0.15982,0,0.00015,7.91,,
自喷,2014/12/14,24,,48.39,,56.54,73.8,471136,3.5,,,6459695,51.1,,,13226.203,0.11499,0,1.5,1.88957519,0.16017,0,0.00015,7.92,,
自喷,2014/12/15,24,,48.41,,56.53,74.2,475535,4,,,6935230,55.1,,,13273.7565,0.11539,0,1.5,1.89433054,0.16057,0,0.00015,7.82,,
自喷,2014/12/16,24,,48.44,,56.52,74.4,474722,4.5,,,7409952,59.6,,,13321.2287,0.11584,0,1.5,1.89907776,0.16102,0,0.00015,8.01,,
自喷,2014/12/17,24,,48.48,,56.49,74.2,475987,4,,,7885939,63.6,,,13368.8274,0.11624,0,1.5,1.90383763,0.16142,0,0.00015,7.94,,
自喷,2014/12/18,24,,48.51,,56.47,74.5,477326,3,,,8363265,66.6,,,13416.56,0.11654,0,1.5,1.90861089,0.16172,0,0.00015,8,,
自喷,2014/12/19,24,,48.55,,56.45,74.4,478726,4,,,8841991,70.6,,,13464.4326,0.11694,0,1.5,1.91339815,0.16212,0,0.00015,7.85,,
自喷,2014/12/20,24,,48.57,,56.42,74.2,477879,4,,,9319870,74.6,,,13512.2205,0.11734,0,1.5,1.91817694,0.16252,0,0.00015,7.98,,
自喷,2014/12/21,24,,48.6,,56.41,74.4,472702,4,,,9792572,78.6,,,13559.4907,0.11774,0,1.5,1.92290396,0.16292,0,0.00015,7.95,,
自喷,2014/12/22,24,,48.61,,56.38,74.5,476855,4.5,,,10269427,83.1,,,13607.1762,0.11819,0,1.5,1.92767251,0.16337,0,0.00015,7.99,,
自喷,2014/12/23,24,,48.15,,56.44,73.7,455840,3.7,,,10725267,86.8,,,13652.7602,0.11856,0,1.5,1.93223091,0.16374,0,0.00015,8.02,,
自喷,2014/12/24,24,,48.13,,56.46,73.3,445964,3.5,,,11171231,90.3,,,13697.3566,0.11891,0,1.5,1.93669055,0.16409,0,0.00015,7.9,,
自喷,2014/12/25,24,,48.13,,56.44,73.3,447278,3.5,,,11618509,93.8,,,13742.0844,0.11926,0,1.5,1.94116333,0.16444,0,0.00015,7.94,,
自喷,2014/12/26,24,,48.16,,56.42,73.3,447471,4,,,12065980,97.8,,,13786.8315,0.11966,0,1.5,1.94563804,0.16484,0,0.00015,7.85,,
自喷,2014/12/27,24,,48.18,,56.41,73.5,446625,3.7,,,12512605,101.5,,,13831.494,0.12003,0,1.5,1.95010429,0.16521,0,0.00015,7.87,,
自喷,2014/12/28,24,,48.21,,56.39,73.3,445859,3.8,,,12958464,105.3,,,13876.0799,0.12041,0,1.5,1.95456288,0.16559,0,0.00015,7.95,,
自喷,2014/12/29,24,,48.23,,56.36,72.6,442389,3.5,,,13400853,108.8,,,13920.3188,0.12076,0,1.5,1.95898677,0.16594,0,0.00015,7.93,,
自喷,2014/12/30,24,,48.26,,56.34,72.8,445041,3.6,,,13845894,112.4,,,13964.8229,0.12112,0,1.5,1.96343718,0.1663,0,0.00015,7.91,,
