Depth,TVD,DX,DY,GR,CAL,RT,RXO,SH,POR,SW,PERM,ACN,DENN,CNLN
4582.375,4578.667,108.922,-46.108,97.292,8.654,21.299,17.033,50.421,0.1,100,0,67.589,2.771,12.846
4582.5,4578.792,108.925,-46.107,91.753,8.615,28.935,23.078,43.014,0.1,100,0,67.851,2.753,11.599
4582.625,4578.917,108.928,-46.106,88.297,8.636,33.253,26.401,39.888,0.1,100,0,67.851,2.745,11.042
4582.75,4579.042,108.931,-46.105,82.463,8.69,42.494,32.829,36.908,0.1,100,0,68.561,2.739,11.144
4582.875,4579.167,108.934,-46.104,83.297,8.861,48.281,36.013,38.1,0.1,100,0,69.091,2.743,12.77
4583,4579.292,108.937,-46.104,87.29,9.009,49.368,36.149,44.708,0.1,100,0,69.092,2.76,17.43
4583.125,4579.417,108.94,-46.103,99.772,9.022,47.856,33.951,49.88,0.1,100,0,67.799,2.779,21.201
4583.25,4579.542,108.943,-46.102,112.873,8.976,46.703,32.089,50.37,0.1,100,0,67.749,2.79,32.493
4583.375,4579.667,108.946,-46.101,116.906,8.954,48.022,32.537,48.243,0.1,100,0,66.321,2.804,41.108
4583.5,4579.792,108.949,-46.1,121.478,8.968,56.966,37.194,45.453,0.1,100,0,64.081,2.81,42.657
4583.625,4579.917,108.951,-46.099,121.823,8.994,73.266,46.057,43.228,0.1,100,0,62.275,2.809,43.463
4583.75,4580.042,108.954,-46.098,120.53,8.992,82.68,51.396,36.657,0.1,100,0,60.949,2.807,44.431
4583.875,4580.167,108.957,-46.097,116.552,8.99,91.817,57.241,32.646,0.1,100,0,60.921,2.809,46.228
4584,4580.292,108.96,-46.096,112.752,9.007,91.412,57.464,32.297,0.1,100,0,60.92,2.811,46.225
4584.125,4580.417,108.963,-46.096,111.606,9.021,83.047,53.173,33.5,0.1,100,0,61.365,2.807,45.672
4584.25,4580.542,108.966,-46.095,111.171,9.038,72.943,47.458,34.944,0.1,100,0,62.187,2.796,44.607
4584.375,4580.667,108.969,-46.094,112.373,9.02,68.8,45.102,41.196,0.1,100,0,62.492,2.788,43.9
4584.5,4580.792,108.972,-46.093,118.458,9.002,59.573,40.029,48.289,0.1,100,0,63.086,2.771,43.296
4584.625,4580.917,108.975,-46.092,126.439,8.976,49.697,34.614,49.417,0.1,100,0,63.086,2.762,41.62
4584.75,4581.042,108.978,-46.091,130.182,8.96,43.864,31.295,50.081,0.1,100,0,63.343,2.752,39.259
4584.875,4581.167,108.981,-46.09,134.956,8.951,33.653,25.011,55.514,0.1,100,0,63.861,2.762,37.945
4585,4581.292,108.984,-46.089,139.554,8.931,25.041,19.253,61.001,0.1,100,0,64.385,2.773,35.209
4585.125,4581.417,108.987,-46.089,141.743,8.918,22.523,17.573,71.707,0.1,100,0,64.829,2.797,34.114
4585.25,4581.542,108.99,-46.088,144.538,8.912,20.047,16.115,78.211,0.1,100,0,64.992,2.814,32.521
4585.375,4581.667,108.993,-46.087,142.447,8.903,19.614,15.919,79.386,0.1,100,0,64.992,2.816,32.055
4585.5,4581.792,108.996,-46.086,139.877,8.894,18.317,15.126,78.856,0.1,100,0,65.46,2.818,32.171
4585.625,4581.917,108.999,-46.085,135.666,8.892,16.412,13.658,78.148,0.1,100,0,65.707,2.825,33.199
4585.75,4582.042,109.002,-46.084,136.551,8.89,15.112,12.675,79.069,0.1,100,0,65.866,2.833,31.724
4585.875,4582.167,109.005,-46.083,139.508,8.888,12.285,10.541,82.907,0.1,100,0,65.478,2.857,26.475
4586,4582.292,109.008,-46.083,147.056,8.868,9.214,8.203,85.101,0.1,100,0,65.463,2.87,13.215
4586.125,4582.417,109.011,-46.082,148.788,8.812,8.221,7.425,84.52,0.1,100,0,64.9,2.881,7.21
4586.25,4582.542,109.014,-46.081,143.103,8.769,7.495,6.839,73.779,0.1,100,0,64.231,2.872,5.921
4586.375,4582.667,109.017,-46.08,126.313,8.691,8.341,7.475,67.264,0.1,100,0,63.643,2.862,5.861
4586.5,4582.792,109.02,-46.079,115.384,8.639,9.568,8.36,54.421,0.1,100,0,62.831,2.845,6.666
4586.625,4582.917,109.023,-46.078,99.585,8.627,13.579,11.351,45.725,0.1,100,0,62.091,2.837,6.919
4586.75,4583.042,109.026,-46.077,92.695,8.611,18.115,15.069,43.238,0.1,100,0,62.062,2.838,7.045
4586.875,4583.167,109.029,-46.076,92.346,8.602,19.339,16.213,42.11,0.1,100,0,61.405,2.844,6.988
4587,4583.292,109.032,-46.076,92.27,8.599,20.555,17.517,40.655,0.1,100,0,60.871,2.821,6.772
4587.125,4583.417,109.035,-46.075,89.329,8.597,21.369,18.238,39.243,0.1,100,0,60.453,2.794,6.541
4587.25,4583.542,109.038,-46.074,86.724,8.597,24.875,21.015,36.956,0.1,100,0,60.26,2.733,6.423
4587.375,4583.667,109.041,-46.073,82.37,8.601,29.179,24.43,36.388,0.1,100,0,60.253,2.705,6.215
4587.5,4583.792,109.044,-46.072,80.851,8.605,31.338,26.161,36.344,0.1,100,0,60.253,2.702,6.084
4587.625,4583.917,109.047,-46.071,80.638,8.606,34.579,28.581,37.847,0.1,100,0,60.122,2.702,6.105
4587.75,4584.042,109.05,-46.071,82.526,8.603,37.272,30.155,38.995,0.1,100,0,59.975,2.7,6.223
4587.875,4584.167,109.053,-46.07,83.282,8.604,37.785,30.316,39.673,0.1,100,0,59.769,2.692,6.247
4588,4584.292,109.056,-46.069,82.13,8.607,36.501,29.266,36.118,0.1,100,0,59.845,2.685,6.29
4588.125,4584.417,109.059,-46.068,76.332,8.619,33.129,27.152,33.175,0.1,100,0,59.845,2.681,6.779
4588.25,4584.542,109.062,-46.067,73.074,8.627,31.236,25.979,28.738,0.1,100,0,59.605,2.668,7.326
4588.375,4584.667,109.065,-46.066,71.483,8.626,29.004,24.493,29.483,0.1,100,0,59.432,2.661,8.561
4588.5,4584.792,109.068,-46.065,74.412,8.613,28.13,23.737,30.606,0.1,100,0,59.36,2.663,9.536
4588.625,4584.917,109.071,-46.065,75.399,8.596,28.016,23.599,30.814,0.1,100,0,59.65,2.676,9.738
4588.75,4585.042,109.075,-46.064,74.858,8.589,27.553,23.332,28.811,0.1,100,0,59.504,2.682,9.715
4588.875,4585.167,109.078,-46.063,74,8.584,26.967,22.986,28.374,0.1,100,0,59.504,2.677,9.192
4589,4585.292,109.081,-46.062,74.074,8.583,24.999,21.499,28.097,0.1,100,0,59.171,2.661,8.813
4589.125,4585.417,109.084,-46.061,73.6,8.581,23.386,20.05,27.853,0.1,100,0,58.858,2.655,8.225
4589.25,4585.542,109.087,-46.06,72.704,8.579,23.168,19.775,26.677,0.1,100,0,59.041,2.652,7.985
4589.375,4585.667,109.09,-46.06,69.549,8.578,25.59,21.479,24.493,0.1,100,0,59.505,2.657,8.037
4589.5,4585.792,109.093,-46.059,65.035,8.577,33.314,27.2,23.152,0.1,100,0,59.523,2.659,8.393
4589.625,4585.917,109.096,-46.058,63.728,8.578,38.139,30.873,22.573,0.1,100,0,59.741,2.665,8.722
4589.75,4586.042,109.099,-46.057,65.486,8.578,46.206,37.293,25.737,0.1,100,0,59.772,2.672,8.703
4589.875,4586.167,109.102,-46.056,70.767,8.579,46.884,38.148,27.728,0.1,100,0,59.723,2.677,8.193
4590,4586.292,109.105,-46.055,72.906,8.581,44.973,36.772,29.323,0.1,100,0,59.835,2.687,7.837
4590.125,4586.417,109.108,-46.055,73.03,8.582,40.538,33.27,27.586,0.1,100,0,59.758,2.69,7.418
4590.25,4586.542,109.112,-46.054,70.931,8.583,38.935,31.882,26.38,0.1,100,0,59.755,2.687,7.329
4590.375,4586.667,109.115,-46.053,70.061,8.581,39.147,31.564,26.133,0.1,100,0,59.829,2.679,7.373
4590.5,4586.792,109.118,-46.052,69.04,8.577,44.088,34.656,25.826,0.1,100,0,59.653,2.675,7.57
4590.625,4586.917,109.121,-46.051,68.517,8.576,48.195,37.536,25.206,0.1,100,0,59.224,2.674,7.779
4590.75,4587.042,109.124,-46.051,65.555,8.576,60.17,46.393,23.158,0.1,100,0,58.899,2.676,7.815
4590.875,4587.167,109.127,-46.05,59.926,8.577,73.137,56.998,21.673,0.1,100,0,58.899,2.678,7.585
4591,4587.292,109.13,-46.049,56.682,8.582,78.488,62.232,19.011,0.1,100,0,58.744,2.686,7.087
4591.125,4587.417,109.133,-46.048,53.529,8.587,79.152,65.853,18.354,0.1,100,0,58.9,2.695,6.869
4591.25,4587.542,109.137,-46.047,54.221,8.599,68.413,60.058,18.674,0.1,100,0,59.699,2.699,6.688
4591.375,4587.667,109.14,-46.046,55.862,8.612,61.522,54.954,20.633,0.1,100,0,60.607,2.703,6.804
4591.5,4587.792,109.143,-46.046,62.495,8.617,48.198,43.751,26.755,0.1,100,0,61.78,2.697,7.593
4591.625,4587.917,109.146,-46.045,72.456,8.626,38.274,34.967,31.518,0.1,100,0,61.78,2.692,9.076
4591.75,4588.042,109.149,-46.044,78.696,8.635,33.493,30.711,44.1,0.1,100,0,62.422,2.688,10.115
4591.875,4588.167,109.152,-46.043,89.731,8.637,26.643,24.438,54.993,0.1,100,0,61.818,2.704,11.981
4592,4588.292,109.155,-46.042,98.213,8.627,23.829,21.749,58.852,0.1,100,0,60.181,2.723,12.809
4592.125,4588.417,109.159,-46.042,99.043,8.616,21.405,19.125,57.274,0.1,100,0,57.901,2.771,13.32
4592.25,4588.542,109.162,-46.041,90.773,8.59,23.007,19.843,51.118,0.1,100,0,54.944,2.773,13.773
4592.375,4588.667,109.165,-46.04,82.353,8.575,26.763,22.306,33.557,0.1,100,0,54.944,2.823,13.371
4592.5,4588.792,109.168,-46.039,61.484,8.571,59.5,43.482,17.043,0.319,100,0.001,52.097,2.853,12.851
4592.625,4588.917,109.171,-46.038,46.803,8.571,155.326,106.008,12.534,1.129,86.598,0.009,49.652,2.855,11.647
4592.75,4589.042,109.174,-46.038,41.845,8.57,234.18,157.014,8.388,1.928,49.156,0.032,47.759,2.842,10.437
4592.875,4589.167,109.178,-46.037,37.378,8.566,395.56,256.124,6.545,2.245,33.062,0.052,46.906,2.827,10.004
4593,4589.292,109.181,-46.036,34.046,8.553,548.385,336.736,5.347,2.562,24.974,0.083,46.873,2.822,9.435
4593.125,4589.417,109.184,-46.035,32.899,8.552,603.826,360.242,3.901,2.978,19.758,0.133,46.671,2.821,9.302
4593.25,4589.542,109.187,-46.034,32.542,8.558,685.067,386.533,3.857,3.017,18.559,0.139,46.684,2.824,9.033
4593.375,4589.667,109.19,-46.034,34.143,8.571,702.633,388.114,4.156,2.828,19.42,0.112,46.937,2.825,8.632
4593.5,4589.792,109.194,-46.033,34.927,8.576,698.556,372.724,4.782,2.664,20.642,0.091,47.104,2.831,8.448
4593.625,4589.917,109.197,-46.032,35.078,8.576,673.792,350.123,5.211,2.724,20.454,0.099,47.392,2.829,8.52
4593.75,4590.042,109.2,-46.031,34.702,8.572,671.746,342.334,5.428,2.904,19.112,0.122,47.403,2.822,9.221
4593.875,4590.167,109.203,-46.031,34.226,8.571,719.813,347.39,5.829,2.929,18.228,0.126,47.475,2.81,9.643
4594,4590.292,109.206,-46.03,34.049,8.579,864.403,379.392,5.937,2.793,17.796,0.11,47.397,2.812,10.244
4594.125,4590.417,109.21,-46.029,33.935,8.616,984.288,404.497,5.939,2.356,19.33,0.062,46.732,2.838,10.082
4594.25,4590.542,109.213,-46.028,33.81,8.646,1326.355,473.404,5.812,1.828,22.607,0.029,46.09,2.877,9.695
4594.375,4590.667,109.216,-46.027,34.329,8.699,1597.724,535.443,5.757,1.253,29.606,0.008,46.09,2.888,8.726
4594.5,4590.792,109.219,-46.027,34.599,8.699,1667.873,560.041,5.416,1.13,31.887,0.005,45.434,2.883,7.932
4594.625,4590.917,109.223,-46.026,33.45,8.668,1633.294,581.238,4.461,1.401,26.008,0.011,45.382,2.847,7.776
4594.75,4591.042,109.226,-46.025,29.946,8.582,1490.006,576.591,3.866,1.744,21.622,0.023,45.29,2.825,7.816
4594.875,4591.167,109.229,-46.024,28.437,8.535,1393.421,560.687,3.3,1.986,19.937,0.034,45.449,2.795,7.889
4595,4591.292,109.232,-46.024,27.63,8.528,1084.629,484.25,3.755,1.834,23.988,0.026,45.535,2.791,7.816
4595.125,4591.417,109.236,-46.023,30.034,8.535,891.191,423.984,4.435,1.477,36.166,0.014,45.535,2.798,7.445
4595.25,4591.542,109.239,-46.022,32.025,8.537,466.434,262.251,6.259,1.035,67.381,0.004,45.944,2.816,7.241
4595.375,4591.667,109.242,-46.021,36.188,8.533,172.257,117.712,7.15,0.84,100,0.002,46.566,2.828,7.071
4595.5,4591.792,109.245,-46.02,38.713,8.531,76.795,61.089,8.678,0.752,100,0.001,47.222,2.832,7.307
4595.625,4591.917,109.249,-46.02,42.425,8.535,17.488,16.473,9.179,0.728,100,0.001,47.507,2.846,7.567
4595.75,4592.042,109.252,-46.019,41.678,8.57,8.895,7.99,8.906,0.944,100,0.004,47.518,2.859,8.246
4595.875,4592.167,109.255,-46.018,39.043,8.655,9.715,8.379,6.998,1.659,82.459,0.025,47.246,2.901,8.72
4596,4592.292,109.258,-46.017,31.41,8.701,20.114,15.96,4.308,2.341,40.263,0.06,46.852,2.942,8.724
4596.125,4592.417,109.262,-46.017,26.086,8.714,46.258,36.795,3.355,2.389,38.163,0.064,46.447,2.952,8.006
4596.25,4592.542,109.265,-46.016,24.616,8.628,64.689,52.012,2.496,2.273,39.213,0.057,46.19,2.942,7.331
4596.375,4592.667,109.268,-46.015,23.826,8.579,97.358,78.854,2.333,1.706,47.102,0.022,45.895,2.884,6.041
4596.5,4592.792,109.271,-46.014,23.488,8.518,116.061,92.937,2.293,1.365,53.869,0.01,45.883,2.839,5.132
4596.625,4592.917,109.275,-46.014,23.301,8.513,160.109,122.205,2.334,1.205,58.67,0.007,45.68,2.779,4.924
4596.75,4593.042,109.278,-46.013,22.957,8.519,218.102,158.406,2.577,0.989,64.194,0.003,45.468,2.753,4.708
4596.875,4593.167,109.281,-46.012,22.941,8.524,238.811,170.665,2.693,0.808,72.384,0.002,45.131,2.751,4.613
4597,4593.292,109.285,-46.011,22.482,8.524,249.428,174.839,2.792,0.7,81.18,0.001,44.773,2.754,4.593
4597.125,4593.417,109.288,-46.011,21.241,8.518,219.55,153.817,2.779,0.709,83.964,0.001,44.773,2.753,4.623
4597.25,4593.542,109.291,-46.01,20.561,8.513,195.719,137.679,2.622,0.787,82.156,0.001,44.429,2.743,4.667
4597.375,4593.667,109.294,-46.009,19.857,8.509,151.188,107.218,2.541,0.854,86.131,0.002,44.366,2.733,4.678
4597.5,4593.792,109.298,-46.008,20.39,8.504,105.985,75.549,2.609,0.887,94.071,0.002,44.719,2.733,4.693
4597.625,4593.917,109.301,-46.008,21.366,8.507,86.485,61.905,3.09,0.815,100,0.002,45.262,2.746,4.718
4597.75,4594.042,109.304,-46.007,25.253,8.512,52.894,38.452,4.117,0.659,100,0.001,45.833,2.778,4.738
4597.875,4594.167,109.308,-46.006,29.432,8.524,36.741,26.952,4.603,0.515,100,0,45.833,2.795,4.835
4598,4594.292,109.311,-46.005,30.599,8.533,33.441,24.51,4.872,0.467,100,0,45.932,2.833,4.926
4598.125,4594.417,109.314,-46.005,29.152,8.536,37.965,27.147,4.098,0.655,100,0.001,45.825,2.868,5.128
4598.25,4594.542,109.318,-46.004,24.409,8.54,47.35,32.908,3.438,0.87,95.212,0.003,45.448,2.886,5.35
4598.375,4594.667,109.321,-46.003,22.156,8.541,80.673,53.873,2.431,1.047,82.074,0.004,45.031,2.909,5.429
4598.5,4594.792,109.324,-46.003,19.404,8.545,121.308,80.713,2.158,1.044,79.271,0.004,44.589,2.9,5.432
4598.625,4594.917,109.328,-46.002,19.273,8.554,132.42,88.562,2.262,0.94,84.759,0.003,44.589,2.883,5.304
4598.75,4595.042,109.331,-46.001,20.386,8.557,131.297,88.871,2.595,0.873,91.849,0.002,44.413,2.842,5.24
4598.875,4595.167,109.334,-46,21.345,8.559,109.374,74.824,2.7,0.86,97.845,0.002,44.608,2.827,5.15
4599,4595.292,109.338,-46,21.626,8.561,95.708,65.983,2.91,0.861,98.912,0.002,45.021,2.805,4.965
4599.125,4595.417,109.341,-45.999,22.138,8.563,75.425,52.965,3.162,0.864,98.366,0.002,45.489,2.794,4.849
4599.25,4595.542,109.344,-45.998,22.779,8.578,62.273,44.301,3.236,0.903,95.2,0.003,45.507,2.791,4.665
4599.375,4595.667,109.348,-45.997,22.723,8.624,59.117,42.136,2.996,1.097,80.089,0.005,45.817,2.795,4.654
4599.5,4595.792,109.351,-45.997,21.674,8.662,56.747,40.561,2.458,1.305,68.231,0.008,46.182,2.813,4.77
4599.625,4595.917,109.354,-45.996,20.428,8.715,60.509,42.852,2.248,1.42,62.786,0.011,46.22,2.825,4.941
4599.75,4596.042,109.358,-45.995,20.081,8.704,65.407,45.716,2.027,1.442,60.344,0.012,46.045,2.839,5.004
4599.875,4596.167,109.361,-45.995,20.163,8.676,81.411,55.219,1.987,1.383,61.383,0.01,45.811,2.823,4.991
4600,4596.292,109.365,-45.994,20.611,8.618,92.218,62.109,2.032,1.286,65.389,0.008,45.802,2.806,4.85
4600.125,4596.417,109.368,-45.993,20.877,8.6,101.021,69.166,2.299,1.194,71.902,0.006,45.561,2.783,4.786
4600.25,4596.542,109.371,-45.992,21.354,8.582,81.708,58.502,2.504,1.028,83.425,0.004,45.463,2.782,4.703
4600.375,4596.667,109.375,-45.992,21.495,8.578,65.307,48.03,2.823,0.979,87.803,0.003,45.568,2.8,4.665
4600.5,4596.792,109.378,-45.991,21.706,8.577,36.546,28.011,3.135,1.026,85.459,0.004,45.976,2.811,4.653
4600.625,4596.917,109.381,-45.99,22.151,8.573,28.564,21.329,3.309,1.205,75.677,0.006,45.976,2.809,4.732
4600.75,4597.042,109.385,-45.99,22.399,8.566,29.1,21.354,3.527,1.485,64.372,0.013,46.518,2.801,5.072
4600.875,4597.167,109.388,-45.989,21.899,8.568,36.259,26.121,3.183,1.819,54.528,0.026,47.123,2.806,5.302
4601,4597.292,109.392,-45.988,20.375,8.59,47.679,34.013,2.87,2.153,46.167,0.045,47.561,2.811,5.749
4601.125,4597.417,109.395,-45.988,19.89,8.613,51.369,36.585,2.493,2.341,40.955,0.059,47.513,2.806,5.877
4601.25,4597.542,109.398,-45.987,19.703,8.616,51.604,36.615,2.26,2.236,40.403,0.051,46.883,2.77,5.907
4601.375,4597.667,109.402,-45.986,19.448,8.605,49.021,34.581,2.08,2.012,42.023,0.036,46.883,2.749,5.662
4601.5,4597.792,109.405,-45.985,19.045,8.608,45.11,30.848,1.634,1.886,42.536,0.029,45.899,2.728,5.499
4601.625,4597.917,109.408,-45.985,18.87,8.668,48.656,32.229,1.54,1.79,43.3,0.024,45.262,2.745,5.369
4601.75,4598.042,109.412,-45.984,19.242,8.765,53.054,34.824,1.537,1.803,42.894,0.025,44.876,2.767,5.588
4601.875,4598.167,109.415,-45.983,20,8.79,62.184,40.711,1.581,1.869,42.438,0.028,44.796,2.815,5.78
4602,4598.292,109.418,-45.983,20.193,8.781,67.763,44.706,1.588,1.97,41.964,0.033,44.793,2.84,6.13
4602.125,4598.417,109.422,-45.982,20.183,8.739,67.305,44.74,1.611,1.99,43.306,0.034,44.856,2.86,6.208
4602.25,4598.542,109.425,-45.981,20.375,8.715,59.991,40.604,1.719,1.896,47.109,0.03,44.949,2.858,6.13
4602.375,4598.667,109.429,-45.981,20.623,8.665,48.877,33.105,1.763,1.7,53.135,0.02,45.268,2.852,5.781
4602.5,4598.792,109.432,-45.98,20.413,8.615,43.391,29.015,1.593,1.733,53.195,0.022,45.588,2.832,5.536
4602.625,4598.917,109.435,-45.979,19.168,8.609,37.64,24.126,1.09,1.802,52.265,0.024,45.835,2.819,5.156
4602.75,4599.042,109.439,-45.979,17.56,8.62,35.728,21.778,0.838,1.915,50.712,0.03,45.845,2.825,4.997
4602.875,4599.167,109.442,-45.978,17.043,8.614,35.646,21.175,0.616,2.109,46.974,0.042,46.017,2.875,5.054
4603,4599.292,109.445,-45.977,16.326,8.598,36.948,20.525,0.431,2.417,40.711,0.067,46.257,2.929,5.401
4603.125,4599.417,109.449,-45.977,15.579,8.562,38.731,20.723,0.339,2.74,34.359,0.101,46.527,2.946,5.938
4603.25,4599.542,109.452,-45.976,15.503,8.549,45.695,22.662,0.357,3.041,29.593,0.146,46.889,2.958,6.232
4603.375,4599.667,109.456,-45.975,16.577,8.544,59.66,27.714,0.471,3.322,25.805,0.192,47.051,2.956,6.506
4603.5,4599.792,109.459,-45.975,17.313,8.557,76.093,33.549,0.62,3.186,25.786,0.167,47.057,2.943,6.427
4603.625,4599.917,109.462,-45.974,17.663,8.566,142.599,56.186,0.537,3.024,25.564,0.141,47.022,2.911,6.357
4603.75,4600.042,109.466,-45.973,17.316,8.585,245.521,91.298,0.492,2.828,23.529,0.113,46.725,2.884,6.293
4603.875,4600.167,109.469,-45.973,17.382,8.598,283.377,104.483,0.564,2.542,23.606,0.08,46.151,2.861,6.14
4604,4600.292,109.472,-45.972,18.163,8.601,311.28,114.682,0.793,2.181,26.317,0.048,45.525,2.823,5.929
4604.125,4600.417,109.476,-45.971,19.119,8.602,292.307,108.985,0.973,1.785,31.838,0.024,45.525,2.81,5.441
4604.25,4600.542,109.479,-45.971,19.732,8.591,284.242,106.656,1.522,1.486,37.71,0.013,45.05,2.797,5.204
4604.375,4600.667,109.482,-45.97,20.759,8.581,310.389,113.693,1.927,1.308,40.576,0.008,44.986,2.799,4.914
4604.5,4600.792,109.486,-45.969,20.661,8.555,355.599,125.24,1.975,1.403,35.354,0.011,45.311,2.802,4.776
4604.625,4600.917,109.489,-45.969,19.807,8.559,506.289,161.358,1.728,1.691,25.59,0.02,45.954,2.805,4.802
4604.75,4601.042,109.493,-45.968,17.248,8.536,716.98,209.096,1.377,1.996,18.866,0.035,46.409,2.802,5.027
4604.875,4601.167,109.496,-45.967,16.265,8.549,786.278,225.435,1.297,2.179,16.409,0.046,46.409,2.797,5.235
4605,4601.292,109.499,-45.967,15.496,8.559,748.401,220.031,1.385,2.216,17.013,0.049,46.656,2.776,5.264
4605.125,4601.417,109.503,-45.966,16.264,8.569,478.621,156.323,1.523,2.162,20.805,0.045,46.814,2.76,5.157
4605.25,4601.542,109.506,-45.966,16.916,8.564,306.747,111.132,1.865,2.076,27.787,0.04,46.778,2.719,5.067
4605.375,4601.667,109.509,-45.965,18.214,8.557,99.758,47.32,2.212,2.061,36.683,0.039,46.776,2.693,5.084
4605.5,4601.792,109.513,-45.964,18.95,8.544,31.867,19.107,2.232,2.145,41.455,0.044,46.776,2.689,5.211
4605.625,4601.917,109.516,-45.964,18.548,8.536,24.046,14.552,1.591,2.256,41.239,0.053,46.768,2.716,5.408
4605.75,4602.042,109.519,-45.963,16.729,8.532,13.763,8.642,0.724,2.544,37.835,0.079,46.858,2.793,5.565
4605.875,4602.167,109.523,-45.962,15.751,8.525,9.022,5.743,0.535,2.761,35.526,0.103,46.82,2.845,6.018
4606,4602.292,109.526,-45.962,15.926,8.52,7.918,5.009,0.545,2.837,35.266,0.113,46.576,2.948,6.357
4606.125,4602.417,109.53,-45.961,16.884,8.521,8.04,5.028,0.678,2.932,34.478,0.126,46.16,2.951,6.939
4606.25,4602.542,109.533,-45.961,17.385,8.538,9.11,5.687,0.719,2.96,34.185,0.13,46.144,2.941,7.285
4606.375,4602.667,109.536,-45.96,17.259,8.551,13.84,8.661,0.732,2.936,34.435,0.127,45.883,2.928,7.34
4606.5,4602.792,109.54,-45.959,16.517,8.573,20.835,13.214,0.734,2.835,35.495,0.113,45.842,2.919,7.231
4606.625,4602.917,109.543,-45.959,16.155,8.565,23.244,14.852,0.769,2.621,37.768,0.087,45.969,2.916,6.747
4606.75,4603.042,109.546,-45.958,16.057,8.552,24.667,15.872,0.973,2.378,40.548,0.063,45.932,2.874,6.37
4606.875,4603.167,109.55,-45.957,16.991,8.531,23.262,14.576,1.144,2.143,43.42,0.044,45.932,2.845,5.758
4607,4603.292,109.553,-45.957,17.614,8.527,22.888,13.839,1.503,2.052,44.033,0.038,46.137,2.798,5.404
4607.125,4603.417,109.556,-45.956,18.361,8.53,26.702,14.244,1.656,2.062,42.845,0.038,46.504,2.797,5.323
4607.25,4603.542,109.56,-45.956,18.408,8.535,46.592,20.638,1.646,2.095,41.265,0.041,46.987,2.817,5.213
4607.375,4603.667,109.563,-45.955,18.054,8.538,63.426,26.461,1.449,2.205,38.409,0.049,47.24,2.891,5.216
4607.5,4603.792,109.567,-45.954,17.051,8.541,104.852,40.795,1.226,2.458,33.956,0.072,47.195,2.952,5.469
4607.625,4603.917,109.57,-45.954,16.751,8.55,121.929,46.273,1.195,2.775,29.255,0.105,47.195,2.952,5.932
4607.75,4604.042,109.573,-45.953,16.955,8.559,147.403,52.394,1.273,2.774,28.139,0.105,47.116,2.916,6.127
4607.875,4604.167,109.577,-45.953,17.546,8.582,165.342,54.224,1.328,2.808,26.305,0.109,46.908,2.815,6.175
4608,4604.292,109.58,-45.952,17.59,8.598,176.129,55.442,1.335,2.87,24.582,0.118,47.275,2.788,6.068
4608.125,4604.417,109.583,-45.951,17.236,8.596,196.199,58.646,1.41,2.934,23.721,0.126,47.601,2.775,6.053
4608.25,4604.542,109.587,-45.951,17.009,8.58,219.868,63.603,1.501,2.942,23.292,0.128,47.614,2.778,6.055
4608.375,4604.667,109.59,-45.95,17.059,8.565,233.042,66.76,1.744,2.882,22.945,0.119,47.858,2.786,6.02
4608.5,4604.792,109.593,-45.95,17.195,8.558,264.214,74.841,1.946,2.82,22.206,0.111,47.977,2.785,5.984
4608.625,4604.917,109.597,-45.949,16.67,8.545,289.941,82.082,1.94,2.787,21.471,0.107,48.033,2.781,5.87
4608.75,4605.042,109.6,-45.948,16.251,8.532,300.325,85.31,1.832,2.801,20.884,0.109,48.078,2.766,5.729
4608.875,4605.167,109.603,-45.948,15.732,8.531,310.364,89.561,1.755,2.879,20.119,0.119,48.106,2.742,5.718
4609,4605.292,109.607,-45.947,15.793,8.537,308.937,92.112,1.751,2.985,19.491,0.134,48.107,2.727,5.92
4609.125,4605.417,109.61,-45.947,16.044,8.549,299.811,91.415,1.73,3.122,19.229,0.156,48.073,2.708,6.095
4609.25,4605.542,109.614,-45.946,16.788,8.554,252.402,81.914,1.636,3.28,20.903,0.184,48.105,2.698,6.422
4609.375,4605.667,109.617,-45.945,17.39,8.559,216.563,72.827,1.594,3.364,25.975,0.2,48.195,2.697,6.556
4609.5,4605.792,109.62,-45.945,17.64,8.558,132.24,48.298,1.55,3.451,29.088,0.219,48.284,2.697,6.61
4609.625,4605.917,109.624,-45.944,17.803,8.55,72.377,28.107,1.564,3.574,28.654,0.246,48.379,2.7,6.759
4609.75,4606.042,109.627,-45.944,17.834,8.545,51.995,20.548,1.619,3.642,28.381,0.262,48.383,2.702,6.857
4609.875,4606.167,109.63,-45.943,17.963,8.545,35.11,13.77,1.778,3.631,28.7,0.259,48.519,2.712,6.816
4610,4606.292,109.634,-45.942,18.691,8.552,30.039,11.447,1.963,3.592,29.411,0.25,48.655,2.719,6.642
4610.125,4606.417,109.637,-45.942,19.1,8.568,31.182,11.671,2.237,3.641,29.601,0.262,48.828,2.727,6.716
4610.25,4606.542,109.64,-45.941,19.007,8.579,41.232,14.825,1.793,3.854,28.569,0.318,48.871,2.722,6.933
4610.375,4606.667,109.644,-45.941,17.286,8.589,68.812,23.287,1.389,4.109,26.721,0.393,48.871,2.719,7.56
4610.5,4606.792,109.647,-45.94,16.449,8.585,95.396,31.199,0.894,4.236,24.725,0.435,48.621,2.731,7.919
4610.625,4606.917,109.65,-45.94,16.301,8.584,161.613,50.74,0.954,4.202,22.138,0.424,48.181,2.77,8.373
