Depth,TVD,DX,DY,GR,CAL,AC,CNL,DEN,RT,RXO,SH,POR,SW,PERM
5070.625,4692.248,-658.995,272.291,65.704,5.972,43.793,1.694,2.832,24922.006,22342.98,7,0,100,0
5070.75,4692.305,-659.097,272.334,64.663,5.958,43.692,1.656,2.847,25579.422,23443.113,6,0,100,0
5070.875,4692.362,-659.2,272.377,63.133,5.952,43.641,1.603,2.853,26863.223,25022.125,6,0,100,0
5071,4692.419,-659.302,272.421,62.783,5.948,43.837,1.587,2.851,27742.125,24749.564,6,0,100,0
5071.125,4692.477,-659.405,272.464,63.45,5.948,43.761,1.573,2.844,28204.18,24180.502,6,0,100,0
5071.25,4692.534,-659.507,272.507,65.086,5.948,43.761,1.559,2.837,29832.008,23508.928,7,0,100,0
5071.375,4692.591,-659.609,272.55,65.785,5.957,43.396,1.539,2.834,32145.922,23676.822,7,0,100,0
5071.5,4692.648,-659.712,272.593,66.788,6.008,42.703,1.478,2.827,33013.258,23656.646,7,0,100,0
5071.625,4692.706,-659.814,272.636,67.276,6.071,42.393,1.454,2.822,33255.039,23141.145,7,0,100,0
5071.75,4692.763,-659.917,272.679,68.536,6.266,42.386,1.467,2.821,32720.486,22859.047,8,0,100,0
5071.875,4692.82,-660.019,272.722,69.675,6.382,42.599,1.535,2.825,31160.188,22278.639,9,0,100,0
5072,4692.878,-660.122,272.765,70.058,6.352,42.599,1.631,2.83,29691.082,21012.82,9,0,100,0
5072.125,4692.935,-660.224,272.808,70.023,6.185,42.731,1.678,2.841,29357.438,20321.033,9,0,100,0
5072.25,4692.992,-660.326,272.852,69.119,6.118,42.72,1.73,2.845,30677.949,20354.342,8,0,100,0
5072.375,4693.05,-660.429,272.895,68.764,6.146,42.675,1.734,2.844,35124.457,23058.662,8,0,100,0
5072.5,4693.107,-660.531,272.938,69.028,6.197,42.481,1.753,2.839,38017.281,25205.367,8,0,100,0
5072.625,4693.164,-660.634,272.981,69.947,6.185,42.481,1.849,2.833,43560.563,30466.002,9,0,100,0
5072.75,4693.222,-660.736,273.024,70.192,6.136,42.386,1.916,2.829,46742.578,35066.145,9,0,100,0
5072.875,4693.279,-660.838,273.067,70.207,6.119,42.499,2.025,2.819,46647.93,35862.039,9,0,100,0
5073,4693.336,-660.941,273.11,70.773,6.112,43.012,2.053,2.812,42453.156,33126.348,9,0,100,0
5073.125,4693.393,-661.043,273.153,71.401,6.059,43.433,2.037,2.812,38930.977,30236.506,9,0,100,0
5073.25,4693.451,-661.146,273.196,72.172,5.986,43.514,1.991,2.824,31710.527,24625.852,10,0,100,0
5073.375,4693.508,-661.248,273.239,71.828,5.963,43.514,1.961,2.833,26681.756,21684.949,9,0,100,0
5073.5,4693.565,-661.35,273.282,70.319,5.953,43.221,1.95,2.846,25165.105,21277.631,9,0,100,0
5073.625,4693.623,-661.453,273.326,69.927,5.963,42.514,1.892,2.84,23779.934,21745.387,9,0,100,0
5073.75,4693.68,-661.555,273.369,70.36,5.965,42.383,1.756,2.833,23761.033,22538.244,9,0,100,0
5073.875,4693.737,-661.658,273.412,71.239,5.959,42.47,1.69,2.823,23853.086,22563.855,9,0,100,0
5074,4693.794,-661.76,273.455,70.949,5.974,42.47,1.639,2.828,23435.166,21352.689,9,0,100,0
5074.125,4693.852,-661.862,273.498,70.373,6.016,43.129,1.655,2.833,21786,18742.793,9,0,100,0
5074.25,4693.909,-661.965,273.541,69.054,6.199,43.425,1.696,2.839,20622.453,17241.867,8,0,100,0
5074.375,4693.966,-662.067,273.584,68.664,6.314,43.702,1.682,2.833,18144.246,14597.808,8,0,100,0
5074.5,4694.023,-662.17,273.627,69.146,6.426,43.598,1.671,2.832,16050.398,12905.104,8,0,100,0
5074.625,4694.081,-662.272,273.67,70.615,6.321,43.32,1.664,2.838,15216.987,12310.123,9,0,100,0
5074.75,4694.138,-662.374,273.713,70.712,6.26,43.32,1.64,2.849,13743.141,11222.714,9,0,100,0
5074.875,4694.195,-662.477,273.756,70.283,6.246,42.82,1.628,2.854,13012.303,10666.19,9,0,100,0
5075,4694.252,-662.579,273.8,70.005,6.334,42.655,1.653,2.861,11419.355,9557.532,9,0,100,0
5075.125,4694.31,-662.682,273.842,70.256,6.382,42.801,1.73,2.863,9691.964,8511.972,9,0,100,0
5075.25,4694.367,-662.784,273.885,70.796,6.458,43.408,1.759,2.856,8880.744,8029.906,9,0,100,0
5075.375,4694.424,-662.887,273.928,70.863,6.426,43.408,1.804,2.834,7546.024,7197.75,9,0,100,0
5075.5,4694.481,-662.99,273.971,70.841,6.34,43.743,1.838,2.822,6646.846,6580.608,9,0,100,0
5075.625,4694.538,-663.092,274.014,71.058,6.144,43.917,1.932,2.813,6351.561,6348.111,9,0,100,0
5075.75,4694.595,-663.195,274.057,70.639,6.101,43.922,2.012,2.826,6042.582,6013.897,9,0,100,0
5075.875,4694.652,-663.297,274.1,69.955,6.117,43.782,2.034,2.836,6034.484,5884.632,9,0,100,0
5076,4694.709,-663.4,274.143,68.752,6.097,43.783,2.064,2.85,6109.981,5913.18,8,0,100,0
5076.125,4694.766,-663.503,274.186,69.074,6.052,43.783,2.09,2.858,6430.568,6159.942,8,0,100,0
5076.25,4694.823,-663.605,274.229,69.643,5.953,43.828,2.102,2.861,7133.56,6657.341,9,0,100,0
5076.375,4694.88,-663.708,274.272,70.002,5.915,43.893,2.12,2.868,7696.631,7019.391,9,0,100,0
5076.5,4694.938,-663.81,274.315,69.882,5.908,43.618,2.122,2.872,9460.221,8100.828,9,0,100,0
5076.625,4694.995,-663.913,274.357,71.121,5.887,43.066,2.113,2.876,10834.621,8894.495,9,0,100,0
5076.75,4695.052,-664.015,274.4,75.275,5.882,42.456,2.041,2.867,15087.888,11112.604,11,0,100,0
5076.875,4695.109,-664.118,274.443,78.074,5.898,42.456,1.862,2.858,21002.559,14075.057,12,0,100,0
5077,4695.166,-664.221,274.486,83.206,5.965,42.429,1.749,2.839,23881.219,15647.022,15,0,100,0
5077.125,4695.223,-664.323,274.529,84.646,6.038,43.024,1.563,2.836,27755.539,18311.953,16,0,100,0
5077.25,4695.28,-664.426,274.572,83.607,6.063,43.284,1.516,2.839,28279.734,19539.529,15,0,100,0
5077.375,4695.337,-664.528,274.615,79.734,6.079,43.472,1.467,2.84,27536.186,19473.107,13,0,100,0
5077.5,4695.395,-664.631,274.658,77.467,6.071,43.472,1.4,2.836,25155.828,18325.045,12,0,100,0
5077.625,4695.452,-664.734,274.701,77.256,6.029,43.387,1.365,2.836,22763.955,16793.76,12,0,100,0
5077.75,4695.509,-664.836,274.744,78.328,5.965,43.23,1.357,2.84,21740.52,16073.853,13,0,100,0
5077.875,4695.566,-664.939,274.787,80.346,5.937,42.935,1.438,2.845,19727.859,14489.615,13,0,100,0
5078,4695.623,-665.041,274.829,81.497,5.913,42.43,1.488,2.849,18547.092,13495.509,14,0,100,0
5078.125,4695.68,-665.144,274.872,83.346,5.938,42.255,1.573,2.852,15762.99,11236.944,15,0,100,0
5078.25,4695.737,-665.246,274.915,83.635,5.96,42.255,1.629,2.849,12834.74,9206.045,15,0,100,0
5078.375,4695.794,-665.349,274.958,82.582,5.996,42.337,1.647,2.841,11490.466,8374.556,15,0,100,0
5078.5,4695.851,-665.452,275.001,81.228,6.016,42.549,1.676,2.838,9254.814,7023.465,14,0,100,0
5078.625,4695.908,-665.554,275.044,81.053,6.023,43.11,1.697,2.84,7686.765,6116.382,14,0,100,0
5078.75,4695.965,-665.657,275.087,81.164,6.031,43.195,1.695,2.845,7112.89,5826.417,14,0,100,0
5078.875,4696.022,-665.759,275.13,80.553,6.035,43.195,1.664,2.839,6309.214,5496.62,14,0,100,0
5079,4696.08,-665.862,275.173,79.8,6.035,43.193,1.643,2.833,5954.501,5430.307,13,0,100,0
5079.125,4696.137,-665.964,275.216,77.981,6.015,42.727,1.641,2.829,5925.974,5483.095,12,0,100,0
5079.25,4696.194,-666.067,275.259,76.213,5.993,42.72,1.679,2.843,6068.773,5711.602,11,0,100,0
5079.375,4696.251,-666.17,275.301,75.419,5.943,42.643,1.691,2.853,6362.024,6002.678,11,0,100,0
5079.5,4696.308,-666.272,275.344,73.628,5.912,42.708,1.682,2.861,6535.849,6138.016,10,0,100,0
5079.625,4696.365,-666.375,275.387,72.826,5.91,42.708,1.657,2.856,6883.553,6336.819,10,0,100,0
5079.75,4696.422,-666.477,275.43,70.923,5.932,42.79,1.652,2.84,7041.875,6392.941,9,0,100,0
5079.875,4696.479,-666.58,275.473,69.045,5.979,42.839,1.665,2.832,7332.987,6455.145,8,0,100,0
5080,4696.537,-666.683,275.516,68.47,6.006,42.727,1.709,2.831,7635.822,6509.869,8,0,100,0
5080.125,4696.594,-666.785,275.559,69.097,6.042,42.353,1.734,2.831,7801.862,6530.89,8,0,100,0
5080.25,4696.65,-666.888,275.602,71.613,6.023,42.353,1.773,2.827,8182.941,6549.041,9,0,100,0
5080.375,4696.708,-666.99,275.645,72.641,5.993,42.162,1.776,2.823,8694.922,6672.072,10,0,100,0
5080.5,4696.765,-667.093,275.688,73.039,5.924,41.428,1.746,2.818,9016.895,6844.362,10,0,100,0
5080.625,4696.822,-667.195,275.731,72.213,5.901,41.715,1.68,2.823,9813.426,7468.761,10,0,100,0
5080.75,4696.879,-667.298,275.773,71.875,5.895,41.946,1.635,2.829,10878.741,8482.735,9,0,100,0
5080.875,4696.936,-667.401,275.816,71.469,5.928,42.388,1.553,2.843,11499.096,9118.039,9,0,100,0
5081,4696.993,-667.503,275.859,71.622,5.977,42.388,1.544,2.851,12619.381,10345.888,9,0,100,0
5081.125,4697.05,-667.606,275.902,71.962,6.199,42.562,1.559,2.852,12929.769,10718.43,10,0,100,0
5081.25,4697.107,-667.708,275.945,72.361,6.428,42.704,1.556,2.851,12802.01,10635.246,10,0,100,0
5081.375,4697.165,-667.811,275.988,72,6.448,42.715,1.454,2.851,12021.896,9850.176,10,0,100,0
5081.5,4697.222,-667.914,276.031,70.327,6.266,42.725,1.384,2.854,11614.181,9466.874,9,0,100,0
5081.625,4697.279,-668.016,276.074,69.094,6.024,42.725,1.262,2.856,10976.43,8955.563,8,0,100,0
5081.75,4697.336,-668.119,276.117,68.701,5.96,42.631,1.198,2.852,10436.794,8648.169,8,0,100,0
5081.875,4697.393,-668.221,276.16,67.609,5.911,42.922,1.185,2.839,10147.348,8528.92,8,0,100,0
5082,4697.45,-668.324,276.203,66.278,5.901,43.026,1.177,2.829,9539.705,8356.901,7,0,100,0
5082.125,4697.507,-668.426,276.246,65.735,5.909,42.979,1.173,2.828,8681.464,7957.521,7,0,100,0
5082.25,4697.564,-668.529,276.288,65.387,5.952,43.337,1.158,2.834,8011.52,7489.36,7,0,100,0
5082.375,4697.621,-668.632,276.331,66.302,5.978,43.337,1.17,2.84,6201.372,6005.481,7,0,100,0
5082.5,4697.678,-668.734,276.374,67.347,6.016,43.421,1.179,2.841,4414.923,4400.606,8,0,100,0
5082.625,4697.735,-668.837,276.417,69.78,6.028,43.254,1.178,2.839,3780.109,3803.482,9,0,100,0
5082.75,4697.792,-668.939,276.46,70.624,6.032,43.531,1.167,2.834,3116.827,3160.649,9,0,100,0
5082.875,4697.85,-669.042,276.503,71.534,6.058,43.741,1.178,2.833,3025.671,3070.109,9,0,100,0
5083,4697.907,-669.145,276.546,72.506,6.091,43.9,1.265,2.837,3222.348,3259.359,10,0,100,0
5083.125,4697.964,-669.247,276.589,72.937,6.1,43.9,1.393,2.842,3841.312,3852.009,10,0,100,0
5083.25,4698.021,-669.35,276.632,73.11,6.096,44.038,1.448,2.853,4255.1,4233.163,10,0,100,0
5083.375,4698.078,-669.452,276.675,73.522,6.069,44.132,1.533,2.859,5092.017,4968.207,10,0,100,0
5083.5,4698.135,-669.555,276.718,74.553,6.05,44.229,1.556,2.86,5702.606,5470.864,11,0,100,0
5083.625,4698.192,-669.657,276.76,77.552,6.017,44.344,1.545,2.86,5935.02,5638.573,12,0,100,0
5083.75,4698.25,-669.76,276.803,79.211,6.018,44.344,1.468,2.857,6538.977,6006.912,13,0,100,0
5083.875,4698.307,-669.863,276.846,79.211,6.103,44.251,1.433,2.854,7558.957,6644.453,13,0,100,0
5084,4698.364,-669.965,276.889,78.608,6.262,44.181,1.45,2.848,8097.733,7006.606,13,0,100,0
5084.125,4698.421,-670.068,276.932,78.481,6.33,44.269,1.586,2.841,8666.391,7433.196,13,0,100,0
5084.25,4698.478,-670.17,276.975,78.551,6.511,44.23,1.67,2.836,8570.593,7392.661,13,0,100,0
5084.375,4698.535,-670.273,277.018,79.154,6.824,44.272,1.839,2.826,7809.784,6892.058,13,0,100,0
5084.5,4698.592,-670.375,277.061,79.81,6.947,44.272,1.979,2.822,6975.729,6296.094,13,0,100,0
5084.625,4698.649,-670.478,277.104,81.241,6.971,44.08,2.024,2.82,6760.812,6134.835,14,0,100,0
5084.75,4698.706,-670.581,277.147,80.371,6.823,43.827,2.06,2.819,6972.714,6342.15,13,0,100,0
5084.875,4698.763,-670.683,277.19,78.415,6.754,43.503,2.075,2.817,8084.954,7434.396,13,0,100,0
5085,4698.82,-670.786,277.233,73.266,6.721,42.842,2.088,2.816,8869.563,8254.217,10,0,100,0
5085.125,4698.877,-670.888,277.275,69.88,6.748,42.842,2.081,2.826,10341.951,9938.425,9,0,100,0
5085.25,4698.935,-670.991,277.318,69.108,6.816,42.742,2.052,2.836,10970.677,10902.616,8,0,100,0
5085.375,4698.992,-671.094,277.361,68.265,6.694,42.685,1.958,2.853,10881.623,10947.298,8,0,100,0
5085.5,4699.049,-671.196,277.404,67.658,6.515,42.752,1.818,2.854,10190.102,10287.687,8,0,100,0
5085.625,4699.106,-671.299,277.447,67.584,6.177,42.805,1.741,2.85,9425.13,9249.467,8,0,100,0
5085.75,4699.163,-671.401,277.49,67.644,6.202,42.812,1.612,2.845,9172.924,8816.311,8,0,100,0
5085.875,4699.22,-671.504,277.533,67.49,6.306,42.812,1.522,2.845,8938.946,8237.08,8,0,100,0
5086,4699.277,-671.607,277.576,66.835,6.526,42.838,1.475,2.846,8880.252,8024.04,7,0,100,0
5086.125,4699.334,-671.709,277.619,66.539,6.699,42.475,1.379,2.846,8656.043,7546.381,7,0,100,0
5086.25,4699.392,-671.812,277.662,66.744,6.739,42.515,1.324,2.845,8212.744,7010.176,7,0,100,0
5086.375,4699.449,-671.914,277.705,67.595,6.656,42.725,1.31,2.842,7970.044,6800.727,8,0,100,0
5086.5,4699.505,-672.017,277.747,68.323,6.479,42.725,1.268,2.836,7624.391,6642.377,8,0,100,0
5086.625,4699.563,-672.119,277.79,68.418,6.449,43.178,1.236,2.834,7597.262,6846.685,8,0,100,0
5086.75,4699.62,-672.222,277.833,68.198,6.527,43.065,1.196,2.842,7721.516,7065.716,8,0,100,0
5086.875,4699.677,-672.325,277.876,67.913,6.547,42.452,1.226,2.864,8253.737,7694.212,8,0,100,0
5087,4699.734,-672.427,277.919,67.868,6.405,42.234,1.247,2.872,8938.59,8320.012,8,0,100,0
5087.125,4699.791,-672.53,277.962,67.395,6.166,42.54,1.256,2.873,9163.805,8493.45,8,0,100,0
5087.25,4699.848,-672.632,278.005,65.387,6.08,42.54,1.206,2.857,9126.665,8423.861,7,0,100,0
5087.375,4699.905,-672.735,278.048,64.046,5.99,43.132,1.174,2.851,8599.202,7940.455,6,0,100,0
5087.5,4699.962,-672.837,278.091,62.108,5.958,43.321,1.139,2.852,8292.564,7636.356,5,0,100,0
5087.625,4700.02,-672.94,278.134,61.731,5.946,43.22,1.176,2.854,7810.185,7071.19,5,0,100,0
5087.75,4700.077,-673.043,278.177,61.804,5.926,42.885,1.211,2.856,7680.694,6877.379,5,0,100,0
5087.875,4700.134,-673.145,278.219,61.976,5.921,42.885,1.234,2.849,7742.531,6817.426,5,0,100,0
5088,4700.191,-673.248,278.262,61.896,5.929,42.568,1.135,2.845,8255.176,7179.628,5,0,100,0
5088.125,4700.248,-673.35,278.305,61.26,5.965,42.668,1.066,2.836,8621.605,7461.426,5,0,100,0
5088.25,4700.305,-673.453,278.348,60.205,6.018,43.396,1.018,2.831,9303.396,8020.666,5,0,100,0
5088.375,4700.362,-673.556,278.391,60.073,6.052,43.558,1.058,2.829,9495.602,8212.132,5,0,100,0
5088.5,4700.419,-673.658,278.434,61.475,6.159,43.594,1.205,2.829,9276.697,8049.765,5,0,100,0
5088.625,4700.476,-673.761,278.477,64.353,6.214,43.594,1.309,2.829,8165.265,7164.109,6,0,100,0
5088.75,4700.533,-673.863,278.52,65.774,6.238,43.484,1.326,2.832,6480.636,5793.605,7,0,100,0
5088.875,4700.59,-673.966,278.563,67.519,6.122,43.255,1.338,2.842,5623.746,5082.093,8,0,100,0
5089,4700.647,-674.068,278.606,67.572,6.056,43.569,1.382,2.86,4234.68,3886.448,8,0,100,0
5089.125,4700.705,-674.171,278.649,67.32,6.058,43.499,1.415,2.867,3761.092,3460.667,7,0,100,0
5089.25,4700.762,-674.274,278.691,66.974,6.199,43.039,1.471,2.871,3223.809,2970.11,7,0,100,0
5089.375,4700.819,-674.376,278.734,67.058,6.251,43.039,1.489,2.866,3170.418,2934.674,7,0,100,0
5089.5,4700.876,-674.479,278.777,67.345,6.225,42.983,1.5,2.853,3307.998,3070.808,8,0,100,0
5089.625,4700.933,-674.581,278.82,67.285,6.088,42.725,1.55,2.844,3831.088,3573.684,7,0,100,0
5089.75,4700.99,-674.684,278.863,67.078,6.028,43.079,1.57,2.84,4517.485,4220.734,7,0,100,0
5089.875,4701.047,-674.786,278.906,66.214,5.971,43.91,1.553,2.834,4819.112,4493.9,7,0,100,0
5090,4701.104,-674.889,278.949,65.274,5.964,43.91,1.485,2.831,5006.426,4631.146,7,0,100,0
5090.125,4701.162,-674.992,278.992,65.216,5.962,44.45,1.46,2.831,4405.558,4035.672,7,0,100,0
5090.25,4701.219,-675.094,279.035,66.795,5.942,44.574,1.453,2.838,3904.069,3557.739,7,0,100,0
5090.375,4701.276,-675.197,279.078,71.102,5.929,44.287,1.493,2.846,2956.764,2659.197,9,0,100,0
5090.5,4701.333,-675.299,279.121,73.924,5.919,44.034,1.536,2.849,2450.293,2169.246,10,0,100,0
5090.625,4701.39,-675.402,279.164,78.585,5.944,43.86,1.738,2.852,2365.58,2080.517,13,0,100,0
5090.75,4701.447,-675.505,279.206,79.316,5.965,43.86,1.799,2.853,2424.076,2104.004,13,0,100,0
5090.875,4701.504,-675.607,279.249,76.825,6.005,43.907,1.748,2.85,2528.272,2175.003,12,0,100,0
5091,4701.561,-675.71,279.292,72.355,6.027,44.337,1.524,2.846,2769.782,2337.071,10,0,100,0
5091.125,4701.618,-675.812,279.335,70.799,6.026,44.782,1.27,2.847,2892.689,2413.537,9,0,100,0
5091.25,4701.675,-675.915,279.378,70.1,5.989,44.914,1.27,2.857,2883.755,2402.876,9,0,100,0
5091.375,4701.732,-676.018,279.421,71.889,5.924,44.914,1.524,2.864,2805.107,2338.394,10,0,100,0
5091.5,4701.79,-676.12,279.464,73.254,5.902,44.866,1.677,2.861,2815.531,2343.193,10,0,100,0
5091.625,4701.847,-676.223,279.507,75.283,5.912,44.753,1.768,2.853,2882.229,2400.251,11,0,100,0
5091.75,4701.904,-676.325,279.55,74.938,5.937,44.655,1.646,2.852,3072.814,2597.206,11,0,100,0
5091.875,4701.961,-676.428,279.593,74.294,5.988,44.59,1.585,2.857,3181.177,2789.139,11,0,100,0
5092,4702.018,-676.53,279.636,74.224,6.014,44.508,1.818,2.87,3153.073,2829.3,11,0,100,0
5092.125,4702.075,-676.633,279.678,77.039,6.017,44.508,1.793,2.875,2898.736,2717.021,12,0,100,0
5092.25,4702.132,-676.736,279.721,79.492,6.009,44.636,1.791,2.873,2687.909,2561.468,13,0,100,0
5092.375,4702.189,-676.838,279.764,86.002,5.999,44.761,1.77,2.86,2180.966,2117.654,16,0,100,0
5092.5,4702.247,-676.941,279.807,89.699,6.002,44.984,1.772,2.852,1678.625,1630.656,18,0,100,0
5092.625,4702.304,-677.043,279.85,95.222,6.035,45.047,1.819,2.842,1462.283,1412.181,21,0,100,0
5092.75,4702.36,-677.146,279.893,95.189,6.178,45.047,2.03,2.845,1138.768,1073.501,21,0,100,0
5092.875,4702.417,-677.248,279.936,93.426,6.304,45.106,2.329,2.849,979.949,896.128,20,0,100,0
5093,4702.475,-677.351,279.979,88.951,6.524,45.095,2.484,2.859,959.887,868.097,18,0,100,0
5093.125,4702.532,-677.454,280.022,84.579,6.532,44.854,2.756,2.868,1048.052,935.187,16,0,100,0
5093.25,4702.589,-677.556,280.065,82.449,6.306,44.646,2.847,2.871,1416.013,1247.613,15,0,100,0
5093.375,4702.646,-677.659,280.108,78.299,6.04,44.426,2.863,2.871,1792.624,1571.315,12,0,100,0
5093.5,4702.703,-677.761,280.151,74.854,6.003,44.426,2.662,2.871,3166.922,2765.94,11,0,100,0
5093.625,4702.76,-677.864,280.193,73.467,6.084,44.502,2.521,2.871,5428.971,4740.071,10,0,100,0
5093.75,4702.817,-677.967,280.236,71.304,6.165,44.424,2.224,2.871,6675.828,5822.637,9,0,100,0
5093.875,4702.875,-678.069,280.279,70.664,6.171,44.559,1.96,2.871,8369.463,7274.653,9,0,100,0
5094,4702.932,-678.172,280.322,70.646,6.178,44.647,1.867,2.871,8433.842,7315.724,9,0,100,0
5094.125,4702.989,-678.274,280.365,71.825,6.247,44.511,1.765,2.871,6924.809,5975.458,9,0,100,0
5094.25,4703.046,-678.377,280.408,72.429,6.293,44.511,1.714,2.87,4550.365,3878.864,10,0,100,0
5094.375,4703.103,-678.479,280.451,72.876,6.35,44.352,1.689,2.867,3593.201,3028.475,10,0,100,0
5094.5,4703.16,-678.582,280.494,72.203,6.381,43.76,1.698,2.865,2540.8,2078.745,10,0,100,0
5094.625,4703.217,-678.685,280.537,71.821,6.408,43.505,1.761,2.864,2432.136,1938.339,9,0,100,0
5094.75,4703.274,-678.787,280.58,72.007,6.474,43.339,1.965,2.862,2706.998,2137.992,10,0,100,0
5094.875,4703.331,-678.89,280.623,73.481,6.511,43.339,2.096,2.861,4197.836,3344.94,10,0,100,0
5095,4703.388,-678.992,280.665,74.142,6.568,43.232,2.102,2.862,6749.125,5600.06,11,0,100,0
5095.125,4703.445,-679.095,280.708,73.657,6.525,43.12,2.065,2.864,7926.346,6738.839,10,0,100,0
5095.25,4703.502,-679.198,280.751,71.101,6.457,43.149,2.048,2.866,8962.183,7928.803,9,0,100,0
5095.375,4703.56,-679.3,280.794,69.902,6.292,43.391,2.035,2.867,8690.308,7808.824,9,0,100,0
5095.5,4703.617,-679.403,280.837,69.248,6.184,43.5,1.972,2.869,7259.438,6679.691,8,0,100,0
5095.625,4703.674,-679.505,280.88,70.201,6.163,43.5,1.897,2.87,5793.266,5437.377,9,0,100,0
5095.75,4703.731,-679.608,280.923,74.382,6.168,43.216,1.872,2.87,5221.027,4948.292,11,0,100,0
5095.875,4703.788,-679.71,280.966,79.164,6.228,43.036,1.84,2.869,4384.064,4203.612,13,0,100,0
5096,4703.845,-679.813,281.009,80.526,6.242,42.887,1.812,2.868,3941.082,3781.131,14,0,100,0
5096.125,4703.902,-679.916,281.052,79.586,6.18,42.966,1.793,2.865,3886.057,3722.679,13,0,100,0
5096.25,4703.959,-680.018,281.095,74.603,6.137,42.966,1.722,2.861,4192.04,3976.473,11,0,100,0
5096.375,4704.017,-680.121,281.137,71.653,6.21,43.01,1.662,2.86,5243.942,4873.657,9,0,100,0
5096.5,4704.074,-680.223,281.18,67.043,6.45,43.23,1.523,2.861,6103.754,5628.556,7,0,100,0
5096.625,4704.131,-680.326,281.223,65.03,6.511,43.339,1.448,2.863,8288.903,7621.3,7,0,100,0
5096.75,4704.188,-680.429,281.266,64.508,6.394,43.368,1.451,2.863,10108.045,9335.977,6,0,100,0
5096.875,4704.245,-680.531,281.309,63.884,6.16,43.772,1.493,2.86,10464.65,9672.173,6,0,100,0
5097,4704.302,-680.634,281.352,63.915,6.085,43.772,1.515,2.841,9895.557,9103.314,6,0,100,0
5097.125,4704.359,-680.736,281.395,64.618,6.006,44.116,1.515,2.83,9213.925,8434.504,6,0,100,0
5097.25,4704.416,-680.839,281.438,65.295,5.934,44.395,1.511,2.816,7949.236,7199.183,7,0,100,0
5097.375,4704.473,-680.941,281.481,65.462,5.912,44.409,1.512,2.812,7482.066,6723.473,7,0,100,0
5097.5,4704.53,-681.044,281.524,66.054,5.921,44.299,1.526,2.809,7551.848,6774.322,7,0,100,0
5097.625,4704.587,-681.147,281.567,67.573,5.971,44.299,1.608,2.812,7794.154,7026.611,8,0,100,0
5097.75,4704.645,-681.249,281.61,68.584,5.992,44.168,1.673,2.816,7194.04,6584.837,8,0,100,0
5097.875,4704.702,-681.352,281.652,70.73,6.021,44.291,1.777,2.835,6437.149,5944.199,9,0,100,0
5098,4704.759,-681.454,281.695,73.1,6.031,44.51,1.772,2.851,4578.358,4283.72,10,0,100,0
5098.125,4704.816,-681.557,281.738,74.482,6.047,44.768,1.737,2.852,3284.267,3068.066,11,0,100,0
5098.25,4704.873,-681.659,281.781,76.914,6.053,44.871,1.675,2.842,2994.914,2784.596,12,0,100,0
5098.375,4704.93,-681.762,281.824,77.151,6.048,44.871,1.689,2.833,2911.179,2675.338,12,0,100,0
5098.5,4704.987,-681.865,281.867,76.282,6.024,44.714,1.723,2.832,3232.901,2923.444,12,0,100,0
5098.625,4705.044,-681.967,281.91,74.094,5.991,44.46,1.793,2.836,3465.945,3110.623,11,0,100,0
5098.75,4705.102,-682.07,281.953,73.251,5.977,44.264,1.827,2.838,3823.397,3396.614,10,0,100,0
5098.875,4705.159,-682.172,281.996,71.915,5.964,44.211,1.834,2.844,3836.7,3402.108,10,0,100,0
5099,4705.215,-682.275,282.039,70.947,5.976,44.211,1.845,2.852,3429.43,3047.528,9,0,100,0
5099.125,4705.272,-682.378,282.082,71.149,5.989,44.457,1.846,2.856,2669.066,2388.896,9,0,100,0
5099.25,4705.33,-682.48,282.124,73.694,6.03,44.803,1.853,2.865,2289.542,2057.192,10,0,100,0
5099.375,4705.387,-682.583,282.167,78.169,6.135,45.256,1.929,2.864,1705.201,1537.704,12,0,100,0
5099.5,4705.444,-682.685,282.21,80.622,6.231,45.71,2.004,2.86,1360.249,1225.213,14,0,100,0
5099.625,4705.501,-682.788,282.253,85.137,6.445,46.147,2.187,2.852,1248.677,1125.864,16,0,100,0
5099.75,4705.558,-682.891,282.296,88.284,6.504,46.147,2.331,2.851,1098.231,999.121,18,0,100,0
5099.875,4705.615,-682.993,282.339,89.094,6.429,46.225,2.385,2.851,985.747,910.769,18,0,100,0
5100,4705.672,-683.096,282.382,89.222,6.205,46.226,2.509,2.851,930.182,866.048,18,0,100,0
5100.125,4705.729,-683.198,282.425,88.58,6.108,46.344,2.683,2.846,815.353,769.153,18,0,100,0
5100.25,4705.786,-683.301,282.467,88.591,5.989,46.678,2.769,2.843,757.655,718.979,18,0,100,0
5100.375,4705.843,-683.404,282.51,90.681,5.927,46.738,2.909,2.834,646.184,621.703,19,0,100,0
5100.5,4705.9,-683.507,282.553,93.331,5.916,46.738,3.036,2.83,552.269,540.292,20,0,100,0
5100.625,4705.957,-683.609,282.596,102.816,5.947,46.755,3.104,2.822,518.671,511.433,26,0,100,0
5100.75,4706.014,-683.712,282.638,115.921,6.018,46.78,3.24,2.815,479.751,479.508,35,0,100,0
5100.875,4706.071,-683.815,282.681,121.854,6.051,47.06,3.306,2.813,462.725,467.529,39,0,100,0
5101,4706.128,-683.917,282.724,128.037,6.103,47.431,3.448,2.819,456.433,462.761,44,0,100,0
5101.125,4706.185,-684.02,282.767,125.363,6.123,47.431,3.603,2.829,440.819,447.434,42,0,100,0
5101.25,4706.242,-684.123,282.809,121.951,6.135,47.716,3.675,2.833,413.662,417.38,39,0,100,0
