Depth,TVD,DX,DY,PERM,POR,SW,AC,CAL,CNL,DEN,GR,KTH,PE,RT,RXO,SH
4651.125,4649.246,62.97,-59.25,0,0.738,68.309,51.508,8.946,6.227,2.699,61.791,44.977,-9999,1458.474,1547.486,19.782
4651.25,4649.371,62.974,-59.25,0.001,1.285,40.189,51.668,8.94,6.384,2.719,57.595,41.718,-9999,1460.479,1530.157,17.7
4651.375,4649.496,62.977,-59.249,0.002,1.809,28.958,51.876,8.921,6.383,2.712,52.378,37.979,-9999,1464.988,1531.905,15.412
4651.5,4649.621,62.981,-59.249,0.002,1.926,26.272,52.326,8.899,6.082,2.672,50.601,36.757,-9999,1590.098,1685.432,14.687
4651.625,4649.745,62.985,-59.248,0.001,1.716,27.316,53.263,8.889,5.614,2.621,53.635,38.685,-9999,1860.911,1990.481,15.836
4651.75,4649.87,62.989,-59.248,0.001,1.203,35.824,53.8,8.897,5.145,2.579,59.371,42.044,-9999,2160.992,2290.257,17.905
4651.875,4649.995,62.992,-59.248,0.001,0.986,42.755,54.718,8.905,4.774,2.557,63.695,44.291,-9999,2221.304,2290.229,19.337
4652,4650.12,62.996,-59.247,0.001,1,44.376,55.575,8.895,4.503,2.547,64.758,45,-9999,1987.148,1978.903,19.797
4652.125,4650.245,63,-59.247,0.001,1.188,41.627,56.111,8.87,4.391,2.541,62.924,44.298,-9999,1593.531,1534.979,19.341
4652.25,4650.37,63.004,-59.246,0.001,1.301,42.255,56.165,8.848,4.41,2.538,61.026,43.621,-9999,1273.484,1201.206,18.906
4652.375,4650.495,63.008,-59.246,0.001,1.242,47.603,56.387,8.84,4.346,2.542,60.973,44.319,-9999,1080.455,1004.235,19.355
4652.5,4650.62,63.011,-59.245,0.001,0.839,72.805,56.333,8.844,4.071,2.553,62.228,46.162,-9999,967.88,883.847,20.56
4652.625,4650.745,63.015,-59.245,0,0.476,130.704,56.226,8.847,3.72,2.567,63.153,47.252,-9999,876.757,782.859,21.285
4652.75,4650.87,63.019,-59.244,0,0.271,234.584,56.093,8.849,3.482,2.582,63.688,47.547,-9999,789.242,687.168,21.483
4652.875,4650.995,63.023,-59.244,0,0.217,306.128,55.892,8.852,3.454,2.591,64.139,47.401,-9999,702.753,596.936,21.385
4653,4651.12,63.027,-59.244,0,0.215,326.393,55.608,8.853,3.486,2.594,64.247,46.913,-9999,620.762,516.584,21.059
4653.125,4651.245,63.03,-59.243,0,0.255,293.728,55.472,8.851,3.413,2.597,63.949,46,-9999,546.93,448.179,20.453
4653.25,4651.37,63.034,-59.243,0,0.235,334.671,55.193,8.847,3.205,2.604,63.036,44.656,-9999,488.577,396.125,19.573
4653.375,4651.495,63.038,-59.242,0,0.31,267.241,54.749,8.851,3.039,2.62,61.109,42.318,-9999,446.388,358.59,18.077
4653.5,4651.62,63.042,-59.242,0,0.642,138.399,54.749,8.866,3.003,2.646,58.396,39.468,-9999,412.318,328.138,16.311
4653.625,4651.745,63.046,-59.241,0,0.664,139.412,54.163,8.876,3.062,2.674,56.86,38.119,-9999,378.694,299.35,15.496
4653.75,4651.869,63.049,-59.241,0,0.332,281.934,53.595,8.866,3.15,2.692,58.32,39.87,-9999,345.159,271.327,16.556
4653.875,4651.994,63.053,-59.24,0,0.01,8369.734,53.294,8.842,3.292,2.699,62.713,46.093,-9999,310.637,242.23,20.514
4654,4652.119,63.057,-59.24,0,0.01,8873.448,53.223,8.825,3.538,2.701,68.207,54.618,-9999,273.159,211.107,26.451
4654.125,4652.244,63.061,-59.24,0,0.01,9460.172,53.222,8.82,3.824,2.703,73.972,62.889,-9999,237.269,182.532,32.835
4654.25,4652.369,63.064,-59.239,0,0.01,9984.019,53.346,8.817,3.94,2.705,79.663,69.922,-9999,210.74,162.398,38.798
4654.375,4652.494,63.068,-59.239,0,0.01,10224.664,53.513,8.812,3.996,2.708,84.102,75.195,-9999,199.982,155.417,43.619
4654.5,4652.619,63.072,-59.238,0,0.01,10025.815,53.519,8.807,3.809,2.704,86.184,77.215,-9999,208.812,164.915,45.549
4654.625,4652.744,63.076,-59.238,0,0.01,9335.029,53.403,8.805,3.315,2.691,85.525,76.13,-9999,244.323,198.391,44.506
4654.75,4652.869,63.08,-59.237,0,0.01,8352.242,53.19,8.805,2.698,2.675,84.569,74.665,-9999,312.07,261.038,43.12
4654.875,4652.994,63.083,-59.237,0,0.01,7381.001,53.19,8.805,2.101,2.662,85.301,74.609,-9999,409.605,347.673,43.067
4655,4653.119,63.087,-59.237,0,0.01,6704.082,52.97,8.806,1.67,2.656,87.986,76.22,-9999,506.142,427.15,44.592
4655.125,4653.244,63.091,-59.236,0,0.01,6398.807,52.804,8.806,1.45,2.653,90.747,78.133,-9999,560.791,467.148,46.443
4655.25,4653.369,63.095,-59.236,0,0.01,6411.246,52.724,8.809,1.408,2.654,92.569,79.6,-9999,558.4,460.753,47.892
4655.375,4653.494,63.099,-59.235,0,0.01,6586.713,52.702,8.814,1.438,2.656,94.186,81.168,-9999,526.196,435.909,49.469
4655.5,4653.619,63.102,-59.235,0,0.01,6729.199,52.691,8.82,1.457,2.653,96.542,83.624,-9999,501.995,421.843,52.002
4655.625,4653.744,63.106,-59.234,0,0.01,6750.043,52.694,8.826,1.46,2.647,98.736,86.14,-9999,498.591,426.383,54.677
4655.75,4653.868,63.11,-59.234,0,0.01,6673.036,52.676,8.831,1.486,2.639,98.653,86.675,-9999,511.337,446.122,55.257
4655.875,4653.993,63.114,-59.233,0,0.01,6508.707,52.646,8.834,1.544,2.636,96.367,85.243,-9999,540.17,483.402,53.714
4656,4654.118,63.118,-59.233,0,0.01,6214.557,52.56,8.835,1.615,2.64,93.737,83.278,-9999,598.021,549.524,51.64
4656.125,4654.243,63.121,-59.233,0,0.01,5846.861,52.408,8.836,1.719,2.648,91.618,81.516,-9999,683.894,637.43,49.823
4656.25,4654.368,63.125,-59.232,0,0.01,5533.696,52.402,8.835,1.858,2.653,89.105,79.239,-9999,771.943,719.755,47.533
4656.375,4654.493,63.129,-59.232,0,0.01,5360.778,52.255,8.833,1.988,2.655,86.38,76.709,-9999,827.785,766.878,45.061
4656.5,4654.618,63.133,-59.231,0,0.01,5314.907,52.159,8.835,2.058,2.655,85.022,75.435,-9999,843.584,776.82,43.845
4656.625,4654.743,63.137,-59.231,0,0.01,5383.963,52.124,8.84,2.101,2.654,84.719,75.101,-9999,819.963,751.554,43.53
4656.75,4654.868,63.14,-59.23,0,0.01,5580.058,52.109,8.845,2.253,2.657,82.603,72.769,-9999,757.903,692.011,41.362
4656.875,4654.993,63.144,-59.23,0,0.01,5855.915,52.09,8.839,2.536,2.668,77.722,67.826,-9999,681.57,620.794,36.967
4657,4655.118,63.148,-59.23,0,0.01,6105.336,51.997,8.825,2.832,2.682,73.172,63.329,-9999,621.81,567.423,33.194
4657.125,4655.243,63.152,-59.229,0,0.01,6201.034,51.949,8.808,2.967,2.688,73.408,63.299,-9999,600.894,550.496,33.169
4657.25,4655.368,63.155,-59.229,0,0.01,6185.532,51.902,8.796,2.882,2.679,78.476,67.427,-9999,604.212,554.732,36.624
4657.375,4655.493,63.159,-59.228,0,0.01,6136.591,51.846,8.789,2.547,2.66,86.577,74.308,-9999,614.864,564.664,42.786
4657.5,4655.618,63.163,-59.228,0,0.01,6087.625,51.832,8.785,2.112,2.641,93.928,80.447,-9999,625.797,573.263,48.74
4657.625,4655.743,63.167,-59.227,0,0.01,6046.708,51.817,8.783,1.628,2.626,98.418,83.768,-9999,635.151,578.156,52.153
4657.75,4655.868,63.171,-59.227,0,0.01,6028.141,51.854,8.782,1.549,2.624,100.46,84.563,-9999,639.463,577.372,52.991
4657.875,4655.992,63.174,-59.226,0,0.01,5994.069,51.983,8.782,1.57,2.626,102.183,83.76,-9999,647.487,583.45,52.144
4658,4656.117,63.178,-59.226,0,0.01,5875.301,52.173,8.782,1.641,2.632,104.573,82.451,-9999,676.632,613.312,50.783
4658.125,4656.242,63.182,-59.226,0,0.01,5652.187,52.296,8.783,1.688,2.634,106.535,81.388,-9999,736.788,672.122,49.693
4658.25,4656.367,63.186,-59.225,0,0.01,5445.602,52.404,8.784,1.632,2.628,106.255,79.891,-9999,799.683,730.874,48.182
4658.375,4656.492,63.19,-59.225,0,0.01,5346.352,52.598,8.787,1.503,2.618,103.884,77.288,-9999,832.707,760,45.62
4658.5,4656.617,63.193,-59.224,0,0.01,5411.896,52.645,8.791,1.351,2.608,101.568,75.49,-9999,810.681,739.465,43.898
4658.625,4656.742,63.197,-59.224,0,0.01,5604.301,52.682,8.796,1.327,2.611,101.419,76.81,-9999,750.709,687.504,45.158
4658.75,4656.867,63.201,-59.223,0,0.01,5849.891,52.715,8.8,1.331,2.614,103.67,81.434,-9999,683.115,632.777,49.74
4658.875,4656.992,63.205,-59.223,0,0.01,6019.748,52.715,8.802,1.319,2.613,105.525,85.831,-9999,641.426,603.818,54.344
4659,4657.117,63.209,-59.223,0,0.01,6052.377,52.71,8.804,1.293,2.609,105.249,87.837,-9999,633.843,604.402,56.529
4659.125,4657.242,63.212,-59.222,0,0.01,5943.761,52.671,8.805,1.314,2.605,103.619,87.741,-9999,659.605,632.324,56.423
4659.25,4657.367,63.216,-59.222,0,0.01,5738.219,52.603,8.805,1.497,2.608,101.997,86.576,-9999,712.704,680.453,55.149
4659.375,4657.492,63.22,-59.221,0,0.01,5526.795,52.567,8.805,1.757,2.616,100.692,84.499,-9999,774.065,728.338,52.923
4659.5,4657.617,63.224,-59.221,0,0.01,5457.611,52.601,8.804,1.925,2.62,99.689,82.24,-9999,795.817,730.024,50.565
4659.625,4657.742,63.228,-59.22,0,0.01,5630.744,52.762,8.805,2.159,2.62,99.746,81.124,-9999,742.975,661.105,49.424
4659.75,4657.867,63.231,-59.22,0,0.01,6098.191,52.959,8.805,2.552,2.622,101.074,81.423,-9999,623.414,537.367,49.729
4659.875,4657.992,63.235,-59.219,0,0.01,6822.308,53.086,8.81,3.105,2.63,102.505,82.273,-9999,487.046,410.71,50.599
4660,4658.116,63.239,-59.219,0,0.01,7650.618,53.21,8.816,3.634,2.643,103.144,82.95,-9999,378.518,317.359,51.299
4660.125,4658.241,63.243,-59.219,0,0.01,8340.953,53.344,8.821,4.087,2.654,102.796,83.424,-9999,313,265.647,51.793
4660.25,4658.366,63.246,-59.218,0,0.01,8754.469,53.428,8.818,4.258,2.659,102.19,83.906,-9999,281.393,242.396,52.298
4660.375,4658.491,63.25,-59.218,0,0.01,8976.6,53.524,8.812,4.422,2.667,102.324,84.777,-9999,266.301,232.05,53.218
4660.5,4658.616,63.254,-59.217,0,0.01,9102.306,53.632,8.807,4.589,2.678,102.869,85.503,-9999,258.277,227.175,53.992
4660.625,4658.741,63.258,-59.217,0,0.01,9219.286,53.701,8.801,4.634,2.682,101.747,84.099,-9999,251.122,223.385,52.501
4660.75,4658.866,63.262,-59.216,0,0.01,9288.05,53.671,8.796,4.368,2.673,96.951,78.131,-9999,247.05,223.077,46.441
4660.875,4658.991,63.265,-59.216,0,0.01,9167.999,53.561,8.79,3.639,2.652,88.276,67.952,-9999,254.223,234.139,37.076
4661,4659.116,63.269,-59.216,0,0.01,8743.897,53.26,8.789,2.433,2.629,79.402,58.389,-9999,282.142,267.329,29.282
4661.125,4659.241,63.273,-59.215,0,0.01,8008.782,52.953,8.789,2.125,2.627,72.456,52.222,-9999,342.273,335.42,24.719
4661.25,4659.366,63.277,-59.215,0,0.01,7151.674,52.805,8.786,2.222,2.632,68.416,49.249,-9999,439.058,440.8,22.64
4661.375,4659.491,63.281,-59.214,0,0.01,6557.45,52.728,8.78,2.479,2.636,66.296,47.81,-9999,531.376,538.868,21.66
4661.5,4659.616,63.284,-59.214,0,0.01,6322.241,52.712,8.77,2.765,2.641,66.132,47.906,-9999,575.841,585.602,21.725
4661.625,4659.741,63.288,-59.213,0,0.01,6472.565,52.829,8.762,3.056,2.648,68.243,50.453,-9999,546.828,556.715,23.473
4661.75,4659.866,63.292,-59.213,0,0.01,6879.706,52.983,8.757,3.4,2.655,71.589,54.305,-9999,478.151,487.7,26.222
4661.875,4659.991,63.296,-59.212,0,0.01,7423.457,53.221,8.756,3.587,2.657,75.058,58.023,-9999,404.469,413.915,29.001
4662,4660.115,63.3,-59.212,0,0.01,7962.208,53.473,8.759,3.931,2.657,77.798,60.466,-9999,346.693,356.965,30.898
4662.125,4660.24,63.303,-59.212,0,0.01,8414.062,53.596,8.763,4.206,2.655,80.019,62.452,-9999,307.048,318.988,32.482
4662.25,4660.365,63.307,-59.211,0,0.01,8712.189,53.621,8.763,4.376,2.655,82.639,64.538,-9999,284.406,297.714,34.188
4662.375,4660.49,63.311,-59.211,0,0.01,8873.552,53.641,8.756,4.555,2.657,88.465,68.442,-9999,273.152,286.245,37.5
4662.5,4660.615,63.315,-59.21,0,0.01,8922.472,53.682,8.747,4.754,2.658,91.917,73.421,-9999,269.868,280.904,41.962
4662.625,4660.74,63.318,-59.21,0,0.01,8875.886,53.733,8.744,4.878,2.656,93.843,75.873,-9999,272.994,281.145,44.261
4662.75,4660.865,63.322,-59.209,0,0.01,8792.403,53.755,8.748,4.901,2.654,93.99,76.584,-9999,278.729,285.125,44.941
4662.875,4660.99,63.326,-59.209,0,0.01,8713.484,53.854,8.755,4.882,2.655,92.381,76.047,-9999,284.313,290.509,44.427
4663,4661.115,63.33,-59.209,0,0.01,8663.012,53.938,8.759,4.883,2.656,89.411,74.448,-9999,287.97,293.9,42.917
4663.125,4661.24,63.334,-59.208,0,0.01,8653.853,54.034,8.759,4.924,2.658,86.964,73.051,-9999,288.641,293.177,41.621
4663.25,4661.365,63.337,-59.208,0,0.01,8703.001,54.158,8.757,5.026,2.658,87.097,73.975,-9999,285.067,287.818,42.475
4663.375,4661.49,63.341,-59.207,0,0.01,8807.933,54.342,8.756,5.149,2.658,89.888,78.298,-9999,277.649,279.059,46.604
4663.5,4661.615,63.345,-59.207,0,0.01,8944.516,54.527,8.757,5.247,2.659,92.726,82.759,-9999,268.407,268.247,51.101
4663.625,4661.74,63.349,-59.206,0,0.01,9122.562,54.625,8.761,5.301,2.661,94.184,84.927,-9999,257.017,254.558,53.377
4663.75,4661.865,63.353,-59.206,0,0.01,9396.686,54.72,8.764,5.441,2.662,95.606,85.864,-9999,240.81,236.652,54.38
4663.875,4661.99,63.356,-59.205,0,0.01,9775.385,54.839,8.768,5.8,2.661,98.056,87.027,-9999,220.762,217.02,55.64
4664,4662.115,63.36,-59.205,0,0.01,10160.156,54.965,8.768,6.085,2.66,100.261,87.36,-9999,202.786,201.521,56.004
4664.125,4662.239,63.364,-59.205,0,0.01,10412.331,55.009,8.767,6.544,2.657,100.106,85.339,-9999,192.138,193.072,53.816
4664.25,4662.364,63.368,-59.204,0,0.01,10529.39,55.202,8.766,6.951,2.652,98.369,81.533,-9999,187.47,188.675,49.841
4664.375,4662.489,63.372,-59.204,0,0.01,10633.228,55.307,8.767,7.067,2.646,97.26,79.147,-9999,183.466,182.78,47.441
4664.5,4662.614,63.375,-59.203,0,0.01,10791.675,55.393,8.771,6.999,2.641,97.715,79.322,-9999,177.592,174.284,47.615
4664.625,4662.739,63.379,-59.203,0,0.01,10977.568,55.472,8.774,6.834,2.639,98.972,80.853,-9999,171.043,165.481,49.15
4664.75,4662.864,63.383,-59.202,0,0.01,11141.016,55.607,8.776,6.687,2.637,99.535,81.331,-9999,165.571,159.133,49.635
4664.875,4662.989,63.387,-59.202,0,0.01,11271.324,55.877,8.781,6.671,2.635,98.828,80.258,-9999,161.389,155.237,48.55
4665,4663.114,63.391,-59.202,0,0.01,11343.517,56.066,8.788,6.75,2.633,97.45,78.281,-9999,159.138,153.858,46.588
4665.125,4663.239,63.394,-59.201,0,0.01,11330.806,56.267,8.795,6.761,2.633,96.004,76.433,-9999,159.531,154.621,44.796
4665.25,4663.364,63.398,-59.201,0,0.01,11285.353,56.416,8.798,6.693,2.636,94.264,74.262,-9999,160.948,155.393,42.743
4665.375,4663.489,63.402,-59.2,0,0.01,11310.846,56.416,8.795,6.535,2.643,92.19,71.613,-9999,160.151,153.42,40.31
4665.5,4663.614,63.406,-59.2,0,0.01,11487.594,56.592,8.792,6.528,2.652,91.077,70.486,-9999,154.78,147.89,39.299
4665.625,4663.739,63.409,-59.199,0,0.01,11797.199,56.832,8.788,6.711,2.658,91.473,71.827,-9999,145.984,140.7,40.504
4665.75,4663.864,63.413,-59.199,0,0.01,12139.055,56.971,8.786,6.911,2.661,92.972,74.884,-9999,137.092,134.655,43.326
4665.875,4663.989,63.417,-59.198,0,0.01,12315.037,57.027,8.786,6.902,2.662,94.609,78.207,-9999,132.819,132.53,46.515
4666,4664.114,63.421,-59.198,0,0.01,12177.81,57.024,8.788,6.642,2.66,95.74,81.041,-9999,136.134,136.521,49.34
4666.125,4664.239,63.425,-59.198,0,0.01,11629.828,56.785,8.792,6.387,2.659,95.439,81.939,-9999,150.646,150.264,50.256
4666.25,4664.363,63.428,-59.197,0,0.01,10829.701,56.389,8.802,6.041,2.655,93.687,80.868,-9999,176.223,173.514,49.165
4666.375,4664.488,63.432,-59.197,0,0.01,10044.948,56.225,8.821,5.71,2.651,91.886,79.253,-9999,207.938,199.965,47.546
4666.5,4664.613,63.436,-59.196,0,0.01,9642.781,56.275,8.844,5.781,2.647,92.632,79.223,-9999,227.496,211.541,47.517
4666.625,4664.738,63.44,-59.196,0,0.01,9787.728,56.665,8.86,6.316,2.648,96.274,80.66,-9999,220.15,197.605,48.955
4666.75,4664.863,63.444,-59.195,0,0.01,10575.667,56.665,8.862,7.227,2.652,100.992,82.543,-9999,185.67,161.679,50.878
4666.875,4664.988,63.447,-59.195,0,0.01,11901.998,57.352,8.857,8.385,2.66,104.64,84.516,-9999,143.171,122.417,52.941
4667,4665.113,63.451,-59.195,0,0.01,13471.24,58.219,8.854,9.677,2.665,107.354,87.054,-9999,109.024,92.794,55.669
4667.125,4665.238,63.455,-59.194,0,0.01,14837.315,58.874,8.857,10.905,2.667,110.037,90.4,-9999,88.153,75.569,59.399
4667.25,4665.363,63.459,-59.194,0,0.01,15879.574,59.36,8.86,11.746,2.666,112.526,93.593,-9999,75.923,66.035,63.104
4667.375,4665.488,63.463,-59.193,0,0.01,16545.85,59.79,8.86,12.145,2.665,113.922,95.111,-9999,69.359,61.31,64.916
4667.5,4665.613,63.466,-59.193,0,0.01,16796.764,60.141,8.856,12.304,2.666,113.739,94.805,-9999,67.1,60.028,64.278
4667.625,4665.738,63.47,-59.192,0,0.01,16716.594,60.014,8.847,12.275,2.668,112.078,92.654,-9999,67.81,61.364,61.714
4667.75,4665.863,63.474,-59.192,0,0.01,16276.316,59.774,8.834,11.783,2.67,108.561,87.723,-9999,71.911,65.976,56.086
4667.875,4665.988,63.478,-59.191,0,0.01,15447.02,59.203,8.822,10.751,2.669,103.912,81.24,-9999,80.679,75.14,49.191
4668,4666.113,63.481,-59.191,0,0.01,14410.386,58.542,8.817,9.553,2.663,99.617,75.703,-9999,94.001,88.862,43.725
4668.125,4666.238,63.485,-59.191,0,0.01,13338.62,58.542,8.821,8.546,2.655,96.182,71.257,-9999,111.423,106.704,39.599
4668.25,4666.362,63.489,-59.19,0,0.01,12448.125,57.914,8.832,7.984,2.647,93.138,67.298,-9999,129.715,125.003,36.111
4668.375,4666.487,63.493,-59.19,0,0.01,11888.42,57.437,8.842,7.881,2.645,90.709,64.424,-9999,143.531,138.291,33.684
4668.5,4666.612,63.497,-59.189,0,0.01,11730.44,57.244,8.845,8.15,2.645,90.296,63.838,-9999,147.818,141.952,33.2
4668.625,4666.737,63.5,-59.189,0,0.01,11894.826,57.184,8.842,8.487,2.646,92.483,66.291,-9999,143.361,137.409,35.251
4668.75,4666.862,63.504,-59.188,0,0.01,12203.309,57.174,8.839,8.691,2.648,95.863,70.421,-9999,135.509,130.096,38.848
4668.875,4666.987,63.508,-59.188,0,0.01,12490.183,57.182,8.84,8.783,2.651,98.394,73.396,-9999,128.756,124.198,41.556
4669,4667.112,63.512,-59.188,0,0.01,12686.885,57.098,8.843,8.859,2.653,99.349,74.037,-9999,124.405,120.765,42.152
4669.125,4667.237,63.516,-59.187,0,0.01,12787.676,56.969,8.844,8.938,2.653,99.56,73.676,-9999,122.258,119.847,41.816
4669.25,4667.362,63.519,-59.187,0,0.01,12705.75,56.687,8.842,8.997,2.651,98.813,72.301,-9999,123.999,123.382,40.547
4669.375,4667.487,63.523,-59.186,0,0.01,12427.026,56.615,8.839,8.917,2.653,96.869,69.547,-9999,130.2,131.35,38.071
4669.5,4667.612,63.527,-59.186,0,0.01,12051.135,56.427,8.839,8.628,2.658,94.49,66.775,-9999,139.302,141.408,35.663
4669.625,4667.737,63.531,-59.185,0,0.01,11791.143,56.243,8.842,8.295,2.666,93.069,65.592,-9999,146.149,148.249,34.66
4669.75,4667.862,63.535,-59.185,0,0.01,11712.377,56.179,8.843,8.198,2.674,92.976,66.046,-9999,148.32,150.251,35.043
4669.875,4667.987,63.538,-59.184,0,0.01,11767.528,56.278,8.841,8.43,2.68,93.927,67.618,-9999,146.795,148.444,36.387
4670,4668.112,63.542,-59.184,0,0.01,11900.147,56.458,8.839,8.754,2.684,95.325,69.668,-9999,143.22,143.79,38.178
4670.125,4668.237,63.546,-59.184,0,0.01,12138.571,56.692,8.84,8.973,2.685,97.001,71.611,-9999,137.104,135.857,39.919
4670.25,4668.362,63.55,-59.183,0,0.01,12528.066,57.486,8.848,9.168,2.686,99.185,73.211,-9999,127.901,124.956,41.384
4670.375,4668.486,63.554,-59.183,0,0.01,12977.563,57.759,8.852,9.479,2.686,102.858,74.801,-9999,118.357,114.372,42.869
4670.5,4668.611,63.557,-59.182,0,0.01,13357.928,57.997,8.849,9.785,2.689,107.137,76.69,-9999,111.069,106.316,44.672
4670.625,4668.736,63.561,-59.182,0,0.01,13649.037,58.26,8.844,9.958,2.691,109.638,78.263,-9999,105.924,100.337,46.206
4670.75,4668.861,63.565,-59.181,0,0.01,13945.446,58.325,8.842,10.095,2.69,109.897,79.189,-9999,101.034,94.984,47.123
4670.875,4668.986,63.569,-59.181,0,0.01,14270.236,58.456,8.844,10.357,2.687,109.838,80.293,-9999,96.044,90.265,48.23
4671,4669.111,63.572,-59.18,0,0.01,14577.829,58.551,8.847,10.796,2.681,111.296,83.63,-9999,91.642,86.813,51.669
4671.125,4669.236,63.576,-59.18,0,0.01,14838.004,58.479,8.85,11.217,2.677,112.678,86.919,-9999,88.144,84.466,55.201
4671.25,4669.361,63.58,-59.18,0,0.01,14959.873,58.253,8.857,11.45,2.674,111.401,87.213,-9999,86.572,83.983,55.524
4671.375,4669.486,63.584,-59.179,0,0.01,14749.634,58.026,8.866,11.262,2.671,106.591,83.791,-9999,89.31,87.979,51.838
4671.5,4669.611,63.588,-59.179,0,0.01,14177.866,57.78,8.873,10.418,2.67,100.738,79.447,-9999,97.426,97.644,47.38
4671.625,4669.736,63.591,-59.178,0,0.01,13364.164,57.141,8.879,9.093,2.671,96.639,76.69,-9999,110.955,113.208,44.672
4671.75,4669.861,63.595,-59.178,0,0.01,12554.109,56.967,8.88,7.896,2.671,95.687,76.597,-9999,127.318,130.947,44.582
4671.875,4669.986,63.599,-59.177,0,0.01,11950.376,56.847,8.876,7.216,2.667,97.604,79.43,-9999,141.899,145.044,47.363
4672,4670.111,63.603,-59.177,0,0.01,11716.831,56.891,8.873,7.319,2.658,102.012,86.007,-9999,148.196,148.606,54.207
4672.125,4670.236,63.607,-59.177,0,0.01,11901.545,57.043,8.877,8.108,2.649,107.119,94.054,-9999,143.183,140.161,63.375
4672.25,4670.361,63.61,-59.176,0,0.01,12492.433,57.313,8.89,9.318,2.646,111.09,100.118,-9999,128.705,123.009,70.913
4672.375,4670.486,63.614,-59.176,0,0.01,13419.163,58.028,8.903,10.521,2.647,113.151,102.563,-9999,109.957,102.991,74.116
4672.5,4670.61,63.618,-59.175,0,0.01,14523.849,58.891,8.911,11.418,2.651,115.15,104.58,-9999,92.393,84.919,76.833
4672.625,4670.735,63.622,-59.175,0,0.01,15780.371,59.656,8.913,12.1,2.66,118.189,107.257,-9999,76.977,69.482,80.544
4672.75,4670.86,63.626,-59.174,0,0.01,17182.449,60.099,8.911,12.999,2.67,120.56,108.839,-9999,63.831,56.903,82.796
4672.875,4670.985,63.629,-59.174,0,0.01,18648.852,60.878,8.91,14.148,2.676,120.775,108.169,-9999,53.307,47.409,81.837
4673,4671.11,63.633,-59.173,0,0.01,19833.152,61.143,8.906,15.102,2.678,119.518,105.894,-9999,46.554,41.697,78.639
4673.125,4671.235,63.637,-59.173,0,0.01,20379.789,61.23,8.903,15.136,2.671,118.263,103.388,-9999,43.851,39.644,75.219
4673.25,4671.36,63.641,-59.173,0,0.01,20330.758,61.274,8.896,14.359,2.661,117.189,100.532,-9999,44.084,40.237,71.449
4673.375,4671.485,63.645,-59.172,0,0.01,19691.109,61.133,8.89,13.838,2.656,115.513,96.624,-9999,47.296,43.553,66.501
4673.5,4671.61,63.648,-59.172,0,0.01,18617.451,60.916,8.883,13.203,2.65,113.076,92.017,-9999,53.505,49.523,60.967
4673.625,4671.735,63.652,-59.171,0,0.01,17414.592,60.644,8.879,12.699,2.648,110.29,87.834,-9999,61.974,57.47,56.209
4673.75,4671.86,63.656,-59.171,0,0.01,16295.799,60.146,8.88,12.116,2.647,106.538,83.715,-9999,71.722,66.667,51.758
4673.875,4671.985,63.66,-59.17,0,0.01,15470.662,59.702,8.885,11.327,2.647,101.939,80.191,-9999,80.408,74.959,48.127
4674,4672.11,63.663,-59.17,0,0.01,15040.044,59.452,8.897,10.561,2.647,98.194,77.802,-9999,85.56,79.866,45.753
4674.125,4672.235,63.667,-59.17,0,0.01,15129.581,59.4,8.913,10.109,2.651,97.753,77.623,-9999,84.45,78.804,45.578
4674.25,4672.36,63.671,-59.169,0,0.01,15611.479,59.377,8.925,9.981,2.658,100.847,80.065,-9999,78.821,73.693,48
4674.375,4672.485,63.675,-59.169,0,0.01,16269.223,59.394,8.928,10.262,2.666,105.617,83.777,-9999,71.98,67.844,51.824
4674.5,4672.609,63.679,-59.168,0,0.01,16662.416,59.385,8.919,11.13,2.67,108.233,85.896,-9999,68.296,65.359,54.087
4674.625,4672.734,63.682,-59.168,0,0.01,16490.414,59.375,8.907,12.295,2.672,106.844,85.715,-9999,69.873,68.047,53.891
4674.75,4672.859,63.686,-59.167,0,0.01,15722.842,59.276,8.898,12.801,2.669,102.137,84.297,-9999,77.598,76.587,52.374
4674.875,4672.984,63.69,-59.167,0,0.01,14762.865,59.136,8.899,11.887,2.661,97.712,82.782,-9999,89.134,89.127,50.781
4675,4673.109,63.694,-59.166,0,0.01,14023.434,58.962,8.908,10.516,2.651,96.093,82.433,-9999,99.802,101.138,50.419
4675.125,4673.234,63.697,-59.166,0,0.01,13709.32,58.667,8.915,9.87,2.644,97.89,84.695,-9999,104.902,107.229,52.797
4675.25,4673.359,63.701,-59.165,0,0.01,13771.971,58.422,8.91,10.003,2.642,101.1,88.465,-9999,103.855,106.81,56.911
4675.375,4673.484,63.704,-59.165,0,0.01,14036.738,58.376,8.897,10.363,2.642,103.083,90.993,-9999,99.594,102.526,59.78
4675.5,4673.609,63.708,-59.164,0,0.01,14340.553,58.443,8.887,10.281,2.64,101.433,89.839,-9999,95.011,97.568,58.459
4675.625,4673.734,63.711,-59.164,0,0.01,14603.134,58.561,8.887,9.902,2.638,97.753,86.751,-9999,91.293,93.352,55.017
4675.75,4673.859,63.715,-59.163,0,0.01,14751.887,58.52,8.89,9.644,2.638,95.27,84.429,-9999,89.28,90.537,52.514
4675.875,4673.984,63.719,-59.163,0,0.01,14696.122,58.429,8.89,9.655,2.64,96.576,84.831,-9999,90.027,90.355,52.942
