Depth,TVD,DX,DY,GR,KTH,CAL,AC,CNL,DEN,RT,RXO,SH,POR,PERM,sw
4580.125,4580.015,5.752,-18.832,14.946,9.716,9.179,47.228,6.095,2.769,3305.721,1551.837,0.716,3.907,0.331,8.947
4580.25,4580.14,5.75,-18.831,15.154,9.879,9.161,47.114,5.852,2.767,3157.954,1492.296,0.784,3.697,0.275,9.672
4580.375,4580.265,5.749,-18.829,15.671,10.094,9.137,47.096,5.799,2.76,3087.83,1452.395,0.875,3.665,0.267,9.82
4580.5,4580.39,5.748,-18.827,16.223,10.258,9.108,47.18,5.908,2.755,3152.381,1464.989,0.945,3.708,0.278,9.529
4580.625,4580.515,5.747,-18.826,16.612,10.325,9.035,47.225,6.168,2.753,3388.183,1544.507,0.973,3.906,0.331,8.809
4580.75,4580.64,5.746,-18.824,16.392,10.198,8.986,47.479,6.397,2.754,3457.868,1575.502,0.919,4.29,0.453,7.922
4580.875,4580.765,5.745,-18.822,16.071,10.166,8.885,47.6,7.02,2.747,3313.137,1542.139,0.906,4.757,0.642,7.27
4581,4580.89,5.743,-18.82,16.029,10.329,8.807,47.872,7.545,2.733,3066.293,1465.15,0.975,5.174,0.851,6.994
4581.125,4581.015,5.742,-18.819,16.111,10.583,8.769,48.143,7.843,2.715,2812.762,1372.85,1.083,5.408,0.988,7.073
4581.25,4581.14,5.741,-18.817,16.144,10.844,8.798,48.26,7.719,2.697,2611.345,1280.143,1.194,5.354,0.955,7.383
4581.375,4581.265,5.74,-18.815,16.191,11.028,8.87,48.51,7.221,2.69,2587.761,1241.055,1.273,5.075,0.798,7.727
4581.5,4581.39,5.739,-18.814,16.273,11.072,8.916,48.554,6.765,2.698,2734.938,1266.278,1.292,4.865,0.692,7.698
4581.625,4581.515,5.737,-18.812,16.04,10.619,8.883,48.713,6.461,2.72,3205.781,1379.076,1.098,4.955,0.736,7.127
4581.75,4581.64,5.736,-18.81,15.741,10.133,8.827,48.804,6.589,2.729,3475.554,1446.475,0.892,5.282,0.912,6.352
4581.875,4581.765,5.735,-18.808,15.593,9.481,8.759,48.922,6.908,2.736,3719.361,1496.826,0.617,5.683,1.166,5.755
4582,4581.89,5.734,-18.807,15.754,9.156,8.734,48.961,6.99,2.736,3771.654,1490.156,0.48,5.958,1.367,5.468
4582.125,4582.015,5.732,-18.805,15.896,8.87,8.727,49.237,6.755,2.73,3749.064,1454.058,0.361,6.12,1.496,5.345
4582.25,4582.14,5.731,-18.803,15.791,8.409,8.72,49.425,6.325,2.717,3756.724,1421.282,0.169,6.105,1.484,5.345
4582.375,4582.265,5.73,-18.802,15.551,8.086,8.717,49.599,6.133,2.705,3789.192,1419.938,0.036,6.076,1.461,5.341
4582.5,4582.39,5.729,-18.8,15.26,7.664,8.727,49.817,5.991,2.688,3824.27,1427.592,0.01,6.094,1.475,5.309
4582.625,4582.515,5.728,-18.798,15.31,7.615,8.739,49.835,5.921,2.69,3853.831,1435.377,0.01,6.063,1.45,5.31
4582.75,4582.64,5.726,-18.796,15.388,7.651,8.746,49.898,5.821,2.699,3921.333,1450.883,0.01,5.969,1.376,5.325
4582.875,4582.765,5.725,-18.795,15.496,7.753,8.74,49.906,5.668,2.72,4112.604,1493.989,0.01,5.816,1.261,5.352
4583,4582.89,5.724,-18.793,15.497,7.764,8.732,49.922,5.613,2.733,4269.909,1530.763,0.01,5.796,1.247,5.265
4583.125,4583.015,5.723,-18.791,15.525,7.682,8.727,49.983,5.685,2.736,4356.929,1556.861,0.01,5.879,1.307,5.136
4583.25,4583.14,5.721,-18.789,15.685,7.543,8.722,50.044,5.867,2.73,4344.375,1567.332,0.01,6.011,1.408,5.051
4583.375,4583.265,5.72,-18.788,15.781,7.428,8.716,50.235,5.985,2.724,4232.11,1550.083,0.01,6.164,1.532,5.022
4583.5,4583.39,5.719,-18.786,15.776,7.149,8.711,50.279,6.117,2.718,3913.442,1479.235,0.01,6.331,1.677,5.036
4583.625,4583.515,5.718,-18.784,15.608,6.981,8.714,50.556,6.141,2.719,3710.808,1424.161,0.01,6.376,1.717,5.178
4583.75,4583.64,5.716,-18.782,15.232,6.807,8.716,50.748,6.147,2.718,3437.234,1342.928,0.01,6.454,1.789,5.306
4583.875,4583.765,5.715,-18.781,14.853,6.687,8.717,50.983,6.13,2.711,3189.987,1265.504,0.01,6.558,1.887,5.404
4584,4583.89,5.714,-18.779,14.613,6.644,8.727,51.43,6.088,2.705,3054.52,1218.232,0.01,6.77,2.1,5.374
4584.125,4584.015,5.713,-18.777,14.767,7.015,8.798,51.525,6.012,2.702,2921.573,1156.127,0.01,6.934,2.276,5.332
4584.25,4584.14,5.711,-18.776,15.273,7.541,8.853,51.959,6.009,2.709,2903.548,1135.377,0.01,7.089,2.451,5.236
4584.375,4584.265,5.71,-18.774,15.882,8.138,8.897,52.109,6.03,2.722,2920.346,1125.623,0.057,7.23,2.619,5.099
4584.5,4584.39,5.709,-18.772,16.351,8.878,8.915,52.227,6.049,2.746,3058.704,1146.9,0.364,7.301,2.706,4.954
4584.625,4584.515,5.707,-18.77,15.831,8.94,8.906,52.099,5.99,2.751,3212.689,1186.817,0.39,7.171,2.548,4.879
4584.75,4584.64,5.706,-18.769,14.958,8.937,8.916,51.915,5.84,2.743,3486.29,1260.673,0.389,6.912,2.252,4.871
4584.875,4584.765,5.705,-18.767,14.651,9.017,8.945,51.325,5.68,2.731,3771.087,1334.518,0.422,6.595,1.923,4.922
4585,4584.89,5.704,-18.765,15.141,9.166,8.974,51.19,5.603,2.726,3954.075,1378.901,0.485,6.235,1.592,5.063
4585.125,4585.015,5.702,-18.763,16.157,9.115,9.005,50.576,5.625,2.728,4114.746,1426.432,0.463,5.984,1.387,5.21
4585.25,4585.14,5.701,-18.762,16.21,8.804,9.002,50.272,5.673,2.731,4062.211,1423.709,0.333,5.769,1.227,5.458
4585.375,4585.265,5.7,-18.76,15.657,7.959,8.954,49.552,5.663,2.734,3795.884,1366.201,0.01,5.522,1.059,5.87
4585.5,4585.39,5.698,-18.758,15.173,7.311,8.904,49.413,5.575,2.737,3565.553,1304.052,0.01,5.305,0.926,6.327
4585.625,4585.515,5.697,-18.756,14.953,7.046,8.874,48.83,5.391,2.739,3384.727,1235.647,0.01,5.094,0.808,6.782
4585.75,4585.64,5.696,-18.754,15.077,7.286,8.868,48.528,5.073,2.74,3217.191,1146.421,0.01,4.857,0.688,7.254
4585.875,4585.765,5.695,-18.753,15.26,7.705,8.883,48.308,4.837,2.74,3181.284,1096.004,0.01,4.629,0.585,7.664
4586,4585.89,5.693,-18.751,15.247,8.114,8.894,48.09,4.612,2.742,3208.583,1055.689,0.047,4.303,0.458,8.143
4586.125,4586.015,5.692,-18.749,14.369,8.366,8.869,48.1,4.349,2.759,3412.732,1013.83,0.151,4.112,0.393,8.317
4586.25,4586.14,5.691,-18.747,13.778,8.318,8.835,48.239,4.278,2.769,3556.682,993.805,0.131,4.036,0.369,8.249
4586.375,4586.265,5.689,-18.746,13.524,8.253,8.779,48.35,4.291,2.767,3727.678,946.667,0.105,4.115,0.394,7.946
4586.5,4586.39,5.688,-18.744,13.769,8.291,8.744,48.701,4.415,2.753,3778.38,903.631,0.12,4.382,0.487,7.435
4586.625,4586.515,5.687,-18.742,14.224,8.402,8.723,49.082,4.728,2.729,3669.813,858.617,0.166,4.796,0.659,6.908
4586.75,4586.64,5.685,-18.74,14.651,8.516,8.701,49.232,5.204,2.7,3374.487,800.743,0.214,5.18,0.854,6.65
4586.875,4586.765,5.684,-18.739,14.683,8.433,8.691,49.487,5.392,2.69,3107.884,764.539,0.179,5.422,0.996,6.716
4587,4586.89,5.683,-18.737,14.631,8.108,8.679,49.522,5.428,2.688,2612.291,699.969,0.045,5.465,1.023,7.101
4587.125,4587.015,5.681,-18.735,14.551,7.927,8.677,49.442,5.388,2.695,2366.779,667.075,0.01,5.406,0.986,7.66
4587.25,4587.14,5.68,-18.733,14.225,7.715,8.679,49.318,5.379,2.706,2042.195,616.987,0.01,5.334,0.942,8.324
4587.375,4587.265,5.679,-18.731,13.866,7.553,8.681,49.168,5.408,2.718,1717.955,558.119,0.01,5.323,0.936,9.05
4587.5,4587.39,5.677,-18.73,13.826,7.542,8.68,48.961,5.466,2.728,1494.884,508.773,0.01,5.368,0.963,9.819
4587.625,4587.515,5.676,-18.728,14.161,7.692,8.685,48.94,5.593,2.737,1287.264,456.755,0.01,5.501,1.045,10.421
4587.75,4587.64,5.675,-18.726,14.852,8.01,8.697,48.852,5.822,2.744,1097.901,406.328,0.01,5.686,1.168,10.656
4587.875,4587.765,5.673,-18.724,15.297,8.257,8.706,48.829,5.981,2.741,1043.969,391.137,0.106,5.85,1.286,10.637
4588,4587.89,5.672,-18.723,15.83,8.677,8.715,48.755,6.161,2.737,1035.436,387.07,0.28,5.928,1.344,10.488
4588.125,4588.015,5.671,-18.721,16.003,8.913,8.719,48.594,6.187,2.742,1068.178,395.182,0.379,5.9,1.323,10.322
4588.25,4588.14,5.669,-18.719,16.041,9.173,8.728,48.458,6.184,2.754,1124.432,408.684,0.487,5.668,1.156,10.484
4588.375,4588.265,5.668,-18.717,16.059,9.439,8.739,48.322,6.147,2.765,1172.078,417.503,0.599,5.29,0.917,11.035
4588.5,4588.39,5.667,-18.715,16.296,9.822,8.751,47.961,6.072,2.769,1193.388,416.717,0.76,4.722,0.626,12.221
4588.625,4588.515,5.665,-18.714,17.097,11.171,8.788,47.567,5.868,2.77,1240.825,409.472,1.334,4.012,0.362,14.18
4588.75,4588.64,5.664,-18.712,17.276,11.792,8.811,47.389,5.829,2.772,1296.014,409.388,1.602,3.488,0.226,15.84
4588.875,4588.765,5.663,-18.71,17.044,12.002,8.833,47.008,5.883,2.776,1383.187,415.409,1.693,3.384,0.204,15.544
4589,4588.89,5.661,-18.708,16.225,11.724,8.866,46.94,6.041,2.782,1644.737,447.527,1.572,3.438,0.216,14.312
4589.125,4589.015,5.66,-18.706,16.411,11.856,8.884,46.764,6.037,2.782,1866.108,481.484,1.63,3.309,0.189,13.668
4589.25,4589.14,5.658,-18.705,17.521,12.442,8.899,46.714,5.884,2.781,2292.588,554.023,1.884,2.998,0.136,13.72
4589.375,4589.265,5.657,-18.703,18.574,12.915,8.895,46.704,5.58,2.781,2825.234,647.087,2.091,2.664,0.092,13.941
4589.5,4589.39,5.656,-18.701,18.734,12.869,8.867,46.69,5.327,2.789,3328.38,732.099,2.071,2.497,0.074,13.292
4589.625,4589.515,5.654,-18.699,18.179,12.193,8.789,46.681,5.087,2.807,4600.465,917.684,1.776,2.134,0.043,13.825
4589.75,4589.64,5.653,-18.697,17.854,11.745,8.748,46.622,5.1,2.811,5503.163,1030.404,1.582,2.182,0.047,12.038
4589.875,4589.765,5.652,-18.696,16.848,10.599,8.699,46.59,5.39,2.801,6909.188,1184.211,1.09,2.48,0.072,9.669
4590,4589.89,5.65,-18.694,15.489,9.271,8.676,46.535,5.719,2.787,7608.48,1249.463,0.529,3.077,0.148,7.45
4590.125,4590.015,5.649,-18.692,13.895,7.888,8.669,46.527,5.959,2.771,7392.96,1201.135,0.01,3.496,0.228,6.669
4590.25,4590.14,5.647,-18.69,12.586,6.861,8.663,46.556,5.994,2.753,6329.763,1041.628,0.01,3.524,0.234,7.112
4590.375,4590.265,5.646,-18.688,12.685,6.899,8.658,46.666,5.809,2.749,5391.94,906.59,0.01,3.482,0.225,8.011
4590.5,4590.39,5.645,-18.687,13.105,7.109,8.653,46.693,5.573,2.752,4510.419,776.815,0.01,3.418,0.211,9.16
4590.625,4590.515,5.643,-18.685,13.666,7.348,8.647,46.818,5.208,2.762,3325.378,593.518,0.01,3.867,0.32,9.033
4590.75,4590.64,5.642,-18.683,13.788,7.393,8.646,46.864,5.066,2.763,2873.118,519.889,0.01,3.92,0.335,9.784
4590.875,4590.765,5.64,-18.681,13.951,7.423,8.649,46.857,4.985,2.754,2493.809,453.231,0.01,4.064,0.378,9.937
4591,4590.89,5.639,-18.679,14.038,7.412,8.654,46.8,5.016,2.746,2426.914,436.317,0.01,4.179,0.415,9.647
4591.125,4591.015,5.637,-18.678,13.983,7.342,8.661,46.79,5.06,2.744,2687.76,464.988,0.01,4.195,0.421,9.074
4591.25,4591.14,5.636,-18.676,13.839,7.229,8.667,46.758,5.013,2.745,3321.688,535.322,0.01,4.056,0.376,8.518
4591.375,4591.265,5.635,-18.674,13.791,7.184,8.667,46.783,4.89,2.747,3861.393,588.836,0.01,3.7,0.276,8.488
4591.5,4591.39,5.633,-18.672,13.973,7.32,8.66,46.927,4.635,2.746,4643.276,645.5,0.01,3.269,0.182,9.019
4591.625,4591.515,5.632,-18.67,14.16,7.525,8.657,46.98,4.542,2.744,4748.357,632.928,0.01,3.291,0.186,8.829
4591.75,4591.64,5.63,-18.668,14.154,7.782,8.661,47.244,4.508,2.74,4575.396,577.542,0.01,3.713,0.279,7.975
4591.875,4591.765,5.629,-18.667,13.941,7.995,8.669,47.351,4.556,2.736,4380.355,518.605,0.01,3.897,0.328,7.756
4592,4591.89,5.627,-18.665,13.77,8.139,8.676,47.483,4.681,2.735,4440.007,496.291,0.057,4.061,0.377,7.306
4592.125,4592.015,5.626,-18.663,13.775,8.351,8.677,47.487,4.933,2.739,4940.44,511.844,0.145,3.913,0.333,7.123
4592.25,4592.14,5.625,-18.661,13.964,8.666,8.672,47.432,5.33,2.748,6002.303,572.393,0.276,3.975,0.351,6.428
4592.375,4592.265,5.623,-18.659,14.117,8.83,8.668,47.259,5.572,2.753,6775.027,626.92,0.344,3.948,0.343,6.023
4592.5,4592.39,5.622,-18.657,14.769,9.14,8.668,47.22,5.865,2.757,7532.934,694.703,0.474,3.885,0.325,5.932
4592.625,4592.515,5.62,-18.656,15.305,9.319,8.672,47.087,5.916,2.758,7231.824,683.101,0.549,3.853,0.316,6.182
4592.75,4592.64,5.619,-18.654,15.601,9.308,8.675,47.059,5.911,2.756,6085.341,604.471,0.544,3.948,0.343,6.583
4592.875,4592.765,5.617,-18.652,15.419,9.041,8.678,47.099,5.893,2.75,4726.132,500.495,0.432,4.188,0.418,7.031
4593,4592.89,5.616,-18.65,15.078,8.738,8.681,47.214,5.896,2.743,3871.991,428.303,0.306,4.926,0.721,6.765
4593.125,4593.015,5.614,-18.648,14.991,8.492,8.693,47.238,5.873,2.727,2951.277,346.507,0.204,4.958,0.737,7.404
4593.25,4593.14,5.613,-18.646,15.078,8.441,8.697,47.342,5.825,2.721,2705.072,326.198,0.182,4.964,0.74,7.812
4593.375,4593.265,5.612,-18.645,14.71,8.146,8.699,47.372,5.726,2.723,2544.186,322.091,0.06,4.977,0.747,7.976
4593.5,4593.39,5.61,-18.643,14.139,7.818,8.7,47.402,5.642,2.732,2473.384,328.778,0.01,5.016,0.767,8.026
4593.625,4593.515,5.609,-18.641,13.744,7.648,8.701,47.457,5.551,2.739,2392.036,336.279,0.01,5.023,0.77,8.217
4593.75,4593.64,5.607,-18.639,13.593,7.663,8.699,47.533,5.439,2.747,2187.216,336.42,0.01,4.927,0.722,8.767
4593.875,4593.765,5.606,-18.637,13.413,7.725,8.69,47.847,5.394,2.753,1925.894,325.475,0.01,4.878,0.698,9.454
4594,4593.89,5.604,-18.635,12.963,7.648,8.68,47.926,5.447,2.755,1717.084,307.773,0.01,4.829,0.675,10.318
4594.125,4594.015,5.603,-18.634,11.896,7.175,8.681,48.595,5.611,2.751,1370.846,264.009,0.01,4.712,0.621,11.493
4594.25,4594.14,5.601,-18.632,11.656,6.946,8.689,49.087,5.692,2.744,1205.427,237.428,0.01,4.725,0.627,12.475
4594.375,4594.265,5.6,-18.63,11.839,6.837,8.696,49.616,5.891,2.734,1000.781,198.598,0.01,4.948,0.733,12.853
4594.5,4594.39,5.598,-18.628,12.073,6.83,8.695,49.792,6.123,2.728,888.62,174.653,0.01,5.389,0.976,12.524
4594.625,4594.515,5.597,-18.626,12.482,6.861,8.699,50.504,6.374,2.725,825.699,159.094,0.01,5.942,1.354,11.82
4594.75,4594.64,5.595,-18.624,13.35,6.888,8.72,50.796,6.606,2.723,767.902,143.734,0.01,6.415,1.753,11.251
4594.875,4594.765,5.594,-18.623,14.06,6.941,8.745,50.857,6.692,2.726,749.488,137.5,0.01,6.738,2.067,10.856
4595,4594.89,5.592,-18.621,14.755,6.986,8.797,50.652,6.959,2.746,772.337,136.505,0.01,6.962,2.308,10.367
4595.125,4595.015,5.591,-18.619,14.538,6.815,8.829,50.54,7.13,2.76,818.178,142.553,0.01,7.046,2.402,9.878
4595.25,4595.14,5.589,-18.617,14.154,6.549,8.857,49.938,7.201,2.771,874.979,150.79,0.01,6.919,2.259,9.626
4595.375,4595.265,5.588,-18.615,13.857,6.231,8.899,49.671,7.028,2.774,958.952,162.895,0.01,6.652,1.98,9.66
4595.5,4595.39,5.586,-18.613,13.93,6.168,8.924,49.206,6.84,2.768,990.86,167.563,0.01,6.447,1.782,9.89
4595.625,4595.515,5.585,-18.611,14.226,6.399,8.922,48.95,6.78,2.764,934.313,160.222,0.01,6.394,1.733,10.344
4595.75,4595.64,5.583,-18.61,14.643,6.947,8.883,48.975,6.936,2.764,773.74,138.548,0.01,6.685,2.013,10.848
4595.875,4595.765,5.582,-18.608,14.904,7.43,8.842,49.296,7.221,2.767,640.481,119.772,0.01,7.25,2.643,11.383
4596,4595.89,5.58,-18.606,15.099,8.274,8.796,49.395,7.934,2.769,430.273,88.163,0.113,8.018,3.707,11.917
4596.125,4596.015,5.578,-18.604,14.918,8.638,8.796,50.326,8.252,2.77,343.613,73.769,0.264,8.693,4.866,12.746
4596.25,4596.14,5.577,-18.602,14.893,9.322,8.807,51.012,8.299,2.777,255.421,57.8,0.55,9.004,5.475,14.25
4596.375,4596.265,5.575,-18.6,15.353,10.283,8.822,51.755,8.07,2.786,190.716,45.431,0.955,9.048,5.565,16.099
4596.5,4596.39,5.574,-18.598,16.082,11.116,8.844,52.942,7.831,2.785,161.609,39.563,1.311,9.053,5.576,17.832
4596.625,4596.515,5.572,-18.596,17,11.877,8.989,53.14,7.889,2.76,127.104,32.127,1.639,9.38,6.283,18.79
4596.75,4596.64,5.571,-18.595,16.982,11.687,9.174,54.036,8.258,2.741,113.673,29.018,1.556,10.088,8.021,18.79
4596.875,4596.765,5.569,-18.593,16.73,11.251,9.424,54.336,8.736,2.727,103.163,26.555,1.369,10.889,10.37,18.484
4597,4596.89,5.568,-18.591,16.454,10.416,9.823,54.716,9.368,2.723,89.588,23.552,1.012,11.459,12.308,18.452
4597.125,4597.015,5.566,-18.589,16.485,9.958,9.86,54.85,9.47,2.729,85.203,22.814,0.818,11.547,12.629,18.861
4597.25,4597.14,5.565,-18.587,16.606,9.344,9.67,54.786,9.428,2.739,84.991,23.632,0.559,11.325,11.831,19.206
4597.375,4597.265,5.563,-18.585,16.765,8.799,9.389,54.447,9.207,2.747,90.462,26.274,0.331,10.664,9.668,19.598
4597.5,4597.39,5.561,-18.583,16.877,8.51,9.195,54.356,8.758,2.752,101.108,30.258,0.211,9.576,6.733,19.952
4597.625,4597.515,5.56,-18.581,16.766,8.145,8.962,53.863,7.471,2.758,143.114,44.294,0.06,8.375,4.292,20
4597.75,4597.64,5.558,-18.58,16.336,7.968,8.884,53.645,6.799,2.758,179.517,56.379,0.01,7.216,2.603,20.038
4597.875,4597.765,5.557,-18.578,15.2,7.633,8.817,53.281,6.116,2.749,237.11,76.942,0.01,6.945,2.288,18.624
4598,4597.89,5.555,-18.576,14.377,7.42,8.795,53.232,5.847,2.739,262.832,87.639,0.01,7.121,2.488,17.344
4598.125,4598.015,5.554,-18.574,14.083,7.448,8.809,53.493,5.853,2.736,247.191,84.788,0.01,7.619,3.124,16.79
4598.25,4598.14,5.552,-18.572,14.448,7.84,8.858,53.825,6.051,2.746,194.619,68.863,0.01,8.221,4.034,17.338
4598.375,4598.265,5.55,-18.57,15.146,8.357,8.906,54.234,6.318,2.762,153.083,54.289,0.148,8.732,4.939,19.168
4598.5,4598.39,5.549,-18.568,15.915,8.942,8.951,54.773,6.702,2.778,116.795,40.604,0.391,9.28,6.06,21.395
4598.625,4598.515,5.547,-18.566,16.596,9.505,8.976,54.788,7.709,2.801,78.749,24.57,0.627,9.762,7.183,23.215
4598.75,4598.64,5.546,-18.565,16.271,9.286,8.951,54.655,8.278,2.81,70.935,20.34,0.535,10.094,8.037,23.788
4598.875,4598.765,5.544,-18.563,15.324,8.446,8.885,54.476,8.772,2.819,75.261,18.941,0.185,10.112,8.087,22.855
4599,4598.89,5.542,-18.561,14.998,7.935,8.834,53.752,8.821,2.82,89.668,20.768,0.01,9.821,7.331,20.882
4599.125,4599.015,5.541,-18.559,15.255,7.647,8.797,52.793,8.537,2.809,125.787,27.556,0.01,9.297,6.097,18.505
4599.25,4599.14,5.539,-18.557,15.533,7.256,8.76,52.265,7.998,2.78,198.806,42.032,0.01,8.588,4.67,16.406
4599.375,4599.265,5.538,-18.555,15.583,6.96,8.744,50.949,7.636,2.758,265.088,55.446,0.01,7.837,3.434,14.94
4599.5,4599.39,5.536,-18.553,15.824,6.788,8.72,50.686,7.27,2.738,409.255,84.339,0.01,7.196,2.578,13.922
4599.625,4599.515,5.534,-18.551,16.254,6.72,8.708,49.493,7.283,2.74,493.258,99.963,0.01,6.715,2.044,13.204
4599.75,4599.64,5.533,-18.549,16.463,6.801,8.699,48.855,7.284,2.749,627.391,120.515,0.01,6.253,1.608,12.747
4599.875,4599.765,5.531,-18.548,16.174,6.984,8.697,48.367,7.137,2.759,802.864,143.602,0.01,5.656,1.148,12.471
4600,4599.89,5.53,-18.546,15.852,7.256,8.704,47.821,6.906,2.767,1006.314,167.643,0.01,4.996,0.757,12.029
4600.125,4600.015,5.528,-18.544,16.108,7.927,8.721,47.797,6.7,2.773,1502.444,220.383,0.01,4.209,0.425,11.625
4600.25,4600.14,5.526,-18.542,17.033,9.142,8.753,47.792,6.549,2.775,2630.772,331.96,0.475,3.308,0.189,11.476
4600.375,4600.265,5.525,-18.54,17.529,9.794,8.777,47.859,6.445,2.772,3758.709,437.593,0.748,2.16,0.045,14.079
4600.5,4600.39,5.523,-18.538,17.526,10.036,8.815,48.096,6.093,2.768,5886.168,632.133,0.851,1.958,0.033,13.35
4600.625,4600.515,5.522,-18.536,17.188,9.734,8.823,48.297,5.877,2.771,6521.451,689.268,0.723,2.09,0.04,11.786
4600.75,4600.64,5.52,-18.534,16.814,9.237,8.809,48.331,5.661,2.784,6366.923,676.067,0.514,2.301,0.056,10.866
4600.875,4600.765,5.518,-18.532,16.598,8.818,8.781,48.365,5.563,2.8,5590.975,608.51,0.339,2.598,0.084,10.372
4601,4600.89,5.517,-18.53,16.506,8.628,8.761,48.287,5.672,2.81,4745.472,534.733,0.26,3.018,0.139,10.002
4601.125,4601.015,5.515,-18.529,16.407,8.573,8.749,48.113,6.18,2.796,3312.766,404.237,0.237,4.063,0.378,8.494
4601.25,4601.14,5.514,-18.527,16.654,8.738,8.75,48.01,6.357,2.776,2721.261,346.476,0.306,4.42,0.501,8.874
4601.375,4601.265,5.512,-18.525,17.635,9.45,8.75,47.756,6.175,2.745,2179.885,291.269,0.604,4.505,0.534,9.545
4601.5,4601.39,5.51,-18.523,18.756,10.269,8.751,47.705,5.922,2.73,1975.733,271.303,0.949,4.247,0.438,10.602
4601.625,4601.515,5.509,-18.521,19.838,10.972,8.762,47.471,5.757,2.728,1949.116,271.425,1.249,3.897,0.328,11.609
4601.75,4601.64,5.507,-18.519,20.506,11.369,8.819,47.34,5.559,2.737,1995.746,282.549,1.419,3.6,0.251,12.4
4601.875,4601.765,5.506,-18.517,20.207,11.202,8.912,47.252,5.325,2.752,2055.786,296.204,1.348,3.379,0.203,13.03
4602,4601.89,5.504,-18.515,19.397,10.706,8.994,47.228,5.149,2.763,2068.122,303.046,1.135,3.354,0.198,13.171
4602.125,4602.015,5.502,-18.513,18.841,10.393,9.093,47.274,5.004,2.768,1960.146,298.906,1.002,3.304,0.189,13.683
4602.25,4602.14,5.501,-18.512,19.442,10.928,9.124,47.606,5.032,2.766,1851.136,288.936,1.23,3.208,0.171,14.649
4602.375,4602.265,5.499,-18.51,20.584,12.082,9.177,47.798,5.15,2.769,1674.5,269.324,1.727,3.149,0.161,15.555
4602.5,4602.39,5.498,-18.508,20.882,12.589,9.226,48.341,5.197,2.778,1559.473,255.185,1.948,3.203,0.17,15.879
4602.625,4602.515,5.496,-18.506,20.632,12.764,9.265,48.962,5.144,2.795,1471.092,242.772,2.025,3.348,0.197,15.69
4602.75,4602.64,5.495,-18.504,20.427,13.072,9.281,49.261,5.076,2.818,1377.441,228.425,2.16,3.468,0.222,15.536
4602.875,4602.765,5.493,-18.502,20.334,13.317,9.247,49.915,5.119,2.821,1345.354,222.902,2.268,3.595,0.25,15.199
4603,4602.89,5.492,-18.5,19.474,13.355,9.127,50.034,5.428,2.784,1350.941,223.263,2.284,3.85,0.315,14.149
4603.125,4603.015,5.49,-18.498,18.618,13.023,9.072,50.298,5.734,2.752,1391.81,230.243,2.138,4.235,0.434,12.627
4603.25,4603.14,5.488,-18.496,18.017,12.68,9.038,50.296,6.077,2.728,1455.368,241.691,1.988,4.559,0.556,11.371
4603.375,4603.265,5.487,-18.494,18.06,12.615,9,50.094,6.439,2.723,1582.74,267.702,1.96,4.611,0.578,10.858
4603.5,4603.39,5.485,-18.493,18.19,12.527,8.972,49.558,6.508,2.734,1659.203,287.284,1.921,4.317,0.463,11.362
4603.625,4603.515,5.484,-18.491,17.816,11.957,8.948,49.423,6.428,2.747,1646.197,296.568,1.673,4.37,0.482,11.296
4603.75,4603.64,5.482,-18.489,17.214,11.024,8.912,48.789,6.371,2.753,1527.453,293.56,1.271,4.47,0.521,11.486
4603.875,4603.765,5.481,-18.487,17.355,10.773,8.872,48.559,6.389,2.749,1400.505,281.147,1.164,4.456,0.515,12.227
4604,4603.89,5.479,-18.485,18.351,10.856,8.777,48.288,6.459,2.736,1176.23,252.152,1.199,4.418,0.501,13.145
4604.125,4604.015,5.478,-18.483,18.283,10.751,8.742,48.273,6.48,2.728,1089.794,238.619,1.155,4.561,0.557,13.372
4604.25,4604.14,5.476,-18.481,17.484,10.508,8.734,48.266,6.403,2.721,1034.123,228.717,1.051,4.699,0.616,13.314
4604.375,4604.265,5.475,-18.479,16.862,10.42,8.749,48.306,6.266,2.721,1029.038,227.115,1.014,4.714,0.622,13.22
4604.5,4604.39,5.473,-18.477,16.935,10.595,8.777,48.396,6.194,2.73,1068.893,234.026,1.088,4.569,0.56,13.244
4604.625,4604.515,5.472,-18.475,17.396,10.906,8.862,48.374,6.31,2.747,1199.912,259.176,1.221,4.315,0.463,13.438
4604.75,4604.64,5.47,-18.474,17.468,10.882,8.919,48.277,6.413,2.747,1283.813,275.645,1.211,4.195,0.421,13.224
4604.875,4604.765,5.469,-18.472,17.348,10.667,8.971,47.914,6.45,2.738,1367.489,291.486,1.119,4.066,0.379,13.105
4605,4604.89,5.467,-18.47,16.874,9.917,9.045,47.826,6.352,2.724,1516.763,316.214,0.8,4.014,0.363,12.79
4605.125,4605.015,5.465,-18.468,16.619,9.442,9.107,47.265,6.357,2.729,1600.077,327.333,0.6,4.06,0.377,12.21
4605.25,4605.14,5.464,-18.466,16.762,9.112,9.298,46.921,6.514,2.747,1729.512,340.909,0.462,4.084,0.384,11.712
4605.375,4605.265,5.462,-18.464,17.259,9.054,9.59,46.61,6.668,2.768,1887.147,355.929,0.438,3.983,0.353,11.5
4605.5,4605.39,5.461,-18.462,17.72,9.145,9.863,46.162,6.636,2.778,2042.125,371.45,0.476,3.695,0.275,11.732
4605.625,4605.515,5.459,-18.46,18.585,9.404,10.173,46.098,6.257,2.784,2400.083,411.368,0.584,3.286,0.185,12.439
