Depth,TVD,DX,DY,GR,KTH,CAL,AC,DEN,RT,RXO,SH,POR,SW,PERM
4585.875,4585.796,-3.85,-19.536,15.699,8.14,8.886,44.414,2.859,2517.472,1966.171,0.058,1,35.542,0.004
4586,4585.921,-3.85,-19.536,15.439,8.403,8.781,44.453,2.851,2556.092,2005.802,0.167,1,34.082,0.005
4586.125,4586.046,-3.85,-19.537,15.968,9.409,8.684,44.433,2.839,2577.763,2044.771,0.586,1,32.716,0.005
4586.25,4586.171,-3.85,-19.537,17.009,11.16,8.643,44.323,2.83,2542.875,2045.548,1.33,2,28.432,0.008
4586.375,4586.296,-3.849,-19.538,17.721,12.709,8.644,44.148,2.827,2486.314,2013.429,2.001,2,27.962,0.009
4586.5,4586.421,-3.849,-19.538,17.596,13.32,8.657,43.931,2.827,2509.46,2014.419,2.269,2,29.68,0.008
4586.625,4586.546,-3.849,-19.539,16.69,12.955,8.668,43.651,2.827,2734.708,2138.678,2.108,2,26.516,0.01
4586.75,4586.671,-3.848,-19.539,15.822,12.373,8.677,43.562,2.826,3142.711,2383.315,1.854,2,25.463,0.009
4586.875,4586.796,-3.848,-19.54,15.505,12.044,8.685,43.567,2.824,3608.878,2669.646,1.711,2,26.461,0.006
4587,4586.921,-3.848,-19.54,15.691,11.964,8.691,43.656,2.822,3887.835,2840.692,1.676,1,27.954,0.004
4587.125,4587.046,-3.848,-19.54,16.162,12.011,8.695,43.811,2.822,3825.055,2789.111,1.697,1,27.447,0.005
4587.25,4587.171,-3.847,-19.541,16.9,12.137,8.708,44.034,2.824,3441.924,2518.533,1.751,1,28.07,0.005
4587.375,4587.296,-3.847,-19.541,17.613,12.222,8.745,44.146,2.825,2948.04,2160.607,1.788,1,30.304,0.005
4587.5,4587.421,-3.847,-19.542,17.814,12.043,8.779,44.405,2.826,2535.834,1850.186,1.711,1,32.25,0.005
4587.625,4587.546,-3.847,-19.542,17.237,11.45,8.78,44.69,2.825,2271.713,1642.7,1.454,2,28.415,0.01
4587.75,4587.671,-3.846,-19.543,16.244,10.596,8.754,44.902,2.826,2141.551,1535.659,1.088,2,26.237,0.015
4587.875,4587.796,-3.846,-19.543,15.508,9.969,8.745,45.035,2.83,2123.001,1515.055,0.822,2,26.197,0.015
4588,4587.921,-3.846,-19.544,15.361,9.824,8.768,44.984,2.834,2207.445,1577.572,0.761,2,25.326,0.016
4588.125,4588.046,-3.846,-19.544,15.451,9.875,8.791,44.886,2.829,2368.563,1705.403,0.783,2,22.468,0.022
4588.25,4588.171,-3.845,-19.545,15.252,9.752,8.799,44.786,2.814,2587.776,1882.842,0.731,3,18.681,0.035
4588.375,4588.296,-3.845,-19.545,14.798,9.425,8.813,44.736,2.793,2851.965,2094.871,0.593,3,15.227,0.06
4588.5,4588.421,-3.845,-19.545,14.61,9.18,8.862,44.756,2.775,3101.016,2288.703,0.49,3,12.961,0.088
4588.625,4588.546,-3.845,-19.546,14.856,9.168,8.937,44.766,2.766,3283.719,2421.095,0.485,4,11.583,0.115
4588.75,4588.671,-3.844,-19.546,15.227,9.316,8.993,44.848,2.766,3370.617,2463.719,0.547,4,11.021,0.128
4588.875,4588.796,-3.844,-19.547,15.304,9.334,9.011,44.933,2.77,3401.106,2443.581,0.555,4,10.889,0.131
4589,4588.921,-3.844,-19.547,15.177,9.216,9.038,44.984,2.775,3416.964,2386.462,0.506,4,11.063,0.123
4589.125,4589.046,-3.843,-19.548,15.262,9.232,9.154,44.975,2.791,3472.214,2320.559,0.512,4,11.604,0.103
4589.25,4589.171,-3.843,-19.548,15.76,9.514,9.337,44.898,2.817,3628.35,2285.19,0.631,3,12.788,0.071
4589.375,4589.296,-3.843,-19.549,16.559,9.959,9.496,44.639,2.842,3968.743,2323.711,0.818,2,16.071,0.029
4589.5,4589.421,-3.843,-19.549,17.253,10.293,9.534,44.489,2.853,4652.4,2490.676,0.96,1,29.5,0.003
4589.625,4589.546,-3.842,-19.55,17.674,10.423,9.466,44.395,2.852,5891.079,2845.127,1.015,1,34.508,0.001
4589.75,4589.671,-3.842,-19.55,17.858,10.443,9.346,44.373,2.844,8203.242,3571.377,1.023,1,31.435,0.001
4589.875,4589.796,-3.842,-19.551,17.873,10.494,9.22,44.382,2.833,12030.933,4930.139,1.045,1,21.381,0.002
4590,4589.921,-3.842,-19.551,17.836,10.648,9.102,44.383,2.819,17144.387,6980.882,1.111,1,15.304,0.003
4590.125,4590.046,-3.841,-19.552,18.095,11.035,8.991,44.358,2.805,23077.115,9686.56,1.276,1,11.912,0.004
4590.25,4590.171,-3.841,-19.552,18.704,11.649,8.902,44.285,2.793,28466.467,12531.079,1.54,2,9.552,0.006
4590.375,4590.296,-3.841,-19.553,19.331,12.242,8.857,44.2,2.784,31573.006,14626.928,1.797,2,7.675,0.01
4590.5,4590.421,-3.841,-19.553,19.786,12.607,8.859,44.141,2.784,31095.564,15060.438,1.956,2,7.316,0.012
4590.625,4590.546,-3.84,-19.554,20.207,12.722,8.871,44.175,2.787,28604.205,14212.572,2.006,2,7.751,0.011
4590.75,4590.671,-3.84,-19.554,20.529,12.558,8.878,44.305,2.788,26142.791,12998.191,1.935,2,8.244,0.01
4590.875,4590.796,-3.84,-19.555,20.559,12.112,8.888,44.497,2.789,24536.6,12080.935,1.74,2,8.047,0.013
4591,4590.921,-3.84,-19.555,20.373,11.615,8.908,44.717,2.797,22630.148,11203.073,1.525,2,7.435,0.019
4591.125,4591.046,-3.839,-19.556,20.281,11.276,8.926,44.907,2.813,19760.988,10054.328,1.379,2,8.498,0.014
4591.25,4591.171,-3.839,-19.556,20.46,11.168,8.923,44.948,2.827,16343.439,8699.946,1.333,2,11.71,0.007
4591.375,4591.296,-3.839,-19.557,20.57,11.164,8.891,44.933,2.831,13197.083,7421.335,1.331,1,17.515,0.002
4591.5,4591.421,-3.839,-19.557,20.18,11.198,8.825,44.755,2.824,10831.461,6427.334,1.346,1,20.145,0.002
4591.625,4591.546,-3.838,-19.558,19.358,11.243,8.743,44.441,2.814,9402.718,5829.558,1.365,1,17.246,0.005
4591.75,4591.671,-3.838,-19.558,18.688,11.446,8.677,44.135,2.807,8578.985,5508.257,1.453,2,13.964,0.012
4591.875,4591.796,-3.838,-19.559,18.662,12.024,8.65,43.93,2.804,7900.897,5221.551,1.702,2,13.035,0.017
4592,4591.921,-3.837,-19.559,19.171,12.906,8.644,43.983,2.804,6968.518,4717.25,2.087,2,14.482,0.014
4592.125,4592.046,-3.837,-19.56,19.961,13.941,8.637,44.218,2.808,5742.407,3971.131,2.544,2,18.023,0.009
4592.25,4592.171,-3.837,-19.56,21.014,15.071,8.628,44.493,2.812,4342.436,3065.518,3.049,2,22.962,0.006
4592.375,4592.296,-3.837,-19.561,22.03,16.029,8.622,44.724,2.815,3014.654,2172.631,3.483,1,28.883,0.005
4592.5,4592.421,-3.836,-19.561,22.222,16.238,8.622,44.837,2.815,1955.665,1431.814,3.578,2,34.756,0.005
4592.625,4592.546,-3.836,-19.562,20.913,15.19,8.628,44.819,2.811,1331.546,972.267,3.103,2,37.287,0.009
4592.75,4592.671,-3.836,-19.562,18.937,13.477,8.636,44.757,2.805,1057.564,760.674,2.338,2,35.971,0.016
4592.875,4592.796,-3.836,-19.563,17.169,11.756,8.643,44.624,2.795,1026.399,726.912,1.586,2,31.313,0.029
4593,4592.921,-3.835,-19.563,16.215,10.593,8.645,44.5,2.786,1216.932,844.033,1.087,3,27.312,0.038
4593.125,4593.046,-3.835,-19.564,15.879,9.863,8.638,44.4,2.783,1594.881,1083.095,0.778,3,23.875,0.039
4593.25,4593.171,-3.835,-19.564,15.962,9.416,8.62,44.332,2.788,2054.657,1377.188,0.589,3,22.223,0.031
4593.375,4593.296,-3.835,-19.565,16.262,9.165,8.6,44.341,2.796,2386.667,1587.999,0.484,2,22.633,0.021
4593.5,4593.421,-3.834,-19.566,16.486,9.044,8.59,44.469,2.801,2526.911,1666.151,0.434,2,23.796,0.016
4593.625,4593.546,-3.834,-19.566,16.412,8.942,8.601,44.699,2.8,2549.398,1651.868,0.391,2,24.171,0.015
4593.75,4593.671,-3.834,-19.567,16.121,8.782,8.637,45.028,2.795,2589.8,1628.349,0.324,2,23.703,0.015
4593.875,4593.796,-3.834,-19.567,15.854,8.608,8.686,45.389,2.788,2670.725,1612.478,0.252,2,21.731,0.02
4594,4593.921,-3.833,-19.568,15.618,8.393,8.735,45.515,2.783,2749.275,1586.53,0.163,2,19.644,0.026
4594.125,4594.046,-3.833,-19.568,15.344,8.099,8.766,45.845,2.78,2777.53,1541.594,0.041,3,18.334,0.032
4594.25,4594.171,-3.833,-19.569,14.989,7.729,8.768,46.095,2.78,2738.563,1477.92,0.01,3,17.678,0.036
4594.375,4594.296,-3.833,-19.569,14.613,7.342,8.738,46.247,2.783,2641.776,1396.942,0.01,3,17.813,0.037
4594.5,4594.421,-3.832,-19.57,14.473,7.161,8.694,46.362,2.787,2558.664,1324.209,0.01,3,18.378,0.036
4594.625,4594.546,-3.832,-19.57,14.604,7.234,8.652,46.471,2.793,2548.83,1288.241,0.01,3,19.095,0.032
4594.75,4594.671,-3.832,-19.571,14.656,7.41,8.626,46.487,2.795,2632.801,1303.26,0.01,3,18.956,0.032
4594.875,4594.796,-3.832,-19.572,14.261,7.399,8.618,46.45,2.792,2749.528,1335.412,0.01,3,17.793,0.037
4595,4594.921,-3.831,-19.572,13.524,7.186,8.629,46.344,2.787,2870.271,1362.572,0.01,3,16.354,0.045
4595.125,4595.046,-3.831,-19.573,13.087,7.096,8.646,46.131,2.784,3026.607,1395.063,0.01,3,15.095,0.055
4595.25,4595.171,-3.831,-19.573,13.223,7.341,8.655,45.851,2.78,3246.23,1450.551,0.01,3,13.918,0.064
4595.375,4595.296,-3.831,-19.574,13.843,7.966,8.653,45.721,2.775,3519.708,1525.32,0.01,3,12.821,0.074
4595.5,4595.421,-3.83,-19.574,14.805,8.958,8.645,45.356,2.774,3826.158,1604.364,0.398,3,12.304,0.074
4595.625,4595.546,-3.83,-19.575,15.656,9.918,8.64,45.048,2.782,4141.398,1680.214,0.801,3,12.713,0.058
4595.75,4595.671,-3.83,-19.576,15.781,10.275,8.64,44.92,2.794,4418.232,1744.433,0.952,3,13.954,0.038
4595.875,4595.796,-3.83,-19.576,15.244,10.068,8.645,45.016,2.802,4578.094,1775.209,0.864,2,15.164,0.026
4596,4595.921,-3.829,-19.577,14.791,9.845,8.655,45.341,2.8,4587.555,1757.719,0.77,2,15.107,0.026
4596.125,4596.046,-3.829,-19.577,14.978,9.892,8.665,45.628,2.787,4459.643,1692.328,0.79,3,13.564,0.039
4596.25,4596.171,-3.829,-19.578,15.408,9.905,8.669,45.82,2.771,4294.306,1615.942,0.795,3,11.804,0.066
4596.375,4596.296,-3.829,-19.578,15.562,9.616,8.67,45.911,2.757,4166.321,1561.521,0.673,4,10.619,0.1
4596.5,4596.421,-3.828,-19.579,15.337,9.071,8.682,45.908,2.754,4130.683,1553.087,0.445,4,10.176,0.118
4596.625,4596.546,-3.828,-19.58,15.014,8.523,8.7,45.826,2.758,4192.256,1583.213,0.216,4,10.43,0.108
4596.75,4596.671,-3.828,-19.58,14.831,8.092,8.709,45.72,2.768,4350.388,1644.318,0.038,3,11.262,0.079
4596.875,4596.796,-3.828,-19.581,14.919,7.8,8.695,45.68,2.777,4531.862,1712.819,0.01,3,12.017,0.059
4597,4596.921,-3.827,-19.581,15.11,7.641,8.675,45.854,2.777,4567.696,1736.87,0.01,3,11.878,0.059
4597.125,4597.046,-3.827,-19.582,15.069,7.568,8.663,46.259,2.765,4302.215,1661.767,0.01,3,10.572,0.093
4597.25,4597.171,-3.827,-19.583,14.742,7.519,8.667,46.764,2.749,3746.927,1483.2,0.01,4,9.245,0.177
4597.375,4597.296,-3.827,-19.583,14.529,7.588,8.682,47.344,2.733,3118.458,1275.674,0.01,5,8.867,0.275
4597.5,4597.421,-3.826,-19.584,14.738,7.92,8.702,47.444,2.721,2615.331,1115.193,0.01,5,8.924,0.366
4597.625,4597.546,-3.826,-19.584,15.253,8.452,8.718,47.386,2.713,2302.904,1029.904,0.187,6,9.08,0.441
4597.75,4597.671,-3.826,-19.585,15.663,8.939,8.728,47.296,2.708,2122.687,996.866,0.39,6,9.407,0.458
4597.875,4597.796,-3.826,-19.586,15.645,9.169,8.734,47.214,2.711,2039.138,1002.823,0.486,6,9.825,0.43
4598,4597.921,-3.825,-19.586,15.292,9.144,8.742,47.219,2.72,2011.885,1034.417,0.475,5,10.539,0.351
4598.125,4598.046,-3.825,-19.587,14.66,8.936,8.754,47.256,2.731,1994.529,1070.455,0.388,5,11.341,0.277
4598.25,4598.171,-3.825,-19.587,13.874,8.669,8.77,47.352,2.739,1941.014,1081.979,0.277,5,12.031,0.235
4598.375,4598.296,-3.825,-19.588,13.386,8.598,8.783,47.42,2.743,1857.801,1062.437,0.248,5,12.489,0.222
4598.5,4598.421,-3.824,-19.589,13.724,9.094,8.786,47.358,2.743,1767.074,1020.356,0.454,5,12.702,0.228
4598.625,4598.546,-3.824,-19.589,15.079,10.481,8.775,47.245,2.739,1678.017,962.919,1.04,5,12.598,0.256
4598.75,4598.671,-3.824,-19.59,16.364,11.762,8.786,47.115,2.738,1596.36,898.915,1.589,5,12.73,0.27
4598.875,4598.796,-3.824,-19.59,16.629,11.93,8.85,46.966,2.739,1548.137,841.282,1.662,5,13.127,0.26
4599,4598.921,-3.823,-19.591,15.821,10.945,8.961,46.796,2.744,1591.764,815.66,1.237,5,13.409,0.24
4599.125,4599.046,-3.823,-19.592,14.923,9.883,9.091,46.591,2.753,1780.155,840.711,0.786,4,13.887,0.187
4599.25,4599.171,-3.823,-19.592,14.752,9.333,9.253,46.395,2.764,2248.024,952.031,0.555,4,13.949,0.132
4599.375,4599.296,-3.823,-19.593,15.413,9.148,9.44,46.18,2.776,3332.119,1228.884,0.477,3,13.426,0.085
4599.5,4599.421,-3.823,-19.594,16.359,8.99,9.578,45.932,2.788,5379.435,1753.978,0.411,3,12.575,0.049
4599.625,4599.546,-3.822,-19.594,17.033,8.793,9.569,45.676,2.8,8560.688,2590.252,0.329,2,11.419,0.029
4599.75,4599.671,-3.822,-19.595,17.433,8.649,9.441,45.464,2.81,12347.044,3677.296,0.269,2,10.866,0.018
4599.875,4599.796,-3.822,-19.595,17.701,8.549,9.3,45.323,2.816,15707.598,4816.294,0.227,2,10.696,0.012
4600,4599.921,-3.822,-19.596,17.554,8.479,9.21,45.323,2.815,17493.506,5716.212,0.198,2,9.897,0.012
4600.125,4600.046,-3.821,-19.597,16.785,8.475,9.16,45.46,2.808,17326.246,6113.393,0.197,2,8.889,0.016
4600.25,4600.171,-3.821,-19.597,15.735,8.489,9.127,45.706,2.798,15458.542,5905.655,0.202,2,8.052,0.026
4600.375,4600.296,-3.821,-19.598,15.054,8.519,9.084,45.891,2.786,12590.438,5141.616,0.215,3,7.571,0.044
4600.5,4600.421,-3.821,-19.599,14.754,8.61,9.019,45.971,2.776,9798.631,4208.478,0.253,3,7.457,0.07
4600.625,4600.546,-3.82,-19.599,14.5,8.682,8.952,46.044,2.77,7735.835,3412.628,0.283,3,7.868,0.088
4600.75,4600.671,-3.82,-19.6,14.314,8.714,8.941,45.95,2.772,6750.317,2986.348,0.296,3,8.58,0.088
4600.875,4600.796,-3.82,-19.601,14.543,8.856,9.023,45.831,2.779,6537.956,2851.984,0.355,3,9.484,0.07
4601,4600.921,-3.82,-19.601,15.409,9.224,9.182,45.723,2.791,6845.199,2887.772,0.509,3,10.481,0.047
4601.125,4601.046,-3.819,-19.602,16.725,9.786,9.296,45.817,2.804,7238.51,2932.176,0.745,2,11.691,0.029
4601.25,4601.171,-3.819,-19.602,17.909,10.312,9.262,46.337,2.814,7223.511,2864.656,0.968,2,13.484,0.018
4601.375,4601.296,-3.819,-19.603,18.289,10.44,9.073,46.701,2.82,6430.256,2602.056,1.022,2,14.624,0.015
4601.5,4601.421,-3.819,-19.604,17.535,9.879,8.866,46.82,2.819,5039.078,2177.47,0.784,2,15.9,0.016
4601.625,4601.546,-3.818,-19.604,16.175,8.92,8.746,46.489,2.814,3610.75,1723.712,0.382,2,16.665,0.024
4601.75,4601.671,-3.818,-19.605,15.305,8.306,8.717,46.013,2.808,2604.179,1372.693,0.126,3,17.64,0.035
4601.875,4601.796,-3.818,-19.606,15.392,8.384,8.711,45.847,2.804,2052.172,1165.687,0.159,3,19.923,0.037
4602,4601.921,-3.818,-19.606,15.935,8.85,8.698,45.366,2.803,1791.349,1069.341,0.353,3,19.691,0.05
4602.125,4602.046,-3.818,-19.607,16.32,9.323,8.681,45.236,2.799,1711.129,1054.396,0.55,3,19.582,0.057
4602.25,4602.171,-3.817,-19.608,16.55,9.755,8.672,45.199,2.796,1721.59,1085.096,0.732,3,18.871,0.066
4602.375,4602.296,-3.817,-19.608,16.742,10.167,8.666,45.228,2.797,1802.884,1152.566,0.906,3,18.383,0.067
4602.5,4602.421,-3.817,-19.609,16.8,10.454,8.656,45.239,2.803,1941.803,1245.266,1.028,3,19.093,0.053
4602.625,4602.546,-3.817,-19.61,16.617,10.544,8.651,45.191,2.805,2105.469,1338.564,1.066,3,19.237,0.045
4602.75,4602.671,-3.816,-19.61,16.391,10.578,8.658,45.121,2.8,2271.52,1413.73,1.081,3,18.284,0.047
4602.875,4602.796,-3.816,-19.611,16.345,10.629,8.675,45.032,2.796,2440.131,1472.354,1.103,3,16.817,0.055
4603,4602.921,-3.816,-19.612,16.218,10.494,8.685,44.92,2.798,2597.587,1517.179,1.045,3,16.265,0.055
4603.125,4603.046,-3.816,-19.612,15.772,10.015,8.677,44.782,2.804,2710.302,1533.208,0.842,3,16.737,0.046
4603.25,4603.171,-3.815,-19.613,15.236,9.417,8.66,44.748,2.806,2771.78,1516.01,0.59,3,17.766,0.036
4603.375,4603.296,-3.815,-19.614,14.928,8.938,8.646,44.563,2.803,2849.492,1501.649,0.389,3,18.308,0.031
4603.5,4603.421,-3.815,-19.614,14.814,8.493,8.649,44.438,2.797,3049.554,1541.759,0.204,2,18.195,0.029
4603.625,4603.546,-3.815,-19.615,14.555,7.793,8.665,44.347,2.794,3440.314,1658.008,0.01,2,17.35,0.029
4603.75,4603.671,-3.814,-19.616,14.258,7.005,8.68,44.27,2.794,4071.752,1851.705,0.01,2,16.38,0.027
4603.875,4603.796,-3.814,-19.617,14.213,6.513,8.69,44.178,2.8,5166.379,2166.567,0.01,2,15.483,0.023
4604,4603.921,-3.814,-19.617,14.228,6.297,8.726,44.189,2.811,6985.515,2636.404,0.01,2,14.911,0.016
4604.125,4604.046,-3.814,-19.618,14.099,6.165,8.819,44.226,2.83,9576.81,3218.141,0.01,2,16.777,0.006
4604.25,4604.171,-3.813,-19.619,14.316,6.354,8.954,44.35,2.857,12705.119,3785.178,0.01,1,24.519,0.001
4604.375,4604.296,-3.813,-19.619,15.496,7.671,9.069,44.43,2.877,15748.229,4230.48,0.01,1,25.362,0.001
4604.5,4604.421,-3.813,-19.62,17.46,10.118,9.157,44.427,2.875,18077.1,4507.834,0.885,1,26.93,0
4604.625,4604.546,-3.813,-19.621,18.972,12.184,9.255,44.338,2.85,19186.154,4662.196,1.772,1,28.601,0
4604.75,4604.671,-3.812,-19.621,18.93,12.535,9.367,44.135,2.822,19761.531,4944.435,1.925,1,18.167,0.001
4604.875,4604.796,-3.812,-19.622,17.331,11.525,9.499,44.011,2.805,21204.488,5611.333,1.487,2,11.137,0.006
4605,4604.921,-3.812,-19.623,15.605,10.388,9.689,44.026,2.8,24791.137,6590.374,1,2,8.83,0.01
4605.125,4605.046,-3.812,-19.623,15.032,9.962,9.923,44.107,2.799,30940.133,7686.548,0.819,2,7.498,0.013
4605.25,4605.171,-3.811,-19.624,15.793,10.36,10.119,44.6,2.795,41053.754,8918.616,0.988,2,6.312,0.014
4605.375,4605.296,-3.811,-19.625,16.709,10.829,10.229,44.752,2.792,56461.867,10348.171,1.188,2,5.227,0.016
4605.5,4605.421,-3.811,-19.626,17.084,10.941,10.285,44.86,2.795,74547.164,11776.927,1.236,2,4.475,0.016
4605.625,4605.546,-3.811,-19.626,17.015,10.765,10.294,44.866,2.804,89115.359,13099.333,1.161,2,3.793,0.02
4605.75,4605.671,-3.81,-19.627,17.143,10.68,10.213,44.72,2.813,94965.469,14646.413,1.124,2,3.633,0.02
4605.875,4605.796,-3.81,-19.628,17.667,10.74,10.051,44.716,2.818,91065.617,16413.459,1.15,2,3.782,0.018
4606,4605.921,-3.81,-19.628,18.487,10.847,9.862,44.46,2.819,78248.352,17560.307,1.196,2,4.19,0.015
4606.125,4606.046,-3.81,-19.629,19.252,10.829,9.68,44.162,2.822,61164.656,17326.285,1.188,2,5.656,0.008
4606.25,4606.171,-3.809,-19.63,19.672,10.611,9.526,43.9,2.828,43964.758,15817.64,1.095,1,8.103,0.004
4606.375,4606.296,-3.809,-19.631,19.578,10.16,9.465,43.751,2.829,32092.205,13941.715,0.903,1,10.585,0.003
4606.5,4606.421,-3.809,-19.631,19.445,9.794,9.482,43.495,2.824,26258.678,12508.445,0.748,1,11.668,0.003
4606.625,4606.546,-3.809,-19.632,19.834,9.834,9.486,43.406,2.821,25177.715,11759.159,0.765,1,11.428,0.004
4606.75,4606.671,-3.808,-19.633,20.592,10.203,9.394,43.39,2.823,26035.203,11563.916,0.921,1,11.324,0.004
4606.875,4606.796,-3.808,-19.634,21.007,10.535,9.269,43.415,2.827,26323.467,11377.935,1.062,1,11.911,0.003
4607,4606.921,-3.808,-19.634,20.759,10.586,9.201,43.543,2.825,24228.488,10542.678,1.084,1,12.348,0.003
4607.125,4607.046,-3.807,-19.635,20.28,10.492,9.172,43.864,2.819,19519.121,8784.454,1.044,2,10.838,0.006
4607.25,4607.171,-3.807,-19.636,19.832,10.373,9.107,43.913,2.811,14029.765,6673.892,0.994,2,9.811,0.014
4607.375,4607.296,-3.807,-19.636,18.806,9.949,8.995,44.282,2.805,9789.841,4942.494,0.814,2,10.242,0.023
4607.5,4607.421,-3.807,-19.637,16.926,9.205,8.902,44.699,2.8,7345.734,3839.124,0.501,3,8.635,0.069
4607.625,4607.546,-3.806,-19.638,14.82,8.413,8.85,45.135,2.795,6019.768,3142.896,0.171,4,8.764,0.095
4607.75,4607.671,-3.806,-19.639,13.374,7.879,8.819,45.527,2.783,5339.176,2706.982,0.01,4,8.287,0.147
4607.875,4607.796,-3.806,-19.639,12.936,7.832,8.791,46.395,2.766,5112.38,2501.425,0.01,5,7.346,0.245
4608,4607.921,-3.806,-19.64,13.205,8.256,8.769,47.091,2.745,5128.342,2447.234,0.106,5,6.419,0.389
4608.125,4608.046,-3.805,-19.641,13.662,8.862,8.742,47.48,2.727,5123.781,2415.372,0.358,6,5.85,0.526
4608.25,4608.171,-3.805,-19.642,13.851,9.255,8.696,47.777,2.714,4973.198,2324.105,0.522,6,5.577,0.639
4608.375,4608.296,-3.805,-19.642,13.77,9.383,8.643,47.971,2.707,4622.208,2148.866,0.576,6,5.526,0.728
4608.5,4608.421,-3.805,-19.643,13.702,9.489,8.611,47.997,2.704,4038.141,1883.4,0.62,7,5.779,0.758
4608.625,4608.546,-3.804,-19.644,13.698,9.597,8.6,48.029,2.704,3343.729,1579.396,0.665,7,6.259,0.78
4608.75,4608.671,-3.804,-19.645,13.497,9.478,8.591,48.072,2.707,2720.849,1311.905,0.615,7,6.781,0.844
4608.875,4608.796,-3.804,-19.645,13.06,9.079,8.573,48.298,2.709,2237.385,1106.11,0.448,7,7.397,0.882
4609,4608.921,-3.804,-19.646,12.698,8.704,8.55,48.699,2.711,1831.535,930.614,0.292,7,7.784,1.029
4609.125,4609.046,-3.803,-19.647,12.474,8.477,8.529,49.021,2.712,1459.182,762.734,0.197,7,8.473,1.117
4609.25,4609.171,-3.803,-19.648,12.254,8.307,8.521,49.279,2.71,1141.472,614.293,0.127,7,9.505,1.149
4609.375,4609.296,-3.803,-19.648,12.026,8.171,8.521,49.048,2.706,923.292,511.373,0.071,7,10.624,1.157
4609.5,4609.421,-3.802,-19.649,12.118,8.337,8.531,48.622,2.7,834.941,473.212,0.139,7,11.65,1.082
4609.625,4609.546,-3.802,-19.65,12.632,8.93,8.545,48.143,2.7,848.204,487.556,0.386,7,12.16,0.957
4609.75,4609.671,-3.802,-19.651,13.088,9.513,8.558,47.607,2.706,925.034,534.964,0.63,7,12.198,0.836
4609.875,4609.796,-3.802,-19.651,13.108,9.614,8.566,47.263,2.717,1018.489,589.682,0.673,6,12.257,0.694
4610,4609.921,-3.801,-19.652,13.123,9.521,8.57,46.934,2.725,1088.159,628.751,0.633,6,12.382,0.59
4610.125,4610.046,-3.801,-19.653,13.28,9.41,8.572,46.792,2.729,1117.289,640.561,0.587,6,12.414,0.549
4610.25,4610.171,-3.801,-19.654,13.188,8.949,8.579,47.15,2.726,1118.633,627.442,0.394,6,12.355,0.553
4610.375,4610.296,-3.801,-19.655,12.74,8.1,8.593,48.023,2.718,1133.83,609.227,0.041,6,11.853,0.63
4610.5,4610.421,-3.8,-19.655,12.579,7.439,8.613,48.738,2.704,1196.797,604.664,0.01,6,11.133,0.727
4610.625,4610.546,-3.8,-19.656,13.29,7.374,8.623,49.02,2.685,1304.513,619.654,0.01,7,10.064,0.891
4610.75,4610.671,-3.8,-19.657,14.308,7.683,8.62,48.718,2.67,1418.583,640.475,0.01,7,9.036,1.105
4610.875,4610.796,-3.799,-19.658,14.851,8.026,8.609,48.146,2.666,1529.293,659.626,0.011,8,8.376,1.255
4611,4610.921,-3.799,-19.658,14.993,8.274,8.604,47.64,2.675,1680.307,691.403,0.113,8,8.077,1.232
4611.125,4611.046,-3.799,-19.659,15.225,8.591,8.605,47.217,2.69,1904.238,749.467,0.245,7,7.861,1.106
4611.25,4611.171,-3.799,-19.66,15.738,9.058,8.611,47.103,2.706,2192.094,831.195,0.439,7,7.75,0.92
4611.375,4611.296,-3.798,-19.661,16.132,9.37,8.625,47.122,2.715,2487.525,915.474,0.57,7,7.618,0.779
4611.5,4611.421,-3.798,-19.662,16.046,9.211,8.644,47.346,2.715,2749.104,990.06,0.503,6,7.369,0.725
4611.625,4611.546,-3.798,-19.662,15.412,8.526,8.649,47.848,2.71,2918.593,1040.837,0.218,6,7.116,0.719
4611.75,4611.671,-3.798,-19.663,14.673,7.767,8.631,48.402,2.706,2972.342,1060.311,0.01,6,6.987,0.728
4611.875,4611.796,-3.797,-19.664,14.11,7.295,8.597,48.704,2.708,2928.564,1051.938,0.01,6,7.015,0.727
4612,4611.921,-3.797,-19.665,13.825,7.19,8.566,48.792,2.709,2828.908,1028.914,0.01,6,8.138,0.464
4612.125,4612.046,-3.797,-19.666,13.749,7.316,8.545,48.704,2.709,2680.444,993.914,0.01,6,8.056,0.519
4612.25,4612.171,-3.796,-19.666,14.017,7.708,8.534,48.485,2.706,2446.744,932.463,0.01,6,8.167,0.565
4612.375,4612.296,-3.796,-19.667,14.559,8.355,8.532,48.397,2.706,2133.103,840.133,0.147,6,8.648,0.575
4612.5,4612.421,-3.796,-19.668,15.05,9.034,8.534,48.073,2.711,1815.093,740.079,0.429,6,9.561,0.535
4612.625,4612.546,-3.796,-19.669,15.144,9.425,8.54,47.718,2.722,1549.503,652.016,0.593,6,10.987,0.441
4612.75,4612.671,-3.795,-19.67,14.901,9.479,8.544,47.405,2.736,1341.119,578.854,0.616,5,12.969,0.324
4612.875,4612.796,-3.795,-19.67,14.634,9.363,8.542,47.1,2.751,1165.869,513.793,0.567,5,15.498,0.225
4613,4612.921,-3.795,-19.671,14.46,9.213,8.539,46.768,2.76,1025.488,460.503,0.504,4,18.659,0.151
4613.125,4613.046,-3.794,-19.672,14.307,9.097,8.538,46.293,2.762,922.924,423.133,0.456,4,20.488,0.134
