Depth,GR,KTH,CAL,AC,CNL,DEN,RT,RXO,SH,POR,SW,PERM
4648.375,15.198,8.077,8.62,49.775,7.121,2.73,527.271,291.518,0.443,5.914,15.728,0.191
4648.5,15.279,8.43,8.611,49.916,7.067,2.738,436.455,242.064,0.59,5.614,16.457,0.135
4648.625,15.142,9.062,8.603,49.916,7.124,2.748,350.318,195.346,0.854,5.211,18.966,0.085
4648.75,15.076,9.449,8.597,50.127,7.264,2.753,321.107,178.772,1.017,4.411,24.623,0.033
4648.875,14.825,10.016,8.587,50.408,7.896,2.766,288.258,158.961,1.256,3.766,31.983,0.016
4649,14.598,10.338,8.585,50.759,8.858,2.773,277.393,151.005,1.393,3.331,38.214,0.01
4649.125,14.744,10.592,8.587,51.181,9.299,2.773,277.503,149.822,1.502,2.944,44.704,0.006
4649.25,15.771,11.378,8.591,51.181,9.849,2.761,285.36,151.625,1.839,3.279,38.377,0.009
4649.375,16.363,11.679,8.591,51.674,9.929,2.751,292.772,154.621,1.969,3.039,41.674,0.007
4649.5,16.782,11.498,8.587,52.166,9.842,2.727,317.339,166.474,1.891,3.25,36.569,0.009
4649.625,16.265,10.466,8.589,52.588,9.738,2.707,361.311,189.263,1.448,3.566,30.226,0.013
4649.75,15.908,9.838,8.591,52.799,9.708,2.7,390.799,204.816,1.181,3.663,27.96,0.014
4649.875,15.372,8.756,8.589,52.869,9.506,2.696,454.48,239.244,0.726,3.86,24.032,0.018
4650,15.258,8.185,8.578,52.869,8.974,2.703,502.82,267.916,0.488,3.632,24.545,0.014
4650.125,15.317,8.053,8.572,52.799,8.685,2.708,515.784,277.555,0.433,3.512,25.257,0.012
4650.25,15.731,8.119,8.568,52.658,8.407,2.724,523.316,288.667,0.461,3.089,29.504,0.007
4650.375,16.435,8.487,8.58,52.377,8.585,2.74,527.334,296.238,0.614,2.862,32.373,0.006
4650.5,16.749,8.779,8.592,51.955,8.74,2.746,535.494,300.616,0.735,3.106,28.921,0.007
4650.625,16.763,9.326,8.615,51.955,8.951,2.754,554.748,303.14,0.965,2.821,32.061,0.005
4650.75,15.598,9.208,8.632,51.392,8.884,2.751,515.709,272.997,0.915,3.504,25.337,0.012
4650.875,15.049,9.023,8.638,50.759,8.715,2.746,456.887,240.628,0.838,4.312,20.815,0.03
4651,15.54,9.266,8.645,50.127,8.124,2.737,293.661,158.821,0.94,5.087,21.585,0.073
4651.125,16.448,9.652,8.645,49.494,7.77,2.736,219.031,122.298,1.102,5.51,22.966,0.12
4651.25,18.001,10.157,8.637,48.931,7.058,2.744,133.345,79.318,1.316,4.937,34.85,0.062
4651.375,17.697,9.559,8.628,48.931,6.488,2.766,126.192,80.215,1.063,4.298,42.88,0.029
4651.5,17.075,8.97,8.624,48.509,6.344,2.78,151.679,100.246,0.815,3.863,44.324,0.018
4651.625,15.967,7.967,8.615,48.298,6.543,2.805,297.353,194.449,0.398,3.238,38.108,0.009
4651.75,15.683,7.681,8.603,48.368,7.309,2.82,548.338,345.49,0.28,2.965,30.289,0.006
4651.875,15.879,7.774,8.598,48.72,7.713,2.822,668.998,419.349,0.318,3.023,28.218,0.007
4652,16.924,8.295,8.595,48.72,8.145,2.813,807.99,510.282,0.534,3.323,25.988,0.009
4652.125,17.841,8.798,8.603,49.283,8.106,2.793,769.312,491.192,0.743,3.951,22.349,0.02
4652.25,17.876,8.88,8.609,49.986,8.049,2.781,688.905,441.749,0.778,4.415,20.287,0.034
4652.375,17.06,8.662,8.62,50.689,8.113,2.753,454.487,296.551,0.687,4.111,22.182,0.024
4652.5,16.446,8.483,8.623,51.322,8.246,2.74,333.868,221.978,0.612,3.909,28.104,0.019
4652.625,15.232,8.129,8.616,51.814,8.603,2.715,168.247,115.208,0.465,4.308,36.412,0.03
4652.75,14.792,8.061,8.592,51.814,8.952,2.699,120.426,78.794,0.437,7.589,21.336,1.336
4652.875,15.017,8.207,8.578,52.025,9.137,2.695,126.695,82.85,0.497,4.811,37.068,0.053
4653,16.092,8.696,8.562,52.025,9.429,2.695,214.923,138.81,0.701,4.775,27.856,0.051
4653.125,16.877,8.853,8.575,51.744,9.29,2.7,425.544,257.985,0.766,4.849,18.696,0.056
4653.25,16.789,8.631,8.587,51.463,9.047,2.702,547.034,325.106,0.674,5.072,17.979,0.072
4653.375,15.927,7.857,8.609,51.463,8.505,2.706,717.244,422.86,0.352,4.984,18.254,0.065
4653.5,15.103,7.338,8.621,51.111,8.113,2.711,748.985,448.03,0.139,5.216,17.547,0.085
4653.625,14.903,7.292,8.623,50.83,7.968,2.716,739.232,443.436,0.12,5.334,17.208,0.098
4653.75,15.037,7.603,8.619,50.549,7.806,2.728,730.5,428.615,0.248,5.159,17.716,0.08
4653.875,15.963,8.522,8.624,50.267,7.855,2.736,739.052,415.864,0.628,5.047,18.056,0.07
4654,16.747,9.201,8.632,50.056,7.903,2.735,737.772,407.329,0.912,5.18,17.652,0.082
4654.125,18.154,10.385,8.645,50.056,7.891,2.724,704.284,380.595,1.413,5.278,17.366,0.091
4654.25,18.292,10.517,8.642,49.986,7.829,2.716,673.335,363.345,1.47,6.023,15.48,0.217
4654.375,17.113,9.571,8.615,50.267,7.771,2.699,607.626,330.368,1.068,5.954,15.636,0.2
4654.5,15.572,8.225,8.59,50.83,7.888,2.688,568.403,311.4,0.505,6.024,15.479,0.217
4654.625,15.347,7.944,8.587,51.674,7.994,2.686,560.985,308.315,0.388,5.279,17.364,0.092
4654.75,15.66,8.01,8.598,52.588,8.305,2.684,556.428,309.349,0.416,4.428,20.238,0.034
4654.875,15.539,7.973,8.608,52.588,8.731,2.682,544.256,308.466,0.4,4.583,19.641,0.041
4655,15.161,7.751,8.607,53.361,8.905,2.681,529.149,303.49,0.309,3.87,22.754,0.018
4655.125,14.476,7.174,8.594,53.783,8.999,2.682,477.433,281.824,0.071,3.505,26.438,0.012
4655.25,14.393,6.509,8.574,53.783,8.894,2.687,409.264,250.757,0.01,3.347,30.565,0.01
4655.375,14.452,6.121,8.564,53.572,8.895,2.689,377.304,236.065,0.01,3.508,30.12,0.012
4655.5,14.458,5.238,8.554,53.572,9.064,2.692,331.662,216.016,0.01,3.446,33.123,0.011
4655.625,14.45,4.807,8.556,53.221,9.182,2.693,319.721,211.853,0.01,3.814,29.709,0.017
4655.75,14.732,4.099,8.567,53.01,9.397,2.693,313.021,213.421,0.01,4.084,27.553,0.023
4655.875,15.522,3.851,8.579,52.94,9.607,2.694,316.946,221.245,0.01,4.169,26.65,0.025
4656,15.967,3.933,8.584,53.01,9.693,2.695,318.33,224.133,0.01,4.079,27.334,0.023
4656.125,16.518,4.404,8.594,53.01,9.761,2.698,309.411,220.083,0.01,3.996,28.511,0.021
4656.25,16.464,5.061,8.607,53.01,9.636,2.704,274.608,197.229,0.01,3.776,32.756,0.016
4656.375,16.316,5.477,8.617,52.729,9.492,2.709,249.56,180.551,0.01,3.886,33.315,0.018
4656.5,15.951,6.503,8.644,52.166,9.014,2.723,201.496,147.791,0.01,3.938,36.909,0.019
4656.625,15.545,7.596,8.671,51.322,8.349,2.737,175.262,127.824,0.245,4.165,37.153,0.025
4656.75,15.351,8.011,8.681,50.338,7.985,2.743,171.993,124.241,0.416,5.784,24.712,0.164
4656.875,15.335,8.723,8.687,50.338,7.278,2.751,182.797,129.695,0.712,5.282,26.809,0.092
4657,16.335,9.777,8.682,49.283,6.745,2.756,215.223,150.318,1.155,4.666,28.66,0.045
4657.125,17.035,10.356,8.679,48.368,6.565,2.759,236.996,164.257,1.401,4.24,30.679,0.027
4657.25,17.913,10.94,8.674,47.665,6.239,2.767,282.222,192.393,1.651,3.661,33.552,0.014
4657.375,17.941,10.893,8.671,47.243,6.023,2.772,302.602,204.428,1.631,3.374,35.809,0.01
4657.5,17.637,10.485,8.662,47.032,5.516,2.78,336.499,223.402,1.456,3.1,37.585,0.007
4657.625,17.211,9.953,8.652,47.032,5.229,2.783,363.724,238.493,1.23,3.076,36.354,0.007
4657.75,16.896,9.634,8.651,46.962,5.223,2.781,376.049,245.593,1.095,3.172,34.304,0.008
4657.875,16.179,9.118,8.655,47.103,5.345,2.772,399.902,259.13,0.877,3.587,28.344,0.013
4658,15.502,8.781,8.655,47.384,5.464,2.76,422.903,270.495,0.736,4.095,23.211,0.023
4658.125,15.053,8.562,8.653,47.736,5.545,2.754,433.344,274.829,0.645,4.41,20.833,0.033
4658.25,14.321,8.155,8.65,47.736,5.895,2.743,448.851,279.781,0.476,4.9,18.528,0.059
4658.375,14.932,8.554,8.66,48.017,6.506,2.735,448.844,274.746,0.642,5.222,17.529,0.086
4658.5,15.648,9.017,8.67,48.228,6.82,2.73,440.21,268.301,0.835,5.366,17.118,0.101
4658.625,16.463,9.787,8.694,48.368,7.218,2.719,408.642,249.4,1.159,5.608,16.475,0.134
4658.75,16.264,9.874,8.704,48.439,7.26,2.713,389.831,239.044,1.196,5.785,16.033,0.165
4658.875,15.366,9.759,8.712,48.368,7.102,2.705,355.83,221.045,1.148,6.001,15.709,0.212
4659,15.175,9.958,8.7,48.368,6.769,2.705,330.058,208.064,1.232,5.892,16.769,0.186
4659.125,15.478,10.25,8.691,48.298,6.582,2.707,319.191,202.882,1.356,5.708,17.791,0.151
4659.25,16.234,10.694,8.676,48.298,6.286,2.711,299.141,193.722,1.545,5.435,19.637,0.11
4659.375,16.196,10.319,8.672,48.439,6.248,2.712,280.707,185.162,1.385,5.536,19.875,0.123
4659.5,15.881,9.89,8.672,48.72,6.34,2.711,272.037,180.838,1.203,5.757,19.241,0.159
4659.625,15.453,9.276,8.674,49.072,6.71,2.706,255.145,171.375,0.944,6.196,18.162,0.265
4659.75,15.869,9.401,8.682,49.072,7.236,2.7,236.657,159.679,0.996,6.443,18.021,0.353
4659.875,16.171,9.559,8.687,49.564,7.499,2.696,226.164,152.834,1.063,6.683,17.641,0.467
4660,16.386,9.578,8.687,50.127,7.909,2.687,203.669,138.434,1.071,7.147,17.173,0.8
4660.125,15.925,9.171,8.672,50.83,8.219,2.675,184.279,126.758,0.9,6.299,21.33,0.299
4660.25,15.737,8.999,8.661,51.533,8.417,2.67,178.186,123.353,0.828,5.807,24.104,0.169
4660.375,15.887,8.927,8.643,51.533,8.968,2.663,177.105,123.142,0.797,6.144,22.509,0.25
4660.5,16.081,8.904,8.638,52.166,9.273,2.663,182.57,126.496,0.788,5.554,25.167,0.126
4660.625,16.078,8.539,8.628,52.658,9.706,2.67,202.419,138.724,0.635,4.98,27.303,0.065
4660.75,15.555,7.942,8.614,53.01,9.713,2.682,225.023,153.526,0.387,4.342,30.646,0.031
4660.875,15.497,7.8,8.606,53.221,9.595,2.689,234.007,159.822,0.329,3.896,34.417,0.018
4661,16.12,7.965,8.597,53.221,9.333,2.7,244.797,168.116,0.397,3.466,38.956,0.011
4661.125,16.603,8.079,8.606,53.221,9.104,2.705,249.275,171.913,0.444,3.243,41.967,0.009
4661.25,16.497,7.991,8.614,53.01,8.978,2.705,250.883,172.984,0.408,3.455,38.572,0.011
4661.375,15.852,7.603,8.628,52.588,8.695,2.704,253.303,173.626,0.248,3.941,32.445,0.019
4661.5,15.323,7.206,8.633,51.955,8.391,2.708,250.484,170.285,0.084,4.493,27.634,0.037
4661.625,15.208,7.058,8.635,51.111,8.191,2.713,245.563,166.53,0.024,5.219,23.084,0.085
4661.75,15.195,6.885,8.642,51.111,7.678,2.73,229.551,155.701,0.01,4.57,28.392,0.04
4661.875,15.822,7.025,8.645,50.197,7.184,2.752,211.294,143.99,0.01,4.736,28.416,0.049
4662,16.296,7.196,8.64,49.353,6.973,2.762,203.679,139.214,0.08,4.961,27.337,0.063
4662.125,16.675,7.449,8.615,48.79,6.623,2.777,193.816,133.518,0.184,4.288,33.837,0.029
4662.25,16.519,7.511,8.598,48.509,6.505,2.782,191.701,132.834,0.21,4.054,36.57,0.022
4662.375,16.302,7.849,8.571,48.509,6.557,2.783,193.083,135.781,0.349,3.981,37.277,0.02
4662.5,16.945,8.84,8.558,48.509,7.101,2.781,202.674,144.085,0.761,3.991,36.165,0.021
4662.625,17.388,9.396,8.553,48.72,7.488,2.781,210.343,150.025,0.994,4.014,35.172,0.021
4662.75,17.753,9.935,8.543,49.142,8.228,2.788,229.258,164.764,1.222,3.941,34.304,0.019
4662.875,17.769,9.852,8.536,49.634,8.773,2.804,249.335,181.185,1.187,3.675,35.785,0.014
4663,17.893,9.793,8.536,50.056,8.967,2.814,258.213,188.509,1.162,2.932,46.786,0.006
4663.125,18.097,9.575,8.539,50.056,9.151,2.831,268.806,197.232,1.07,2.482,56.578,0.004
4663.25,17.788,8.965,8.537,50.267,9.06,2.836,265.354,195.393,0.813,2.149,68.463,0.002
4663.375,17.427,8.557,8.535,50.267,8.989,2.833,259.494,191.454,0.643,2.265,64.83,0.003
4663.5,16.698,7.851,8.532,50.127,9.028,2.813,246.801,182.338,0.35,3.119,44.346,0.007
4663.625,16.503,7.654,8.534,49.916,9.129,2.799,242.397,178.852,0.269,4.225,30.432,0.027
4663.75,16.417,7.494,8.546,49.775,9.29,2.765,240.016,176.303,0.203,5.344,22.689,0.099
4663.875,16.608,7.613,8.564,49.775,9.271,2.736,246.303,180.007,0.252,6.243,18.346,0.28
4664,16.67,7.71,8.57,49.775,9.188,2.726,251.886,183.642,0.292,6.524,17.128,0.388
4664.125,16.681,7.856,8.572,49.845,8.925,2.722,265.277,193.162,0.352,6.58,16.461,0.414
4664.25,16.951,8.029,8.572,49.916,8.603,2.734,281.226,205.789,0.423,6.115,17.49,0.242
4664.375,17.209,8.175,8.575,49.845,8.435,2.743,290.223,213.261,0.484,5.761,18.542,0.16
4664.5,17.618,8.506,8.588,49.845,8.1,2.761,307.4,227.969,0.622,5.079,21.083,0.073
4664.625,17.537,8.572,8.603,49.634,7.767,2.778,316.914,236.794,0.649,4.444,24.57,0.035
4664.75,17.431,8.478,8.609,49.283,7.663,2.785,316.921,237.537,0.61,4.163,26.699,0.025
4664.875,17.736,8.235,8.611,48.861,7.657,2.798,306.815,231.584,0.509,3.725,31.319,0.015
4665,18.084,7.745,8.598,48.439,7.757,2.806,286.405,218.481,0.306,3.497,35.284,0.012
4665.125,18.041,7.355,8.589,48.158,7.816,2.805,274.782,210.916,0.145,3.554,35.374,0.012
4665.25,17.638,6.443,8.573,48.158,8.053,2.794,254.549,197.594,0.01,4.007,31.683,0.021
4665.375,17.482,6.014,8.57,48.087,8.242,2.784,247.598,193.082,0.01,4.36,28.898,0.031
4665.5,17.234,5.29,8.568,48.228,8.622,2.763,241.656,190.016,0.01,5.137,23.769,0.078
4665.625,16.249,4.697,8.568,48.439,8.828,2.751,245.12,194.765,0.01,5.597,21.14,0.132
4665.75,15.504,4.54,8.568,48.65,8.877,2.75,249.823,199.618,0.01,5.669,20.581,0.144
4665.875,14.26,4.592,8.567,48.79,8.957,2.756,265.792,213.534,0.01,5.51,20.613,0.12
4666,13.749,4.929,8.565,48.79,9.081,2.763,291.131,232.559,0.01,5.308,20.543,0.095
4666.125,13.83,5.19,8.564,48.861,9.172,2.766,306.349,243.728,0.01,5.239,20.302,0.087
4666.25,14.477,5.919,8.567,48.861,9.362,2.767,338.276,267.945,0.01,5.246,19.178,0.088
4666.375,15.243,6.543,8.578,48.861,9.381,2.762,366.695,290.24,0.01,5.412,17.62,0.107
4666.5,15.545,6.691,8.584,48.79,9.294,2.758,377.107,298.419,0.01,5.514,16.939,0.12
4666.625,16.14,6.837,8.59,48.79,8.975,2.746,386.831,305.902,0.01,5.837,15.908,0.175
4666.75,16.465,6.888,8.59,48.65,8.757,2.739,386.291,305.332,0.01,6,15.531,0.211
4666.875,16.47,6.686,8.588,48.439,8.244,2.724,376.899,297.866,0.01,6.353,14.778,0.318
4667,15.537,6.17,8.583,48.228,7.711,2.713,359.694,285.272,0.01,6.571,14.349,0.41
4667.125,15.287,6.066,8.581,48.017,7.487,2.711,349.856,278.422,0.01,6.561,14.369,0.405
4667.25,15.84,6.477,8.578,47.806,7.247,2.715,333.217,267.086,0.01,6.353,15.153,0.319
4667.375,16.963,7.469,8.579,47.806,7.32,2.73,325.808,262.653,0.192,5.766,17.361,0.161
4667.5,17.33,8.033,8.582,47.384,7.415,2.74,326.126,263.588,0.425,5.246,19.573,0.088
4667.625,17.978,9.355,8.592,47.173,7.514,2.76,333.307,270.513,0.977,4.275,25.094,0.029
4667.75,19.14,10.915,8.613,47.173,7.357,2.772,343.592,279.427,1.64,3.548,31.281,0.012
4667.875,19.65,11.521,8.625,46.962,7.218,2.773,346.95,282.436,1.901,3.282,34.36,0.009
4668,19.589,11.708,8.641,46.962,6.969,2.768,346.24,282.749,1.982,3.323,33.863,0.009
4668.125,18.215,10.704,8.64,47.032,6.888,2.757,336.022,275.294,1.55,3.866,28.4,0.018
4668.25,17.393,9.969,8.635,46.962,6.907,2.752,328.121,269.177,1.237,4.171,26.126,0.025
4668.375,16.178,8.57,8.624,46.962,7.002,2.748,308.254,253.716,0.648,4.686,23.323,0.046
4668.5,15.779,7.993,8.619,46.962,7.059,2.749,297.37,245.276,0.409,4.827,22.912,0.054
4668.625,15.445,7.283,8.61,47.032,7.118,2.756,277.186,229.803,0.116,4.824,23.851,0.054
4668.75,15.767,7.117,8.598,47.032,7.053,2.762,263.341,219.495,0.048,4.661,25.643,0.045
4668.875,16.057,7.124,8.591,47.103,7.006,2.764,259.898,217.057,0.051,4.595,26.302,0.041
4669,16.239,6.964,8.581,47.243,7.057,2.768,260.244,218.223,0.01,4.52,26.845,0.038
4669.125,15.523,6.569,8.58,47.314,7.409,2.772,268.45,226.976,0.01,4.472,26.744,0.036
4669.25,14.939,6.365,8.581,47.314,7.648,2.774,274.452,233.369,0.01,4.456,26.537,0.035
4669.375,14.068,6.201,8.584,47.314,8.065,2.771,288.072,247.218,0.01,4.638,24.544,0.043
4669.5,14.208,6.489,8.587,47.243,8.258,2.759,301.175,259.023,0.01,5.056,21.448,0.071
4669.625,14.498,6.703,8.589,47.103,8.287,2.75,306.784,263.682,0.01,5.334,19.83,0.098
4669.75,14.617,6.856,8.591,46.962,8.337,2.73,316.408,271.37,0.01,5.972,16.877,0.205
4669.875,14.327,6.767,8.59,46.821,8.385,2.721,321.137,274.891,0.01,6.254,15.784,0.284
4670,13.608,6.564,8.586,46.821,8.447,2.709,331.472,281.984,0.01,6.655,14.326,0.452
4670.125,13.417,6.683,8.594,46.821,8.308,2.707,342.522,289.224,0.01,6.691,14.125,0.471
4670.25,13.733,6.942,8.602,46.892,8.174,2.71,347.941,292.723,0.01,6.577,14.339,0.413
4670.375,15.023,7.74,8.619,47.032,7.929,2.719,358.44,299.009,0.304,6.012,15.608,0.214
4670.5,16.001,8.289,8.629,47.103,7.846,2.731,370.77,305.727,0.531,5.465,17.295,0.114
4670.625,16.01,8.278,8.632,47.243,7.854,2.737,379.27,310.731,0.527,5.321,17.67,0.096
4670.75,15.459,7.909,8.633,47.314,7.86,2.748,403.47,326.851,0.374,5.103,18.003,0.075
4670.875,15.318,7.715,8.634,47.314,7.657,2.756,436.575,350.098,0.294,4.865,18.645,0.057
4671,15.493,7.73,8.636,47.384,7.445,2.76,454.451,362.188,0.3,4.707,19.188,0.047
4671.125,15.643,7.724,8.64,47.314,6.894,2.766,483.879,380.534,0.297,4.401,20.346,0.033
4671.25,15.134,7.589,8.643,47.173,6.378,2.772,491.751,383.866,0.242,4.118,21.558,0.024
4671.375,14.722,7.491,8.644,46.962,6.216,2.775,485.678,379.18,0.201,3.978,22.288,0.02
4671.5,14.347,7.542,8.647,46.962,6.163,2.778,459.698,360.934,0.222,3.862,23.866,0.018
4671.625,14.584,7.799,8.649,46.751,6.264,2.777,443.788,349.658,0.328,3.818,24.696,0.017
4671.75,15.759,8.698,8.651,46.54,6.59,2.771,413.129,326.867,0.702,3.79,25.947,0.016
4671.875,16.692,9.384,8.647,46.399,6.701,2.763,386.054,305.323,0.989,3.804,26.829,0.017
4672,16.856,9.468,8.642,46.399,6.58,2.758,373.264,294.816,1.025,3.896,26.514,0.018
4672.125,16.722,9.15,8.631,46.681,6.185,2.751,346.835,273.476,0.891,4.212,25.01,0.027
4672.25,16.279,8.257,8.626,46.681,5.987,2.747,319.236,252.572,0.518,4.55,23.748,0.039
4672.375,15.957,7.646,8.63,47.243,5.992,2.747,306.968,243.599,0.265,4.828,22.504,0.054
4672.5,15.176,6.451,8.646,47.876,6.071,2.749,290.565,231.538,0.01,5.022,22.071,0.068
4672.625,14.318,5.544,8.666,48.439,6.078,2.757,287.165,228.593,0.01,4.842,23.273,0.055
4672.75,14.064,5.222,8.672,48.72,6.048,2.763,289.779,230.349,0.01,4.68,24.18,0.046
4672.875,14.21,4.849,8.665,48.72,5.957,2.777,301.236,239.062,0.01,4.208,27.094,0.026
4673,15.087,4.762,8.637,48.79,5.91,2.79,316.46,251.278,0.01,3.787,30.147,0.016
4673.125,15.543,4.808,8.62,48.579,5.936,2.797,323.544,257.336,0.01,3.536,32.49,0.012
4673.25,16.188,5.03,8.591,48.298,5.983,2.808,337.317,269.5,0.01,3.151,36.771,0.008
4673.375,16.428,5.192,8.584,47.947,5.937,2.813,345.956,276.538,0.01,2.933,39.717,0.006
4673.5,16.756,5.515,8.586,47.736,5.741,2.822,368.228,292.528,0.01,2.572,45.333,0.004
4673.625,16.624,5.917,8.601,47.736,5.616,2.829,387.955,304.214,0.01,2.32,50.216,0.003
4673.75,16.526,6.267,8.61,47.595,5.591,2.831,391.858,304.809,0.01,2.231,52.497,0.003
4673.875,16.911,7.591,8.628,47.665,5.521,2.83,379.319,290.627,0.243,2.201,54.369,0.003
4674,17.986,9.304,8.641,47.736,5.423,2.824,341.632,259.317,0.956,2.199,57.721,0.003
4674.125,18.427,9.944,8.644,47.806,5.399,2.819,319.386,241.985,1.226,2.282,57.178,0.003
4674.25,18.702,10.588,8.642,47.806,5.402,2.809,285.479,216.075,1.5,2.484,54.652,0.004
4674.375,18.477,10.865,8.637,47.736,5.35,2.805,281.389,212.724,1.619,2.532,53.745,0.004
4674.5,18.248,10.961,8.635,47.525,5.267,2.807,293.533,221.463,1.66,2.403,56.129,0.003
4674.625,17.369,10.971,8.636,47.173,5.002,2.814,345.064,258.159,1.664,2.092,61.181,0.002
4674.75,16.801,10.873,8.638,46.821,4.856,2.818,379.696,282.593,1.622,1.89,66.004,0.002
4674.875,16.005,10.725,8.639,46.54,4.646,2.82,445.659,329.889,1.559,1.752,66.474,0.002
4675,15.722,10.601,8.634,46.54,4.599,2.814,488.432,359.882,1.506,1.912,56.486,0.002
4675.125,15.723,10.538,8.63,46.118,4.61,2.809,497.283,364.669,1.479,1.92,55.646,0.002
4675.25,16.198,10.446,8.625,45.696,4.6,2.799,480.605,349.026,1.439,2.014,53.366,0.002
4675.375,17.288,10.116,8.627,45.485,4.474,2.795,418.901,304.68,1.299,2.075,55.451,0.002
4675.5,17.94,9.775,8.631,45.274,4.38,2.794,381.983,279.218,1.154,2.074,58.437,0.002
4675.625,19.025,9.028,8.636,45.274,4.207,2.793,325.452,239.474,0.84,2.291,56.289,0.003
4675.75,19.412,8.494,8.633,45.274,4.146,2.79,302.936,221.714,0.617,2.516,52.001,0.004
4675.875,19.227,8.3,8.629,46.071,4.174,2.789,300.073,218.763,0.536,2.819,45.223,0.005
4676,18.548,8.12,8.622,46.345,4.381,2.79,301.388,218.367,0.461,2.922,43.097,0.006
4676.125,18.502,8.455,8.621,46.554,4.745,2.795,305.169,220.896,0.6,2.819,44.807,0.005
4676.25,18.671,8.758,8.623,46.554,4.913,2.799,306.71,222.515,0.727,2.677,47.714,0.004
4676.375,18.545,9.297,8.623,46.554,5.089,2.805,311.251,228.022,0.953,2.444,53.162,0.003
4676.5,18.076,9.414,8.622,46.332,5.108,2.806,318.17,234.817,1.002,2.343,55.405,0.003
4676.625,16.81,9.282,8.617,46.041,5.144,2.807,359.859,269.364,0.946,2.265,54.003,0.003
4676.75,16.098,9.062,8.609,45.901,5.279,2.81,457.293,341.982,0.854,2.205,48.869,0.003
4676.875,16.094,9.084,8.604,46.058,5.36,2.813,520.729,387.325,0.863,2.174,46.29,0.002
4677,16.765,9.456,8.6,46.488,5.452,2.818,630.254,464.546,1.02,2.094,43.623,0.002
4677.125,17.735,9.798,8.606,46.488,5.409,2.816,659,485.654,1.164,2.088,42.726,0.002
4677.25,18.12,9.838,8.611,47.033,5.373,2.809,637.924,471.461,1.181,2.397,36.488,0.003
4677.375,18.749,9.905,8.621,47.516,5.38,2.782,552.984,411.44,1.209,3.253,26.784,0.009
4677.5,19.273,10.128,8.631,47.828,5.509,2.743,459.462,343.251,1.304,4.404,20.331,0.033
4677.625,19.371,10.166,8.639,47.937,5.596,2.724,422.034,315.517,1.32,4.974,18.288,0.064
4677.75,18.785,9.714,8.662,47.937,5.809,2.693,372.481,278.617,1.129,6.012,15.506,0.214
4677.875,18.128,9.283,8.673,47.851,5.945,2.683,358.468,268.595,0.947,6.43,14.624,0.348
4678,16.92,8.601,8.69,47.597,6.283,2.676,346.297,261.57,0.661,6.852,13.836,0.568
4678.125,16.602,8.496,8.698,47.23,6.614,2.686,352.533,268.352,0.617,6.553,14.384,0.402
4678.25,16.684,8.542,8.7,46.838,6.707,2.694,361.067,275.845,0.637,6.203,15.087,0.268
4678.375,17.156,8.762,8.699,46.501,6.667,2.71,384.775,297.315,0.728,5.534,16.67,0.123
4678.5,18.451,9.47,8.692,46.501,6.37,2.723,414.885,325.621,1.026,4.852,18.897,0.056
4678.625,19.27,9.946,8.685,46.268,6.172,2.726,431.458,340.91,1.227,4.461,20.578,0.035
4678.75,20.072,10.436,8.669,46.153,5.781,2.731,461.17,368.209,1.435,4.032,22.553,0.022
4678.875,19.35,10.053,8.65,46.151,5.52,2.737,476.945,384.671,1.272,3.982,22.49,0.02
4679,18.874,9.783,8.641,46.24,5.461,2.741,478.457,387.984,1.158,4.004,22.289,0.021
4679.125,18.374,9.485,8.623,46.24,5.431,2.75,471.297,385.911,1.032,3.857,23.573,0.018
4679.25,18.17,9.384,8.608,46.365,5.426,2.759,455.143,374.965,0.989,3.689,25.442,0.014
4679.375,18.205,9.415,8.602,46.468,5.441,2.764,445.954,367.825,1.002,3.581,26.729,0.013
4679.5,18.663,9.619,8.591,46.502,5.54,2.772,432.74,356.292,1.088,3.338,29.722,0.01
4679.625,18.887,9.686,8.586,46.436,5.592,2.776,431.872,354.683,1.117,3.201,31.393,0.008
4679.75,18.873,9.616,8.583,46.255,5.562,2.789,445.942,363.318,1.087,2.805,36.485,0.005
4679.875,18.83,9.728,8.59,46.255,5.313,2.807,476.151,382.833,1.134,2.263,46.232,0.003
4680,18.922,9.937,8.599,45.965,5.162,2.817,491.609,392.486,1.223,1.859,58.342,0.002
4680.125,19.017,10.4,8.631,45.606,4.965,2.836,510.004,405.269,1.42,1.183,99.99,0.001
4680.25,18.662,10.514,8.702,45.238,4.902,2.848,514.429,414.585,1.468,0.777,99.99,0
4680.375,18.591,10.607,8.757,44.9,4.875,2.85,520.572,424.31,1.508,0.597,99.99,0
4680.5,18.925,11.049,8.897,44.9,4.797,2.846,565.642,472.677,1.698,0.591,99.99,0
4680.625,19.188,11.345,9.037,44.583,4.78,2.841,705.528,619.396,1.825,0.387,99.99,0
4680.75,19.201,11.319,9.088,44.275,4.808,2.841,867.106,777.046,1.814,0.035,99.99,0
4680.875,19.42,11.208,9.129,43.999,4.813,2.847,1535.21,1342.32,1.766,0.021,99.99,0
4681,19.584,11.118,9.131,43.807,4.757,2.852,2014.866,1717.646,1.727,0.018,99.99,0
4681.125,19.357,10.622,9.169,43.732,4.615,2.859,2876.816,2382.396,1.515,0.019,99.99,0
4681.25,18.111,9.453,9.27,43.732,4.576,2.861,3108.926,2599.511,1.018,0.027,99.99,0
